urban_centre_id,urban_centre,source_country,iso3,economy,urban_centre_area_km2_2025,urban_centre_population_2025,lecz5_population_1990,lecz10_population_1990,lecz10_share_pct_1990,lecz5_built_m2_1990,lecz10_built_m2_1990,lecz5_population_2000,lecz10_population_2000,lecz10_share_pct_2000,lecz5_built_m2_2000,lecz10_built_m2_2000,lecz5_population_2010,lecz10_population_2010,lecz10_share_pct_2010,lecz5_built_m2_2010,lecz10_built_m2_2010,lecz5_population_2020,lecz10_population_2020,lecz10_share_pct_2020,lecz5_built_m2_2020,lecz10_built_m2_2020
5093,Binh Long,Vietnam,VNM,Viet Nam,8.0,55424.76,,,,,,,,,,,,,,,,,,,,
5096,Dipolog,Philippines,PHL,Philippines,47.0,147134.43,9848.29,56462.85,92.45,179143.0,1327048.0,12339.17,77420.89,91.73,300678.0,2066352.0,16597.49,101631.42,90.55,410809.0,2518574.0,20199.89,123176.74,90.07,486920.0,2820290.0
5117,Chakdara,Pakistan,PAK,Pakistan,16.0,91140.2,,,,,,,,,,,,,,,,,,,,
5118,Surendranagar,India,IND,India,33.0,310315.36,,,,,,,,,,,,,,,,,,,,
5119,Shahajadpur,Bangladesh,BGD,Bangladesh,265.0,977836.38,410.38,9748.83,1.4,3956.0,143091.0,351.25,9660.83,1.18,4417.0,169663.0,345.65,11281.09,1.21,4456.0,193400.0,349.54,12914.93,1.33,4647.0,226548.0
5120,Tongxin,China,CHN,China,14.0,74893.64,,,,,,,,,,,,,,,,,,,,
5121,Laukkaing,Myanmar,MMR,Myanmar,13.0,71531.7,,,,,,,,,,,,,,,,,,,,
5122,Bagelen,Indonesia,IDN,Indonesia,32.0,126294.23,,,,,,,,,,,,,,,,,,,,
5123,C? Chi,Vietnam,VNM,Viet Nam,46.0,191260.24,936.16,13370.289999999999,18.03,65165.0,644944.0,1470.34,16874.36,15.38,115685.0,959808.0,2112.79,21993.86,15.99,211902.0,1543038.0,3064.83,28406.21,16.39,310007.0,1864968.0
5126,Pagadian,Philippines,PHL,Philippines,36.0,202901.35,16516.95,24936.96,40.31,331334.0,558782.0,23927.31,36583.89,40.91,378416.0,640113.0,38536.31,58491.649999999994,40.75,442720.0,723933.0,50511.15,77335.22,40.89,493661.0,805289.0
5147,Sui,Pakistan,PAK,Pakistan,13.0,52222.94,,,,,,,,,,,,,,,,,,,,
5148,Pathankot,India,IND,India,43.0,292355.51,,,,,,,,,,,,,,,,,,,,
5149,Sarishabari,Bangladesh,BGD,Bangladesh,21.0,87099.87,,,,,,,,,,,,,,,,,,,,
5150,Haiyuan,China,CHN,China,16.0,66365.5,,,,,,,,,,,,,,,,,,,,
5151,Hlegu,Myanmar,MMR,Myanmar,12.0,125912.18,,,,,,,,,,,,,,,,,,,,
5152,Pemanggilan,Indonesia,IDN,Indonesia,36.0,136819.03,,,,,,,,,,,,,,,,,,,,
5153,??c Hòa,Vietnam,VNM,Viet Nam,37.0,94466.24,23163.48,41102.45,100.0,800944.0,1294647.0,43421.76,69673.04000000001,100.0,1879182.0,2815308.0,68605.67,92423.54,100.0,4415099.0,5766663.0,73653.2,95303.72,100.0,6368026.0,7913717.0
5156,Tagbilaran,Philippines,PHL,Philippines,52.0,142811.76,3942.68,14745.91,18.36,151619.0,501747.0,4747.95,18066.61,17.74,179201.0,603099.0,5848.56,22410.58,17.83,220795.0,736597.0,6676.18,25005.05,17.87,258313.0,828704.0
5176,Sakrand,Pakistan,PAK,Pakistan,13.0,77809.91,,,,,,,,,,,,,,,,,,,,
5177,Una,India,IND,India,11.0,95225.6,,,,,,,,,,,,,,,,,,,,
5178,Tarakandi,Bangladesh,BGD,Bangladesh,25.0,64200.02,,,,,,,,,,,,,,,,,,,,
5179,Yingjiang County,China,CHN,China,11.0,51190.9,,,,,,,,,,,,,,,,,,,,
5180,Kungyangon,Myanmar,MMR,Myanmar,7.0,69926.59,2669.33,11999.09,100.0,39972.0,142764.0,5279.2,28042.23,100.0,54497.0,218926.0,10162.25,46490.77,100.0,83906.0,298467.0,14764.18,63034.54,100.0,101698.0,341295.0
5181,Bandar Lampung,Indonesia,IDN,Indonesia,176.0,1257827.77,6737.93,46244.76,10.98,482255.0,2937283.0,11515.05,61943.61,9.07,803941.0,3498285.0,16427.09,81476.4,8.6,934317.0,3722083.0,20605.03,97242.63,8.42,1036343.0,3876827.0
5182,B?n Tre,Vietnam,VNM,Viet Nam,45.0,134849.54,48979.64,131553.66,100.0,648142.0,1545074.0,74963.76,153268.03999999998,100.0,1713372.0,3363505.0,79177.15,143295.22999999998,100.0,3263119.0,5715705.0,77732.11,136044.09,100.0,4408645.0,7441712.0
5185,Catarman,Philippines,PHL,Philippines,14.0,78141.65,9131.04,31194.06,97.83,230776.0,832932.0,12871.48,44075.270000000004,97.68,281183.0,947114.0,16685.18,56090.78,97.19,333435.0,1040371.0,20826.16,68948.94,97.12,372363.0,1111003.0
5205,Thana,Pakistan,PAK,Pakistan,13.0,117275.3,,,,,,,,,,,,,,,,,,,,
5206,Hanumangarh,India,IND,India,10.0,80848.84,,,,,,,,,,,,,,,,,,,,
5207,Jamalpur,Bangladesh,BGD,Bangladesh,33.0,328316.8,,,,,,,,,,,,,,,,,,,,
5208,Huining,China,CHN,China,12.0,51197.8,,,,,,,,,,,,,,,,,,,,
5209,Kyauktaga,Myanmar,MMR,Myanmar,6.0,56082.57,,,,,,,,,,,,,,,,,,,,
5210,Poncowati,Indonesia,IDN,Indonesia,31.0,131145.28,,,,,,,,,,,,,,,,,,,,
5211,Trà Vinh,Vietnam,VNM,Viet Nam,37.0,116242.87,38487.12,92596.34,100.0,573279.0,1135490.0,57321.15,112556.8,100.0,1509523.0,2643241.0,75687.52,117878.17000000001,100.0,3645783.0,5247996.0,79013.64,117488.45999999999,100.0,4809781.0,6623915.0
5214,Calbayog,Philippines,PHL,Philippines,21.0,77926.91,23515.41,30982.91,91.1,598014.0,748902.0,31909.35,42458.869999999995,91.01,690100.0,868386.0,42432.26,54266.67,90.43,839160.0,1040995.0,51824.92,65022.29,89.94,941599.0,1163084.0
5233,Wardaga,Pakistan,PAK,Pakistan,25.0,64470.95,,,,,,,,,,,,,,,,,,,,
5234,Deesa,India,IND,India,16.0,158275.42,,,,,,,,,,,,,,,,,,,,
5235,Jashore,Bangladesh,BGD,Bangladesh,55.0,552980.97,,,,,,,,,,,,,,,,,,,,
5236,Baotou,China,CHN,China,235.0,1645071.52,,,,,,,,,,,,,,,,,,,,
5237,Loikaw,Myanmar,MMR,Myanmar,26.0,116520.89,,,,,,,,,,,,,,,,,,,,
5238,Metro,Indonesia,IDN,Indonesia,64.0,193950.25,,,,,,,,,,,,,,,,,,,,
5239,Ho Chi Minh City,Vietnam,VNM,Viet Nam,1487.0,14557830.27,945561.91,2866824.86,64.18,25712248.0,65938963.0,1549268.71,4305518.66,65.52,60616549.0,134234052.0,2293133.16,6123958.11,64.5,85716663.0,173252077.0,3129182.75,8290344.22,64.18,102742022.0,197322067.0
5242,Oroquieta,Philippines,PHL,Philippines,22.0,70330.0,7672.52,19057.870000000003,68.7,161949.0,509053.0,9979.7,26354.86,66.65,200705.0,624433.0,12256.28,33106.42,63.63,234381.0,693867.0,14573.2,39680.47,61.92,272985.0,766221.0
5261,Pabbi,Pakistan,PAK,Pakistan,33.0,128496.44,,,,,,,,,,,,,,,,,,,,
5262,Kotkapura,India,IND,India,13.0,96049.96,,,,,,,,,,,,,,,,,,,,
5263,Sathiya,Bangladesh,BGD,Bangladesh,19.0,51466.22,,,,,,,,,,,,,,,,,,,,
5264,Shangri-La,China,CHN,China,16.0,59704.66,,,,,,,,,,,,,,,,,,,,
5265,Tangyan,Myanmar,MMR,Myanmar,12.0,114092.42,,,,,,,,,,,,,,,,,,,,
5266,Muntok,Indonesia,IDN,Indonesia,16.0,64661.27,495.01,3957.29,11.38,25437.0,153233.0,573.51,4627.63,10.49,25694.0,155818.0,620.39,5116.9800000000005,9.58,26509.0,164877.0,803.76,6333.110000000001,9.99,33545.0,187176.0
5267,B?n Cát,Vietnam,VNM,Viet Nam,24.0,88937.09,693.22,1577.1,14.62,34536.0,70675.0,961.77,2772.7,15.02,49643.0,123684.0,882.16,3943.3999999999996,6.54,78929.0,283834.0,1045.82,5462.429999999999,6.66,95031.0,399320.0
5270,Tangub [Tubod],Philippines,PHL,Philippines,36.0,72025.44,10867.56,17242.37,69.12,185732.0,340177.0,14742.97,25456.1,68.43,284263.0,576893.0,19153.53,33303.619999999995,67.79,331678.0,663252.0,24769.03,43627.770000000004,68.4,400076.0,772196.0
5288,Nawabshah,Pakistan,PAK,Pakistan,27.0,298009.26,,,,,,,,,,,,,,,,,,,,
5289,Nokha,India,IND,India,17.0,98637.82,,,,,,,,,,,,,,,,,,,,
5290,Sherpur,Bangladesh,BGD,Bangladesh,26.0,331320.38,,,,,,,,,,,,,,,,,,,,
5291,Longxi,China,CHN,China,33.0,141596.21,,,,,,,,,,,,,,,,,,,,
5292,Nansang,Myanmar,MMR,Myanmar,5.0,56027.9,,,,,,,,,,,,,,,,,,,,
5293,Banjarmasin,Indonesia,IDN,Indonesia,31.0,134876.56,4570.31,59616.13,66.44,87311.0,653923.0,8988.61,70847.91,65.38,196489.0,999577.0,14947.49,79161.03,66.11,286251.0,1199830.0,15958.05,86370.18000000001,65.51,333180.0,1321467.0
5294,?à N?ng,Vietnam,VNM,Viet Nam,225.0,1178696.38,25203.0,400331.19,71.14,911722.0,11800353.0,41991.19,541860.98,73.48,1872719.0,19900437.0,92348.77,706208.72,75.42,3946560.0,25141395.0,142946.72,852344.25,76.37,6484323.0,30308496.0
5297,Kapatagan,Philippines,PHL,Philippines,12.0,63360.03,,,,,,,,,,,,,,,,,,,,
5314,Mardan,Pakistan,PAK,Pakistan,215.0,1291182.87,,,,,,,,,,,,,,,,,,,,
5315,Jodhpur,India,IND,India,232.0,1540835.01,,,,,,,,,,,,,,,,,,,,
5316,Bera,Bangladesh,BGD,Bangladesh,15.0,98518.45,0.0,2440.11,3.85,0.0,27625.0,0.0,2242.42,2.59,0.0,28787.0,0.0,2342.6,2.33,0.0,32732.0,0.0,2247.96,2.21,0.0,34632.0
5317,Yakeshi/Yaysi,China,CHN,China,19.0,127656.18,,,,,,,,,,,,,,,,,,,,
5318,Thanlyin,Myanmar,MMR,Myanmar,26.0,279019.37,4194.46,13115.369999999999,19.38,126572.0,371341.0,8139.04,28084.79,21.34,197611.0,608935.0,15069.87,46044.55,23.62,283001.0,760690.0,23138.19,65263.740000000005,25.98,368769.0,923952.0
5319,Braja Asri,Indonesia,IDN,Indonesia,11.0,61253.72,,,,,,,,,,,,,,,,,,,,
5320,Ph??c V?nh,Vietnam,VNM,Viet Nam,14.0,57868.86,,,,,,,,,,,,,,,,,,,,
5323,Ozamiz,Philippines,PHL,Philippines,46.0,160470.38,16770.25,48327.56,81.02,398597.0,1386440.0,21389.54,67661.86,78.2,513520.0,1839037.0,29213.99,90584.64,77.36,601907.0,2020862.0,36612.01,112804.98000000001,76.94,662542.0,2163652.0
5340,Kandhkot,Pakistan,PAK,Pakistan,14.0,156866.76,,,,,,,,,,,,,,,,,,,,
5341,Jalore,India,IND,India,16.0,87706.22,,,,,,,,,,,,,,,,,,,,
5342,Satkhira,Bangladesh,BGD,Bangladesh,35.0,242084.24,32550.64,229507.91999999998,100.0,255994.0,1163591.0,49450.0,277635.27,100.0,441525.0,1768957.0,54198.84,289826.86,100.0,630674.0,2460719.0,54237.3,258859.40000000002,100.0,906654.0,3150079.0
5343,Ruili,China,CHN,China,27.0,94938.58,,,,,,,,,,,,,,,,,,,,
5344,Pegu,Myanmar,MMR,Myanmar,43.0,392534.29,,,,,,,,,,,,,,,,,,,,
5345,Sukasari,Indonesia,IDN,Indonesia,24.0,61354.52,,,,,,,,,,,,,,,,,,,,
5346,??ng Xoài,Vietnam,VNM,Viet Nam,29.0,113986.89,,,,,,,,,,,,,,,,,,,,
5349,Ormoc,Philippines,PHL,Philippines,28.0,103858.72,17887.11,27433.43,58.92,504093.0,920929.0,25597.02,38048.4,60.7,689643.0,1153424.0,34124.07,50299.07,60.69,783639.0,1295451.0,40695.47,59627.06,60.63,834807.0,1368898.0
5366,Thatta,Pakistan,PAK,Pakistan,18.0,124679.7,,,,,,,,,,,,,,,,,,,,
5367,Patan,India,IND,India,19.0,208427.63,,,,,,,,,,,,,,,,,,,,
5368,Kashinathpur,Bangladesh,BGD,Bangladesh,24.0,61886.48,72.78,7061.179999999999,15.78,775.0,76241.0,64.04,7591.4,15.63,775.0,93851.0,71.43,8806.23,15.38,905.0,113829.0,95.1,9235.25,15.23,1320.0,130338.0
5369,Donghe,China,CHN,China,123.0,735175.08,,,,,,,,,,,,,,,,,,,,
5370,Thilawa,Myanmar,MMR,Myanmar,14.0,52664.11,217.71,1984.25,89.31,9427.0,81865.0,654.91,6418.67,94.87,23997.0,179513.0,1941.14,12308.34,95.73,51081.0,277251.0,3536.88,40280.659999999996,94.87,92438.0,932715.0
5371,Tân Uyên,Vietnam,VNM,Viet Nam,50.0,114342.35,51.74,2388.3799999999997,17.33,9203.0,225854.0,84.28,4595.83,18.62,12210.0,399371.0,102.2,5930.7699999999995,8.56,16651.0,636214.0,129.75,7386.38,7.15,20124.0,786738.0
5372,Sido Dadi,Indonesia,IDN,Indonesia,26.0,91959.99,3819.88,11524.84,14.43,35897.0,89114.0,4853.9,9978.5,16.61,63390.0,118577.0,7357.06,14075.16,16.98,79199.0,139248.0,9536.91,16967.22,18.16,103908.0,170225.0
5375,Catbalogan,Philippines,PHL,Philippines,19.0,62339.43,6648.19,13356.439999999999,43.43,208145.0,456012.0,7996.47,16886.62,40.91,216931.0,477222.0,8858.63,19521.69,39.45,232455.0,514424.0,9968.11,22281.67,38.63,240060.0,532671.0
5392,Mingora,Pakistan,PAK,Pakistan,112.0,972558.97,,,,,,,,,,,,,,,,,,,,
5393,Kundla,India,IND,India,10.0,97476.01,,,,,,,,,,,,,,,,,,,,
5394,Magura,Bangladesh,BGD,Bangladesh,18.0,172146.66,,,,,,,,,,,,,,,,,,,,
5395,Lushui,China,CHN,China,9.0,53375.33,,,,,,,,,,,,,,,,,,,,
5396,Nyaunglebin,Myanmar,MMR,Myanmar,6.0,88830.63,,,,,,,,,,,,,,,,,,,,
5397,Phuoc Long,Vietnam,VNM,Viet Nam,27.0,103962.01,,,,,,,,,,,,,,,,,,,,
5398,Cilegon,Indonesia,IDN,Indonesia,188.0,686540.27,44290.24,109693.62,32.43,2093400.0,5877873.0,63114.49,153841.49,34.98,2860579.0,7430536.0,86044.63,198582.84000000003,36.76,4011007.0,9094046.0,108387.29,244347.45,37.69,5032978.0,10574582.0
5401,Iligan,Philippines,PHL,Philippines,96.0,409670.36,47717.38,120794.09,58.35,1355495.0,3459337.0,59811.9,150680.7,56.58,1551248.0,3974284.0,70988.45,176878.28999999998,56.03,1640576.0,4208865.0,86377.21,209391.45,55.88,1840945.0,4541995.0
5417,Katlang,Pakistan,PAK,Pakistan,15.0,58708.85,,,,,,,,,,,,,,,,,,,,
5418,Botad,India,IND,India,16.0,137833.33,,,,,,,,,,,,,,,,,,,,
5419,Buhapur,Bangladesh,BGD,Bangladesh,33.0,62859.27,,,,,,,,,,,,,,,,,,,,
5420,Tengchong,China,CHN,China,19.0,89119.13,,,,,,,,,,,,,,,,,,,,
5421,Daik-U,Myanmar,MMR,Myanmar,13.0,104875.95,,,,,,,,,,,,,,,,,,,,
5422,Go Cong,Vietnam,VNM,Viet Nam,13.0,79937.41,,,,,,,,,,,,,,,,,,,,
5423,Pandeglang,Indonesia,IDN,Indonesia,56.0,301645.12,,,,,,,,,,,,,,,,,,,,
5426,Balo-i,Philippines,PHL,Philippines,8.0,50267.55,,,,,,,,,,,,,,,,,,,,
5442,Matta,Pakistan,PAK,Pakistan,53.0,190057.58,,,,,,,,,,,,,,,,,,,,
5443,Kapurthala,India,IND,India,23.0,131133.81,,,,,,,,,,,,,,,,,,,,
5444,Dhanbari,Bangladesh,BGD,Bangladesh,30.0,87686.4,,,,,,,,,,,,,,,,,,,,
5445,Xiji,China,CHN,China,12.0,62502.2,,,,,,,,,,,,,,,,,,,,
5446,Kyauktan,Myanmar,MMR,Myanmar,9.0,73101.75,2049.59,4531.120000000001,21.31,52810.0,105162.0,4627.97,8789.64,22.15,90673.0,159820.0,6821.11,12554.4,21.43,104181.0,179326.0,7959.27,14481.43,21.53,112803.0,192744.0
5447,Suralaya,Indonesia,IDN,Indonesia,29.0,77350.2,8965.13,20809.3,47.75,269075.0,590984.0,13028.39,28290.39,51.18,375965.0,766443.0,14743.28,31473.35,51.25,419949.0,840580.0,18748.23,38886.7,52.78,565462.0,1053259.0
5448,H?i An,Vietnam,VNM,Viet Nam,40.0,86863.82,3185.13,57750.07,72.39,124155.0,1807414.0,5694.64,64235.84,75.53,370913.0,3368060.0,5972.95,68695.52,78.8,470082.0,4271594.0,6224.64,69513.27,79.52,561553.0,4841702.0
5451,Tacloban,Philippines,PHL,Philippines,62.0,277601.89,59565.89,140260.59,87.73,1304616.0,3280508.0,76820.46,179942.83000000002,89.07,2260212.0,5002689.0,93012.27,217397.89,89.76,2563541.0,5654102.0,104196.88,241566.91,89.9,2761260.0,6062348.0
5467,Amangarh,Pakistan,PAK,Pakistan,9.0,72912.34,,,,,,,,,,,,,,,,,,,,
5468,Mandi Dabwali,India,IND,India,9.0,68190.27,,,,,,,,,,,,,,,,,,,,
5469,Nalitabari,Bangladesh,BGD,Bangladesh,7.0,62454.13,,,,,,,,,,,,,,,,,,,,
5470,Yanchi,China,CHN,China,13.0,58061.91,,,,,,,,,,,,,,,,,,,,
5471,Shwegyin,Myanmar,MMR,Myanmar,8.0,82044.45,,,,,,,,,,,,,,,,,,,,
5472,Jakarta,Indonesia,IDN,Indonesia,4614.0,40545125.86,1527560.64,4398317.03,21.32,44606936.0,120464899.0,1637860.3,4668297.23,18.14,51911027.0,134789270.0,1956454.21,5481402.3100000005,16.97,56661194.0,142842898.0,2219952.31,6197306.79,16.22,60608697.0,149689192.0
5473,Long Thành,Vietnam,VNM,Viet Nam,71.0,239281.65,1227.66,11545.1,15.82,51536.0,323514.0,1866.3,23592.09,19.38,107612.0,891122.0,4164.62,31076.21,18.25,309326.0,1778803.0,6824.2,40975.14,19.06,503991.0,2361544.0
5476,Marawi,Philippines,PHL,Philippines,32.0,108167.0,,,,,,,,,,,,,,,,,,,,
5492,Dera Ismail Khan,Pakistan,PAK,Pakistan,63.0,381589.87,,,,,,,,,,,,,,,,,,,,
5493,Limbdi,India,IND,India,7.0,62422.61,,,,,,,,,,,,,,,,,,,,
5494,Rajbari,Bangladesh,BGD,Bangladesh,48.0,192471.04,,,,,,,,,,,,,,,,,,,,
5495,Dalad,China,CHN,China,41.0,149088.54,,,,,,,,,,,,,,,,,,,,
5496,Kayan,Myanmar,MMR,Myanmar,6.0,132841.18,,,,,,,,,,,,,,,,,,,,
5497,Rangkasbitung,Indonesia,IDN,Indonesia,53.0,351595.67,,,,,,,,,,,,,,,,,,,,
5498,Phú M?,Vietnam,VNM,Viet Nam,54.0,152126.18,3834.64,10260.119999999999,25.36,186399.0,551017.0,5185.85,16828.690000000002,20.4,344339.0,1231377.0,7055.26,21465.88,19.85,619501.0,2033103.0,9988.91,27666.68,20.02,1044084.0,2760249.0
5501,Cotabato City,Philippines,PHL,Philippines,25.0,203953.49,94648.19,190609.82,88.08,1052778.0,2461984.0,101348.79,201709.01,89.26,1356299.0,2886091.0,118164.26,233536.06,89.49,1512365.0,3084892.0,102835.16,202738.03,89.82,1669811.0,3273345.0
5516,Pano Akil,Pakistan,PAK,Pakistan,12.0,97953.55,,,,,,,,,,,,,,,,,,,,
5517,Moga,India,IND,India,26.0,188037.69,,,,,,,,,,,,,,,,,,,,
5518,Madhupur,Bangladesh,BGD,Bangladesh,15.0,81792.45,,,,,,,,,,,,,,,,,,,,
5519,Luomen,China,CHN,China,25.0,93785.03,,,,,,,,,,,,,,,,,,,,
5520,Thongwa,Myanmar,MMR,Myanmar,11.0,127743.35,202.79,27127.77,100.0,5110.0,444894.0,340.38,53268.299999999996,100.0,5214.0,536245.0,491.49,82655.75,100.0,5476.0,604175.0,800.65,113345.43999999999,100.0,7001.0,638067.0
5521,Kon Tum,Vietnam,VNM,Viet Nam,31.0,157728.81,,,,,,,,,,,,,,,,,,,,
5522,Kebuyutan,Indonesia,IDN,Indonesia,21.0,51954.71,20503.74,34224.22,100.0,743139.0,1224540.0,24205.49,39375.53,100.0,842903.0,1353986.0,27427.47,43824.87,100.0,925156.0,1457176.0,31250.23,49382.43,100.0,984769.0,1531580.0
5525,Cagayan de Oro,Philippines,PHL,Philippines,127.0,950102.45,64333.45,231198.46999999997,65.25,2740167.0,8175915.0,89744.5,315968.70999999996,64.63,3157752.0,9401465.0,121553.1,422445.22,64.19,3381456.0,9976838.0,159851.74,545991.73,64.11,3663682.0,10521032.0
5540,Khwazakhela,Pakistan,PAK,Pakistan,22.0,87295.61,,,,,,,,,,,,,,,,,,,,
5541,Viramgam,India,IND,India,15.0,87822.14,,,,,,,,,,,,,,,,,,,,
5542,Ghatail,Bangladesh,BGD,Bangladesh,22.0,86344.68,,,,,,,,,,,,,,,,,,,,
5543,Mang,China,CHN,China,19.0,50629.08,,,,,,,,,,,,,,,,,,,,
5544,Mong Maw;Mongmao,Myanmar,MMR,Myanmar,5.0,59193.67,,,,,,,,,,,,,,,,,,,,
5545,Gia Ki?m,Vietnam,VNM,Viet Nam,23.0,129478.89,,,,,,,,,,,,,,,,,,,,
5546,Pangkalpinang,Indonesia,IDN,Indonesia,58.0,289604.21,7482.62,48755.700000000004,36.38,472899.0,2625816.0,8516.45,53818.44,34.26,576048.0,3015765.0,12006.66,71454.78,32.89,710240.0,3517743.0,15826.13,87614.43000000001,32.55,836783.0,3866046.0
5549,Balingasag,Philippines,PHL,Philippines,26.0,59875.3,10835.08,12669.22,82.99,353764.0,390330.0,16951.16,19871.75,84.71,418708.0,470726.0,26958.9,31455.0,83.83,494776.0,570365.0,37833.57,43529.729999999996,82.26,664998.0,777132.0
5564,Nowshera,Pakistan,PAK,Pakistan,119.0,772117.49,,,,,,,,,,,,,,,,,,,,
5565,Palanpur,India,IND,India,27.0,210965.89,,,,,,,,,,,,,,,,,,,,
5566,Elenga,Bangladesh,BGD,Bangladesh,23.0,65517.14,,,,,,,,,,,,,,,,,,,,
5567,Jingning,China,CHN,China,12.0,51699.53,,,,,,,,,,,,,,,,,,,,
5568,Kyaikto,Myanmar,MMR,Myanmar,7.0,74553.9,0.0,2032.5,2.96,0.0,27224.0,0.09,2416.05,2.65,1.0,30762.0,0.08,2843.0099999999998,3.16,1.0,42325.0,0.06,2992.31,3.76,1.0,53823.0
5569,Phú C??ng,Vietnam,VNM,Viet Nam,10.0,68956.99,,,,,,,,,,,,,,,,,,,,
5570,Palabuhanratu,Indonesia,IDN,Indonesia,34.0,134654.34,4132.97,26288.010000000002,20.13,81722.0,393465.0,4190.08,25779.309999999998,19.21,110172.0,503172.0,5934.0,27744.62,19.98,194668.0,628232.0,6169.78,27572.35,20.09,248119.0,710208.0
5573,Jasaan,Philippines,PHL,Philippines,28.0,86178.19,10124.18,15535.380000000001,59.48,441863.0,763023.0,14801.44,23126.260000000002,58.04,509642.0,896565.0,20503.27,32539.07,55.82,579091.0,1026952.0,25856.22,41866.43,54.38,634737.0,1123575.0
5587,Haleji Sharif,Pakistan,PAK,Pakistan,17.0,79868.13,,,,,,,,,,,,,,,,,,,,
5588,Bathinda,India,IND,India,64.0,394005.33,,,,,,,,,,,,,,,,,,,,
5589,Kalihati,Bangladesh,BGD,Bangladesh,135.0,325704.88,,,,,,,,,,,,,,,,,,,,
5590,Dingbian,China,CHN,China,16.0,88145.44,,,,,,,,,,,,,,,,,,,,
5591,Thaton,Myanmar,MMR,Myanmar,11.0,104086.93,,,,,,,,,,,,,,,,,,,,
5592,Pleiku,Vietnam,VNM,Viet Nam,48.0,227851.27,,,,,,,,,,,,,,,,,,,,
5593,Sungailiat,Indonesia,IDN,Indonesia,23.0,95964.6,4899.32,10500.91,22.04,322559.0,647197.0,6388.61,14307.689999999999,22.21,351997.0,739213.0,7569.51,17244.41,22.34,369106.0,786863.0,8772.55,20278.55,22.46,379119.0,824761.0
5596,Midsayap,Philippines,PHL,Philippines,23.0,87377.61,,,,,,,,,,,,,,,,,,,,
5610,Charbagh,Pakistan,PAK,Pakistan,25.0,127389.78,,,,,,,,,,,,,,,,,,,,
5611,Siddhpur,India,IND,India,9.0,74626.46,,,,,,,,,,,,,,,,,,,,
5612,Tangail,Bangladesh,BGD,Bangladesh,45.0,403295.73,,,,,,,,,,,,,,,,,,,,
5613,Tumed Right Banner,China,CHN,China,19.0,74041.85,,,,,,,,,,,,,,,,,,,,
5614,Hpa-An,Myanmar,MMR,Myanmar,31.0,272150.36,374.14,10714.26,8.8,5033.0,135002.0,600.01,21130.019999999997,10.41,7433.0,259559.0,735.86,26401.27,10.46,8756.0,315609.0,942.17,29429.879999999997,10.87,12022.0,369704.0
5615,V?ng Tàu,Vietnam,VNM,Viet Nam,99.0,476736.92,36188.87,201961.63,94.24,1724125.0,8150793.0,59836.74,285289.8,94.65,3028876.0,12019965.0,80892.13,352819.43,94.49,3796692.0,13771528.0,103505.31,422381.04,94.19,4450088.0,15119836.0
5616,Toboali,Indonesia,IDN,Indonesia,19.0,94133.78,3864.5,12040.92,29.18,155195.0,343821.0,4719.05,14810.5,25.83,176515.0,390591.0,5510.94,17231.01,23.12,189821.0,418756.0,6345.43,19835.64,21.98,195290.0,431259.0
5619,Isulan,Philippines,PHL,Philippines,9.0,60840.51,,,,,,,,,,,,,,,,,,,,
5633,Jamshoro,Pakistan,PAK,Pakistan,21.0,112368.09,,,,,,,,,,,,,,,,,,,,
5634,Rajula,India,IND,India,8.0,61930.84,,,,,,,,,,,,,,,,,,,,
5635,Noapara,Bangladesh,BGD,Bangladesh,32.0,143173.0,794.41,173981.76,100.0,5408.0,592508.0,1312.35,193919.04,100.0,11989.0,889904.0,2976.4,189785.15,100.0,39549.0,1399753.0,5812.92,150384.78,100.0,137318.0,2300062.0
5636,Yuanzhou,China,CHN,China,22.0,112544.19,,,,,,,,,,,,,,,,,,,,
5637,Mawlamyine,Myanmar,MMR,Myanmar,42.0,245554.21,9817.52,80055.7,30.26,193396.0,1146846.0,8239.3,76557.95,28.88,228332.0,1528975.0,9726.13,75467.46,28.68,300766.0,1719532.0,10365.27,70172.12,28.86,388432.0,1904483.0
5638,Tam K?,Vietnam,VNM,Viet Nam,20.0,85515.68,979.37,40845.72,87.03,27572.0,791567.0,2327.15,72564.73,92.22,90152.0,2269631.0,4592.87,79913.33,91.74,235677.0,3557493.0,5445.45,79438.77,91.76,329634.0,4201623.0
5639,Cipanas,Indonesia,IDN,Indonesia,65.0,535165.94,,,,,,,,,,,,,,,,,,,,
5642,Tacurong,Philippines,PHL,Philippines,22.0,86939.54,,,,,,,,,,,,,,,,,,,,
5656,Hala,Pakistan,PAK,Pakistan,9.0,84586.99,,,,,,,,,,,,,,,,,,,,
5657,Jalandhar,India,IND,India,144.0,1170866.62,,,,,,,,,,,,,,,,,,,,
5658,Gazipur,Bangladesh,BGD,Bangladesh,101.0,84943.17,57180.74,58526.15,100.0,241647.0,246218.0,61574.32,63042.39,100.0,289389.0,294650.0,65648.74,67344.79000000001,100.0,398657.0,406388.0,80802.17,82867.45,100.0,915024.0,932387.0
5659,Gangu,China,CHN,China,30.0,145758.34,,,,,,,,,,,,,,,,,,,,
5660,Mudon,Myanmar,MMR,Myanmar,8.0,70079.82,606.94,1854.76,2.9,10463.0,32864.0,664.6,2384.65,2.82,12976.0,50317.0,667.01,2649.56,3.13,15114.0,67432.0,601.28,2504.8599999999997,3.27,15996.0,75799.0
