iso3,country,pacific_small_island,indicator_code,indicator_name,domain,indicator_position,reference_cap,frontier_mode,review_threshold_years,latest_year,value,frontier_year,calendar_age_years,production_age_years,relative_lag_years,missing,absolute_review,relative_review,classification_disagreement,production_cycle_only,retrieved_at,response_sha256,api_last_updated,attestation_chain
KHM,Cambodia,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.61706829,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
CHN,"China, People's Republic of",False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,5.94388866,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
COK,Cook Islands,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,,,2024,,,,True,False,False,False,False,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
FJI,Fiji,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,3.61524153,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
GEO,Georgia,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,6.85758877,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
HKG,"Hong Kong, China",False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,,,2024,,,,True,False,False,False,False,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
IND,India,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,3.33944035,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
IDN,Indonesia,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,2.70239949,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
KAZ,Kazakhstan,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,3.76701546,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
KIR,Kiribati,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,10.94525623,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
KGZ,Kyrgyz Republic,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.50344467,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
LAO,Lao People's Democratic Republic,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,1.32651615,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
MYS,Malaysia,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,3.95760036,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
MDV,Maldives,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,9.24973583,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
MHL,Marshall Islands,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,13.40528965,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
FSM,"Micronesia, Federated States of",True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,12.88087559,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
MNG,Mongolia,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,6.07207489,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
MMR,Myanmar,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.45748425,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
NRU,Nauru,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,18.21076012,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
NPL,Nepal,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,6.15843678,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
PAK,Pakistan,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,2.51988316,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
PLW,Palau,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,10.85468197,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
PNG,Papua New Guinea,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,2.87081432,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
PHL,Philippines,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,5.10122538,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
WSM,Samoa,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,6.78103304,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
SLB,Solomon Islands,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,5.36366177,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
LKA,Sri Lanka,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,3.68313766,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
TJK,Tajikistan,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,7.43789911,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
THA,Thailand,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.53787661,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
TLS,Timor-Leste,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,9.59779453,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
TON,Tonga,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,7.36037779,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
TKM,Turkmenistan,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,5.49789095,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
TUV,Tuvalu,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,27.08968544,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
UZB,Uzbekistan,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,6.74312878,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
VUT,Vanuatu,True,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.1186676,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
VNM,Viet Nam,False,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health,1,2025,global,3.0,2023,4.56109476,2024,3,2,1,False,True,False,True,True,2026-07-18T21:11:08+00:00,7a11e2a3b0f5214e7f82e80890571f002135238a6b47f4ea7c431628fc83a191,2026-07-13,ai-first
AFG,Afghanistan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,53.0,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
ARM,Armenia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,9.6,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
AZE,Azerbaijan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,17.9,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
BGD,Bangladesh,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,30.5,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
BTN,Bhutan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,17.2,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
BRN,Brunei Darussalam,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,9.9,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
KHM,Cambodia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,18.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
CHN,"China, People's Republic of",False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,5.7,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
COK,Cook Islands,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,,,2024,,,,True,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
FJI,Fiji,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,29.1,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
GEO,Georgia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,8.6,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
HKG,"Hong Kong, China",False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,,,2024,,,,True,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
IND,India,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,26.6,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
IDN,Indonesia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,17.7,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
KAZ,Kazakhstan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,9.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
KIR,Kiribati,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,53.1,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
KGZ,Kyrgyz Republic,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,16.8,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
LAO,Lao People's Democratic Republic,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,29.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
MYS,Malaysia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,8.3,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
MDV,Maldives,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,5.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
MHL,Marshall Islands,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,26.7,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
FSM,"Micronesia, Federated States of",True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,22.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
MNG,Mongolia,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,13.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
MMR,Myanmar,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,36.9,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
NRU,Nauru,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,8.3,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
NPL,Nepal,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,25.1,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
PAK,Pakistan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,56.0,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
PLW,Palau,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,21.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
PNG,Papua New Guinea,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,39.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
PHL,Philippines,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,26.5,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
WSM,Samoa,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,14.9,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
SLB,Solomon Islands,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,20.0,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
LKA,Sri Lanka,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,5.9,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
TJK,Tajikistan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,28.1,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
THA,Thailand,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,9.0,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
TLS,Timor-Leste,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,47.6,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
TON,Tonga,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,9.5,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
TKM,Turkmenistan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,39.0,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
TUV,Tuvalu,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,19.2,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
UZB,Uzbekistan,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,13.4,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
VUT,Vanuatu,True,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,17.1,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
VNM,Viet Nam,False,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,2,2025,global,3.0,2024,17.3,2024,2,2,0,False,False,False,False,False,2026-07-18T21:11:10+00:00,1e5233f1f5555f530a986a99b1aba269d66f0f88fc883d8b9415ec9a5144cc15,2026-07-13,ai-first
AFG,Afghanistan,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,521.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
ARM,Armenia,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,19.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
AZE,Azerbaijan,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,18.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
BGD,Bangladesh,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,115.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
BTN,Bhutan,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,47.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
BRN,Brunei Darussalam,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,36.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
KHM,Cambodia,False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,137.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
CHN,"China, People's Republic of",False,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,3,2025,global,3.0,2023,16.0,2023,3,3,0,False,True,False,True,True,2026-07-18T21:11:09+00:00,d19e18021c680f5f910b13c9d9f93d4219824cc5b0f44350e1b69e8840b07c73,2026-07-13,ai-first
