country,iso3,market_id,market,admin1,admin2,latitude,longitude,month,commodity,unit,retail_price_npr,price_anomaly_pct,lagged_precipitation_month,lagged_power_prectotcorr_mm_day,lagged_precipitation_z,lagged_power_t2m_c,lagged_temperature_z,price_spike_screen,dry_price_spike_screen,non_dry_price_spike_screen,wet_price_spike_screen,hot_price_spike_screen,weather_alignment_status
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-07,Rice (coarse),KG,50.0,2.0411,2022-06,8.31,0.409,23.73,-0.5987,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-08,Rice (coarse),KG,50.0,0.0,2022-07,8.45,-0.8993,23.15,-0.3252,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-09,Rice (coarse),KG,50.0,0.0,2022-08,6.95,-0.6296,22.77,-0.0063,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-10,Rice (coarse),KG,48.0,-19.8957,2022-09,5.65,-0.2916,21.7,-0.7071,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-11,Rice (coarse),KG,50.0,-9.531,2022-10,2.91,0.3868,18.88,-0.6871,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-12,Rice (coarse),KG,50.0,0.0,2022-11,0.0,-0.5256,15.43,-0.9247,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-01,Rice (coarse),KG,50.0,0.0,2022-12,0.0,-0.6859,12.6,0.5173,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-02,Rice (coarse),KG,59.0,0.0,2023-01,0.0,-0.5783,12.1,0.949,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-03,Rice (coarse),KG,63.0,4.879,2023-02,0.11,-0.66,14.39,0.8424,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-04,Rice (coarse),KG,60.0,0.0,2023-03,1.4,-0.1552,17.44,-0.5307,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-05,Rice (coarse),KG,58.0,14.842,2023-04,1.21,-0.6013,21.61,-0.295,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-06,Rice (coarse),KG,58.0,14.842,2023-05,2.5,-0.7851,22.76,-0.5171,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-07,Rice (coarse),KG,63.0,25.1523,2023-06,4.27,-0.9766,25.9,1.2026,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-08,Rice (coarse),KG,64.0,24.686,2023-07,11.28,0.1363,23.42,0.3502,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-09,Rice (coarse),KG,68.0,30.7485,2023-08,11.61,1.2864,22.86,0.444,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-10,Rice (coarse),KG,70.0,17.8337,2023-09,5.22,-0.4599,22.34,1.229,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-11,Rice (coarse),KG,70.0,24.1162,2023-10,1.63,-0.2179,19.14,-0.3316,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2023-12,Rice (coarse),KG,,,2023-11,0.0,-0.5256,16.36,1.3996,False,False,False,False,False,missing_price
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-01,Rice (coarse),KG,70.0,33.6472,2023-12,0.11,-0.3631,13.2,1.3504,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-02,Rice (coarse),KG,70.0,17.0958,2024-01,0.0,-0.5783,10.47,-0.6944,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-03,Rice (coarse),KG,75.0,22.3144,2024-02,0.09,-0.6894,12.88,-0.3368,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-04,Rice (coarse),KG,70.0,15.4151,2024-03,1.37,-0.1678,17.31,-0.667,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-05,Rice (coarse),KG,75.0,40.5465,2024-04,0.2,-1.8534,23.47,1.4824,True,True,False,False,True,dry_lag_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-06,Rice (coarse),KG,75.0,40.5465,2024-05,2.92,-0.4993,24.19,1.0234,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-07,Rice (coarse),KG,,,2024-06,12.95,2.0004,25.66,1.0034,False,False,False,False,False,missing_price
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-08,Rice (coarse),KG,80.0,47.0004,2024-07,12.87,0.7182,23.58,0.7504,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-09,Rice (coarse),KG,80.0,47.0004,2024-08,9.33,0.349,22.88,0.544,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-10,Rice (coarse),KG,80.0,31.1869,2024-09,11.51,2.0021,22.52,1.7735,True,False,True,True,True,wet_lag_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-11,Rice (coarse),KG,80.0,37.4693,2024-10,0.78,-0.6194,20.03,0.8853,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2024-12,Rice (coarse),KG,,,2024-11,0.02,-0.4619,15.99,0.4749,False,False,False,False,False,missing_price
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-01,Rice (coarse),KG,75.0,40.5465,2024-12,0.0,-0.6859,12.38,0.2118,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-02,Rice (coarse),KG,75.0,23.9951,2025-01,0.05,-0.4188,12.29,1.1406,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-03,Rice (coarse),KG,65.0,8.0043,2025-02,0.04,-0.763,14.1,0.6159,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-04,Rice (coarse),KG,65.0,8.0043,2025-03,7.93,2.5928,17.56,-0.4049,False,False,False,False,False,not_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-05,Rice (coarse),KG,72.0,36.4643,2025-04,1.97,0.3409,21.14,-0.7442,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-06,Rice (coarse),KG,75.0,40.5465,2025-05,3.3,-0.2407,22.83,-0.4417,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-07,Rice (coarse),KG,75.0,42.5876,2025-06,7.18,0.0214,23.92,-0.441,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-08,Rice (coarse),KG,75.0,40.5465,2025-07,6.61,-1.5726,23.43,0.3752,True,True,False,False,False,dry_lag_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-09,Rice (coarse),KG,75.0,40.5465,2025-08,8.38,-0.0416,22.48,-1.457,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-10,Rice (coarse),KG,75.0,24.733,2025-09,5.46,-0.366,21.97,0.1097,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-11,Rice (coarse),KG,75.0,31.0155,2025-10,6.54,2.1015,19.51,0.1743,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2025-12,Rice (coarse),KG,73.0,37.8436,2025-11,0.32,0.4937,15.51,-0.7248,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-01,Rice (coarse),KG,,,2018-12,0.04,-0.6042,10.92,-0.9274,False,False,False,False,False,missing_price
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-02,Rice (coarse),KG,,,2019-01,1.25,0.4352,10.08,-0.5454,False,False,False,False,False,missing_price
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-03,Rice (coarse),KG,,,2019-02,4.58,0.99,11.66,-0.7348,False,False,False,False,False,missing_price
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-04,Rice (coarse),KG,43.0,-11.0001,2019-03,0.58,-0.5153,15.83,-1.2314,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-05,Rice (coarse),KG,44.0,-8.7011,2019-04,1.4,-0.2859,22.37,-0.0956,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-06,Rice (coarse),KG,45.0,-10.5361,2019-05,0.62,-1.1,26.41,1.2255,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-07,Rice (coarse),KG,45.0,-3.2269,2019-06,4.33,-0.2985,27.94,0.858,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-08,Rice (coarse),KG,45.0,-4.3485,2019-07,9.84,0.1587,24.53,0.5782,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-09,Rice (coarse),KG,45.0,-8.5158,2019-08,5.09,-1.2736,23.82,1.2166,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-10,Rice (coarse),KG,45.0,-10.5361,2019-09,7.15,0.89,22.09,-1.4234,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-11,Rice (coarse),KG,44.0,-6.5958,2019-10,0.15,-0.622,18.84,-0.6868,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2019-12,Rice (coarse),KG,44.0,-7.6485,2019-11,0.53,2.3183,16.29,1.2286,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-01,Rice (coarse),KG,44.0,-6.3917,2019-12,2.01,2.3348,9.86,-1.9105,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-02,Rice (coarse),KG,44.0,-6.3917,2020-01,2.83,2.2565,8.84,-1.4195,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-03,Rice (coarse),KG,44.0,-6.3917,2020-02,7.59,2.1708,11.11,-1.0634,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-04,Rice (coarse),KG,48.0,0.0,2020-03,2.24,1.8445,15.14,-1.6757,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-05,Rice (coarse),KG,45.5,-5.3489,2020-04,7.47,2.4964,20.0,-1.8719,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-06,Rice (coarse),KG,50.0,0.0,2020-05,8.85,2.1536,22.41,-1.6204,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-07,Rice (coarse),KG,45.0,-3.2269,2020-06,8.27,1.1997,23.89,-1.5828,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-08,Rice (coarse),KG,47.0,0.0,2020-07,11.52,0.7433,23.4,-2.2321,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-09,Rice (coarse),KG,49.0,0.0,2020-08,5.04,-1.2932,23.28,-0.5471,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-10,Rice (coarse),KG,50.0,0.0,2020-09,1.73,-1.5775,22.83,0.8,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-11,Rice (coarse),KG,47.0,0.0,2020-10,0.01,-0.6708,20.45,1.1485,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-12,Rice (coarse),KG,47.0,-1.0527,2020-11,0.21,0.4752,15.66,0.1028,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-01,Rice (coarse),KG,42.0,-11.0437,2020-12,0.02,-0.6341,13.26,1.2428,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-02,Rice (coarse),KG,43.0,-8.6906,2021-01,0.48,-0.4525,12.62,1.245,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-03,Rice (coarse),KG,43.0,-8.6906,2021-02,0.07,-0.7792,14.65,1.0515,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-04,Rice (coarse),KG,43.0,-11.0001,2021-03,0.21,-1.0413,19.36,1.0414,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-05,Rice (coarse),KG,48.0,0.0,2021-04,1.18,-0.3867,22.72,0.1668,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-06,Rice (coarse),KG,46.0,-8.3382,2021-05,5.72,0.9162,23.17,-1.0797,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-07,Rice (coarse),KG,48.0,3.2269,2021-06,9.86,1.8042,24.28,-1.3477,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-08,Rice (coarse),KG,46.0,-2.1506,2021-07,7.9,-0.5162,24.15,-0.3668,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-09,Rice (coarse),KG,46.0,-6.3179,2021-08,9.26,0.3568,23.18,-0.8737,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-10,Rice (coarse),KG,42.0,-17.4353,2021-09,4.39,-0.3665,22.4,-0.492,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-11,Rice (coarse),KG,43.0,-8.8947,2021-10,5.13,1.1133,20.28,0.9547,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-12,Rice (coarse),KG,43.0,-9.9474,2021-11,0.0,-0.7344,14.97,-1.1303,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-01,Rice (coarse),KG,42.0,-11.0437,2021-12,1.03,0.8728,11.14,-0.7234,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-02,Rice (coarse),KG,43.0,-8.6906,2022-01,1.2,0.3775,9.44,-0.9965,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-03,Rice (coarse),KG,43.0,-8.6906,2022-02,2.42,0.1427,10.24,-1.5832,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-04,Rice (coarse),KG,44.0,-8.7011,2022-03,0.02,-1.3114,19.28,0.9899,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-05,Rice (coarse),KG,45.0,-6.4539,2022-04,0.53,-0.6847,24.5,1.5009,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-06,Rice (coarse),KG,45.0,-10.5361,2022-05,3.14,-0.1038,24.83,0.1014,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-07,Rice (coarse),KG,45.0,-3.2269,2022-06,2.42,-1.0247,27.27,0.4543,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-08,Rice (coarse),KG,45.0,-4.3485,2022-07,6.35,-1.0555,24.86,1.399,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-09,Rice (coarse),KG,45.0,-8.5158,2022-08,6.64,-0.6676,23.87,1.3799,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-10,Rice (coarse),KG,45.0,-10.5361,2022-09,7.9,1.2315,22.27,-0.8826,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-11,Rice (coarse),KG,45.0,-4.3485,2022-10,8.23,2.1935,18.69,-0.8578,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-12,Rice (coarse),KG,48.0,1.0527,2022-11,0.01,-0.6768,15.42,-0.3261,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-01,Rice (coarse),KG,50.0,6.3917,2022-12,0.12,-0.4849,12.73,0.7512,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-02,Rice (coarse),KG,50.0,6.3917,2023-01,0.91,0.0432,11.04,0.1313,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-03,Rice (coarse),KG,50.0,6.3917,2023-02,0.02,-0.7988,14.14,0.7468,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-04,Rice (coarse),KG,50.0,4.0822,2023-03,1.63,0.9773,17.09,-0.4201,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-05,Rice (coarse),KG,56.0,15.4151,2023-04,1.23,-0.3638,21.13,-1.0249,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-06,Rice (coarse),KG,56.0,11.3329,2023-05,1.56,-0.7284,23.63,-0.7524,False,False,False,False,False,not_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-07,Rice (coarse),KG,64.0,31.9951,2023-06,4.1,-0.3859,26.93,0.2494,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-08,Rice (coarse),KG,65.0,32.424,2023-07,7.87,-0.5267,24.12,-0.4415,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-09,Rice (coarse),KG,70.0,35.6675,2023-08,10.74,0.9354,23.45,0.0082,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-10,Rice (coarse),KG,70.0,33.6472,2023-09,4.02,-0.5349,22.99,1.2807,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-11,Rice (coarse),KG,68.0,36.936,2023-10,0.66,-0.4443,19.18,-0.2992,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2023-12,Rice (coarse),KG,68.0,35.8833,2023-11,0.04,-0.504,16.32,1.2822,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-01,Rice (coarse),KG,66.0,34.1548,2023-12,0.13,-0.47,12.58,0.6121,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-02,Rice (coarse),KG,65.0,32.6281,2024-01,0.04,-0.9597,10.26,-0.4185,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-03,Rice (coarse),KG,66.0,34.1548,2024-02,0.4,-0.6497,12.26,-0.3764,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-04,Rice (coarse),KG,65.0,30.3186,2024-03,1.25,0.4371,17.49,-0.1626,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-05,Rice (coarse),KG,66.0,31.8454,2024-04,0.03,-0.9139,23.9,1.0512,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-06,Rice (coarse),KG,66.0,27.7632,2024-05,1.24,-0.8549,26.48,1.2753,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-07,Rice (coarse),KG,,,2024-06,2.8,-0.8803,29.02,1.5089,False,False,False,False,False,missing_price
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-08,Rice (coarse),KG,68.0,36.936,2024-07,11.12,0.6041,24.44,0.3544,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-09,Rice (coarse),KG,68.0,32.7687,2024-08,7.05,-0.5073,23.63,0.5961,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-10,Rice (coarse),KG,68.0,30.7485,2024-09,7.99,1.2725,22.99,1.2807,True,False,True,True,True,wet_lag_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-11,Rice (coarse),KG,70.0,39.8348,2024-10,0.11,-0.6359,20.49,1.1941,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2024-12,Rice (coarse),KG,,,2024-11,0.0,-0.7344,16.05,0.7997,False,False,False,False,False,missing_price
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-01,Rice (coarse),KG,66.0,34.1548,2024-12,0.21,-0.3506,12.56,0.5936,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-02,Rice (coarse),KG,66.0,34.1548,2025-01,0.1,-0.8905,13.25,1.6891,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-03,Rice (coarse),KG,66.0,34.1548,2025-02,1.05,-0.3947,14.16,0.7587,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-04,Rice (coarse),KG,66.0,31.8454,2025-03,1.08,0.1955,18.23,0.3139,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-05,Rice (coarse),KG,68.0,34.8307,2025-04,1.71,-0.1438,22.57,0.0543,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-06,Rice (coarse),KG,70.0,33.6472,2025-05,3.08,-0.1275,24.91,0.1583,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-07,Rice (coarse),KG,66.0,35.0723,2025-06,6.57,0.5532,25.67,-0.51,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-08,Rice (coarse),KG,66.0,33.9507,2025-07,5.59,-1.32,24.48,0.4539,True,True,False,False,False,dry_lag_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-09,Rice (coarse),KG,68.0,32.7687,2025-08,11.47,1.2209,23.45,0.0082,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-10,Rice (coarse),KG,68.0,30.7485,2025-09,5.53,0.1525,22.69,0.3793,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-11,Rice (coarse),KG,68.0,36.936,2025-10,1.15,-0.2735,19.68,0.2707,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2025-12,Rice (coarse),KG,68.0,35.8833,2025-11,0.02,-0.6192,15.43,-0.3083,True,False,True,False,False,price_spike_not_dry_aligned
