country,iso3,market_id,market,admin1,admin2,latitude,longitude,month,commodity,unit,retail_price_npr,retail_price_npr_year_earlier,rice_yoy_log_change_pct,old_calendar_month_median_anomaly_pct,precipitation_z_lag_0,temperature_z_lag_0,precipitation_z_lag_1,temperature_z_lag_1,precipitation_z_lag_3,temperature_z_lag_3,precipitation_z_lag_6,temperature_z_lag_6,price_spike_yoy_20pct,dry_lag_1,dry_aligned_price_spike,alignment_class
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2020-12,Rice (coarse),KG,47.0,40.0,16.1268,-3.0938,-0.5777,-0.2655,-0.504,-0.0656,1.8691,-0.084,0.4398,-1.1349,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2020-12,Rice (coarse),KG,51.0,65.0,-24.2562,-24.2562,-0.6378,0.2724,0.5683,-1.2545,-1.4648,0.5738,1.7593,-1.8484,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2020-12,Rice (coarse),KG,43.0,40.0,7.2321,-9.8143,-0.7705,-0.4847,-0.5246,-0.6347,1.8993,-0.7925,1.3891,-1.1635,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2020-12,Rice (coarse),KG,50.0,47.0,6.1875,0.0,-0.3631,1.0311,-0.5256,0.7498,0.4678,-0.2836,0.6765,-1.2877,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-12,Rice (coarse),KG,47.0,44.0,6.5958,-1.0527,-0.6341,1.2428,0.4752,0.1028,-1.5775,0.8,1.1997,-1.5828,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2020-12,Rice (coarse),KG,46.0,45.0,2.1979,-4.1691,-0.621,0.401,0.1625,-1.2911,-1.5768,0.319,1.1223,-1.9181,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2020-12,Rice (coarse),KG,48.0,45.0,6.4539,-2.0411,-0.229,0.597,-0.4962,0.601,0.2363,-0.5894,1.2071,-1.2284,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2020-12,Rice (coarse),KG,44.0,45.0,-2.2473,-7.5153,-0.5777,-0.2655,-0.504,-0.0656,1.8691,-0.084,0.4398,-1.1349,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-01,Rice (coarse),KG,64.0,40.0,47.0004,15.5699,-0.6964,1.2883,-0.4718,0.7866,-1.0808,1.8937,0.8418,-2.0823,True,False,False,non_dry_price_spike
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-01,Rice (coarse),KG,40.0,40.0,0.0,-10.147,-0.5289,0.2665,-0.8014,-0.5106,-0.8385,2.1419,1.4313,-1.8406,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-01,Rice (coarse),KG,50.0,45.0,10.5361,-4.7655,-0.6226,0.8774,-0.0423,0.1506,-0.7239,1.3274,1.7827,-1.6842,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-01,Rice (coarse),KG,42.0,40.0,4.879,0.0,-0.5639,0.4929,-0.5777,-0.2655,-0.9172,1.9145,1.6584,-2.0848,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-01,Rice (coarse),KG,55.0,65.0,-16.7054,-16.7054,-0.2216,0.9071,-0.6378,0.2724,-0.7894,0.4702,1.126,-1.9281,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-01,Rice (coarse),KG,45.0,40.0,11.7783,-10.0335,-0.6264,0.2724,-0.7705,-0.4847,-0.7839,1.5123,1.8119,-1.6034,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-01,Rice (coarse),KG,48.0,47.0,2.1053,-4.0822,-0.5783,1.3523,-0.3631,1.0311,-0.8225,1.5006,1.4756,-2.051,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-01,Rice (coarse),KG,42.0,44.0,-4.652,-11.0437,-0.4525,1.245,-0.6341,1.2428,-0.6708,1.1485,0.7433,-2.2321,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-01,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-0.383,0.9048,-0.621,0.401,-0.6944,0.5983,0.9115,-2.0722,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-01,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-0.6443,1.1959,-0.229,0.597,-1.1059,1.6747,1.0618,-2.1107,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-01,Rice (coarse),KG,80.0,45.0,57.5364,33.8821,-0.5639,0.4929,-0.5777,-0.2655,-0.9172,1.9145,1.6584,-2.0848,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-02,Rice (coarse),KG,42.0,42.0,0.0,-8.7177,-0.7519,0.9817,-0.6964,1.2883,0.4191,0.7096,-1.4233,-0.5354,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-02,Rice (coarse),KG,42.0,40.0,4.879,-6.6766,-0.7391,0.2828,-0.5289,0.2665,-0.5767,-0.2681,-0.3612,-0.1813,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-02,Rice (coarse),KG,70.0,45.0,44.1833,19.7656,-0.7315,0.5559,-0.6226,0.8774,-0.5562,-0.1171,-1.2472,-0.9869,True,False,False,non_dry_price_spike
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-02,Rice (coarse),KG,44.0,40.0,9.531,0.0,-0.5786,0.5438,-0.5639,0.4929,-0.504,-0.0656,-0.3906,-0.0368,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-02,Rice (coarse),KG,55.0,60.0,-8.7011,-16.4087,-0.925,1.0032,-0.2216,0.9071,0.5683,-1.2545,-1.4676,-0.4749,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-02,Rice (coarse),KG,45.0,42.0,6.8993,-13.4495,-0.7543,0.1607,-0.6264,0.2724,-0.5246,-0.6347,-0.6391,-1.2062,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-02,Rice (coarse),KG,60.0,47.0,24.4197,1.6807,-0.6747,0.7096,-0.5783,1.3523,-0.5256,0.7498,-1.5958,0.0438,True,False,False,non_dry_price_spike
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-02,Rice (coarse),KG,43.0,44.0,-2.299,-8.6906,-0.7792,1.0515,-0.4525,1.245,0.4752,0.1028,-1.2932,-0.5471,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-02,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-0.7173,1.0191,-0.383,0.9048,0.1625,-1.2911,-1.1964,-0.5974,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-02,Rice (coarse),KG,45.0,45.0,0.0,-11.2903,-0.6916,0.9074,-0.6443,1.1959,-0.4962,0.601,-1.4266,-0.3825,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-02,Rice (coarse),KG,42.0,45.0,-6.8993,-14.1283,-0.5786,0.5438,-0.5639,0.4929,-0.504,-0.0656,-0.3906,-0.0368,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-03,Rice (coarse),KG,42.0,43.0,-2.353,-7.8531,-0.5124,1.1723,-0.7519,0.9817,-0.4718,0.7866,-0.2303,-0.1904,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-03,Rice (coarse),KG,42.0,40.0,4.879,-6.8746,-0.9456,1.126,-0.7391,0.2828,-0.8014,-0.5106,2.1934,-0.2024,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-03,Rice (coarse),KG,40.0,48.0,-18.2322,-22.3144,-1.0848,1.1327,-0.7315,0.5559,-0.0423,0.1506,1.579,-0.4563,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-03,Rice (coarse),KG,44.0,42.0,4.652,-2.2473,-0.7863,1.0901,-0.5786,0.5438,-0.5777,-0.2655,1.8691,-0.084,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-03,Rice (coarse),KG,55.0,65.0,-16.7054,-18.9614,-0.9033,0.6703,-0.925,1.0032,-0.6378,0.2724,-1.4648,0.5738,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-03,Rice (coarse),KG,40.0,40.0,0.0,-24.2754,-0.8362,0.9575,-0.7543,0.1607,-0.7705,-0.4847,1.8993,-0.7925,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-03,Rice (coarse),KG,60.0,50.0,18.2322,0.0,-0.5886,1.1257,-0.6747,0.7096,-0.3631,1.0311,0.4678,-0.2836,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-03,Rice (coarse),KG,43.0,44.0,-2.299,-8.6906,-1.0413,1.0414,-0.7792,1.0515,-0.6341,1.2428,-1.5775,0.8,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-03,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-1.0281,0.854,-0.7173,1.0191,-0.621,0.401,-1.5768,0.319,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-03,Rice (coarse),KG,44.0,46.0,-4.4452,-10.5753,-0.7443,1.0925,-0.6916,0.9074,-0.229,0.597,0.2363,-0.5894,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-03,Rice (coarse),KG,42.0,45.0,-6.8993,-17.4353,-0.7863,1.0901,-0.5786,0.5438,-0.5777,-0.2655,1.8691,-0.084,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-04,Rice (coarse),KG,42.0,41.0,2.4098,0.0,-0.8619,0.6983,-0.5124,1.1723,-0.6964,1.2883,-1.0808,1.8937,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-04,Rice (coarse),KG,48.0,40.0,18.2322,0.0,-0.9203,1.0156,-0.7863,1.0901,-0.5639,0.4929,-0.9172,1.9145,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-04,Rice (coarse),KG,55.0,55.0,0.0,-16.7054,-0.2371,-0.7494,-0.9033,0.6703,-0.2216,0.9071,-0.7894,0.4702,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-04,Rice (coarse),KG,60.0,55.0,8.7011,0.0,-0.6756,0.5841,-0.5886,1.1257,-0.5783,1.3523,-0.8225,1.5006,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-04,Rice (coarse),KG,43.0,48.0,-11.0001,-11.0001,-0.3867,0.1668,-1.0413,1.0414,-0.4525,1.245,-0.6708,1.1485,False,True,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-04,Rice (coarse),KG,45.0,49.0,-8.5158,-8.5158,-0.3194,-0.323,-1.0281,0.854,-0.383,0.9048,-0.6944,0.5983,False,True,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-04,Rice (coarse),KG,45.0,62.5,-32.8504,-14.4581,-0.7244,0.6058,-0.7443,1.0925,-0.6443,1.1959,-1.1059,1.6747,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-04,Rice (coarse),KG,44.0,42.0,4.652,-12.7833,-0.9203,1.0156,-0.7863,1.0901,-0.5639,0.4929,-0.9172,1.9145,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-05,Rice (coarse),KG,50.0,38.5,26.1365,-9.531,0.8226,-0.4174,-0.9618,-0.5487,-0.6828,0.7826,0.0987,-1.7198,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-05,Rice (coarse),KG,44.0,41.0,7.0618,0.0,2.4787,-1.5907,-0.8619,0.6983,-0.7519,0.9817,0.4191,0.7096,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-05,Rice (coarse),KG,48.0,42.0,13.3531,4.256,2.3487,-1.2756,-0.8223,0.9581,-0.7391,0.2828,-0.5767,-0.2681,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-05,Rice (coarse),KG,50.0,42.5,16.2519,-9.531,2.406,-1.624,-0.2787,0.4096,-0.7315,0.5559,-0.5562,-0.1171,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-05,Rice (coarse),KG,46.0,45.0,2.1979,0.0,2.2369,-0.8926,-0.9203,1.0156,-0.5786,0.5438,-0.504,-0.0656,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-05,Rice (coarse),KG,55.0,60.0,-8.7011,-16.7054,1.0285,-0.7905,-0.2371,-0.7494,-0.925,1.0032,0.5683,-1.2545,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-05,Rice (coarse),KG,50.0,42.0,17.4353,-5.8269,2.3903,-1.5373,-0.7711,0.5835,-0.7543,0.1607,-0.5246,-0.6347,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-05,Rice (coarse),KG,44.0,39.33,11.2202,-12.7833,2.1001,-0.8295,-0.6756,0.5841,-0.6747,0.7096,-0.5256,0.7498,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-05,Rice (coarse),KG,48.0,45.5,5.3489,0.0,0.9162,-1.0797,-0.3867,0.1668,-0.7792,1.0515,0.4752,0.1028,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-05,Rice (coarse),KG,50.0,44.5,11.6534,0.0,0.2131,-0.882,-0.3194,-0.323,-0.7173,1.0191,0.1625,-1.2911,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-05,Rice (coarse),KG,45.0,55.0,-20.0671,-20.0671,2.1969,-1.3197,-0.7244,0.6058,-0.6916,0.9074,-0.4962,0.601,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-05,Rice (coarse),KG,48.0,50.0,-4.0822,-4.0822,2.2369,-0.8926,-0.9203,1.0156,-0.5786,0.5438,-0.504,-0.0656,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-06,Rice (coarse),KG,53.0,45.0,16.3629,-3.7041,1.9407,-0.5509,0.8226,-0.4174,-0.0732,0.5069,-0.5629,0.5107,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-06,Rice (coarse),KG,42.0,42.0,0.0,-6.8993,1.8004,-1.752,2.4787,-1.5907,-0.5124,1.1723,-0.4718,0.7866,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-06,Rice (coarse),KG,48.0,45.0,6.4539,4.256,-0.1351,-1.2737,2.3487,-1.2756,-0.9456,1.126,-0.8014,-0.5106,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-06,Rice (coarse),KG,50.0,45.0,10.5361,0.0,1.1714,-1.6335,2.406,-1.624,-1.0848,1.1327,-0.0423,0.1506,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-06,Rice (coarse),KG,48.0,48.0,0.0,-4.0822,-0.4673,-0.9315,2.2369,-0.8926,-0.7863,1.0901,-0.5777,-0.2655,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-06,Rice (coarse),KG,55.0,57.5,-4.4452,-16.7054,1.3004,-0.9122,1.0285,-0.7905,-0.9033,0.6703,-0.6378,0.2724,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-06,Rice (coarse),KG,46.0,50.0,-8.3382,-8.3382,0.5436,-1.5049,2.3903,-1.5373,-0.8362,0.9575,-0.7705,-0.4847,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-06,Rice (coarse),KG,48.0,45.0,6.4539,-4.0822,-0.0197,-1.1881,2.1001,-0.8295,-0.5886,1.1257,-0.3631,1.0311,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-06,Rice (coarse),KG,46.0,50.0,-8.3382,-8.3382,1.8042,-1.3477,0.9162,-1.0797,-1.0413,1.0414,-0.6341,1.2428,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-06,Rice (coarse),KG,55.0,50.0,9.531,0.0,1.9073,-0.9694,0.2131,-0.882,-1.0281,0.854,-0.621,0.401,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-06,Rice (coarse),KG,46.0,50.0,-8.3382,-8.3382,1.7003,-1.5709,2.1969,-1.3197,-0.7443,1.0925,-0.229,0.597,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-06,Rice (coarse),KG,48.0,50.0,-4.0822,-13.6132,-0.4673,-0.9315,2.2369,-0.8926,-0.7863,1.0901,-0.5777,-0.2655,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-07,Rice (coarse),KG,55.0,45.0,20.0671,4.7655,0.4421,-0.0687,1.9407,-0.5509,-0.9618,-0.5487,-0.5391,1.0814,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-07,Rice (coarse),KG,44.0,44.0,0.0,-1.1236,0.4362,-1.1034,1.8004,-1.752,-0.8619,0.6983,-0.6964,1.2883,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-07,Rice (coarse),KG,48.0,40.0,18.2322,6.4539,0.8903,-0.7405,-0.1351,-1.2737,-0.8223,0.9581,-0.5289,0.2665,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-07,Rice (coarse),KG,45.0,50.0,-10.5361,-6.367,0.3492,-1.1496,1.1714,-1.6335,-0.2787,0.4096,-0.6226,0.8774,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-07,Rice (coarse),KG,46.0,45.0,2.1979,-4.1691,0.6256,-0.7773,-0.4673,-0.9315,-0.9203,1.0156,-0.5639,0.4929,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-07,Rice (coarse),KG,55.0,65.0,-16.7054,-16.7054,-0.5401,-0.23,1.3004,-0.9122,-0.2371,-0.7494,-0.2216,0.9071,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-07,Rice (coarse),KG,45.0,56.0,-21.8689,-16.3451,0.7079,-1.0782,0.5436,-1.5049,-0.7711,0.5835,-0.6264,0.2724,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-07,Rice (coarse),KG,45.0,45.0,0.0,-8.495,0.6962,-0.9504,-0.0197,-1.1881,-0.6756,0.5841,-0.5783,1.3523,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-07,Rice (coarse),KG,48.0,45.0,6.4539,3.2269,-0.5162,-0.3668,1.8042,-1.3477,-0.3867,0.1668,-0.4525,1.245,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-07,Rice (coarse),KG,50.0,60.0,-18.2322,-12.0295,-0.5456,-0.4,1.9073,-0.9694,-0.3194,-0.323,-0.383,0.9048,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-07,Rice (coarse),KG,48.0,50.0,-4.0822,-2.0411,0.5644,-1.1805,1.7003,-1.5709,-0.7244,0.6058,-0.6443,1.1959,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-07,Rice (coarse),KG,50.0,50.0,0.0,0.0,0.6256,-0.7773,-0.4673,-0.9315,-0.9203,1.0156,-0.5639,0.4929,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-08,Rice (coarse),KG,55.0,43.0,24.6133,0.0,1.78,-0.9889,0.4421,-0.0687,0.8226,-0.4174,-0.6828,0.7826,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-08,Rice (coarse),KG,44.0,42.0,4.652,-4.4452,2.03,-1.2878,0.4362,-1.1034,2.4787,-1.5907,-0.7519,0.9817,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-08,Rice (coarse),KG,50.0,40.0,22.3144,0.0,1.3187,-1.5172,0.8903,-0.7405,2.3487,-1.2756,-0.7391,0.2828,True,False,False,non_dry_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-08,Rice (coarse),KG,50.0,59.0,-16.5514,-16.5514,1.875,-1.2042,0.3492,-1.1496,2.406,-1.624,-0.7315,0.5559,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-08,Rice (coarse),KG,54.0,40.0,30.0105,0.0,1.3562,-1.594,0.6256,-0.7773,2.2369,-0.8926,-0.5786,0.5438,True,False,False,non_dry_price_spike
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-08,Rice (coarse),KG,55.0,65.0,-16.7054,-16.7054,0.0356,-0.0707,-0.5401,-0.23,1.0285,-0.7905,-0.925,1.0032,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-08,Rice (coarse),KG,50.0,39.0,24.8461,-7.6961,1.3602,-1.3477,0.7079,-1.0782,2.3903,-1.5373,-0.7543,0.1607,True,False,False,non_dry_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-08,Rice (coarse),KG,44.0,40.0,9.531,-12.7833,1.5701,-1.4069,0.6962,-0.9504,2.1001,-0.8295,-0.6747,0.7096,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-08,Rice (coarse),KG,46.0,47.0,-2.1506,-2.1506,0.3568,-0.8737,-0.5162,-0.3668,0.9162,-1.0797,-0.7792,1.0515,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-08,Rice (coarse),KG,50.0,52.0,-3.9221,-9.531,0.0535,-0.3126,-0.5456,-0.4,0.2131,-0.882,-0.7173,1.0191,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-08,Rice (coarse),KG,44.0,40.0,9.531,-12.7833,1.9342,-1.1965,0.5644,-1.1805,2.1969,-1.3197,-0.6916,0.9074,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-08,Rice (coarse),KG,50.0,35.0,35.6675,0.0,1.3562,-1.594,0.6256,-0.7773,2.2369,-0.8926,-0.5786,0.5438,True,False,False,non_dry_price_spike
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-09,Rice (coarse),KG,58.0,50.0,14.842,0.0,0.5857,-0.5411,1.78,-0.9889,1.9407,-0.5509,-0.0732,0.5069,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-09,Rice (coarse),KG,44.0,48.0,-8.7011,-8.7011,-0.1736,-0.1904,2.03,-1.2878,1.8004,-1.752,-0.5124,1.1723,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-09,Rice (coarse),KG,54.0,41.0,27.5412,0.0,-1.1797,-0.5159,1.3187,-1.5172,-0.1351,-1.2737,-0.9456,1.126,True,False,False,non_dry_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-09,Rice (coarse),KG,50.0,49.0,2.0203,0.0,-0.6678,-0.4563,1.875,-1.2042,1.1714,-1.6335,-1.0848,1.1327,False,False,False,below_price_spike_threshold
