id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance
5240,10005306,"Paikpara Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.13845,90.24759,1,1,0,1,0,0,0,0,0,0,0
5241,10005307,"Rashidpur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.12685,90.22643,1,1,0,1,0,0,0,0,0,0,0
5242,10005308,"Dhaljora Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.05371,90.16079,1,1,0,1,0,1,1,1,0,1,0
5243,10005309,"Sadollahpur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Secondary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.04687,90.19148,1,1,0,1,0,0,0,0,0,0,0
5244,10005310,"Bagchala Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.226198,90.309731,1,1,0,1,0,0,0,0,0,0,0
5245,10005311,"Jathaliya Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.18262,90.2522,1,1,0,1,0,0,0,0,0,0,0
5246,10005312,"Nabirboho Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.17167,90.30025,1,1,0,1,0,0,0,0,0,0,0
5247,10005313,"Ramchandrapur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.15891,90.33959,1,1,0,1,0,0,0,0,0,0,0
5248,10005314,"Montola Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.20899,90.27272,1,1,0,1,0,1,1,0,1,0,0
5249,10005315,"Laskarchala Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.07185,90.30318,1,1,0,1,0,0,0,0,0,0,0
5250,10005316,"Sholahati Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.08716,90.28921,1,1,0,1,0,0,0,0,0,0,0
5251,10005317,"Banshtoli Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.08506,90.25634,1,1,0,1,0,0,0,0,0,0,0
5252,10005318,"Borab Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.0424,90.32066,1,1,0,1,0,0,0,0,0,0,0
5253,10005319,"Habibpur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.0219,90.25333,1,1,0,1,0,0,0,0,0,0,0
5254,10005320,"Majhukhan Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.05948,90.29042,1,1,0,1,0,0,0,0,0,0,0
5255,10005321,"Sahebabad Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.07653,90.243228,1,1,0,1,0,1,1,0,1,0,0
5256,10005322,"Sinaboho Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.06956,90.26501,1,1,0,1,0,0,0,0,0,0,0
5257,10005323,"Gabtoli Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.09603,90.23129,1,1,0,1,0,0,0,0,0,0,0
5258,10005324,"Goalbathan Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.05582,90.22005,1,1,0,1,0,0,0,0,0,0,0
5259,10005325,"Horinhati Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.05044,90.20872,1,1,0,1,0,0,0,0,0,0,0
5260,10005326,"Saidpur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.08802,90.22079,1,1,0,1,0,0,0,0,0,0,0
5261,10005327,"Uttar Doriapur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.1013,90.17911,1,1,0,1,0,1,1,0,1,0,0
5262,10005328,"Uttar Gojariya Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.08269,90.19032,1,1,0,1,0,0,0,0,0,0,0
5263,10005329,"Tekibarichanpur Community Clinic , Kaliakair",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.05913,90.16193,1,1,0,1,0,0,0,0,0,0,0
5264,10005330,"Dholashadhukhan Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.948069,90.591212,1,1,0,1,0,0,0,0,0,0,0
5265,10005331,"Kholapara Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.95409,90.60113,1,1,0,1,0,0,0,0,0,0,0
5266,10005332,"Berua Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.97639,90.54561,1,1,0,1,0,0,0,0,0,0,0
5267,10005333,"Brammangaon Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.981792,90.530282,1,1,0,1,0,0,0,0,0,0,0
5268,10005334,"Fuldi Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.97214,90.5499,1,1,0,1,0,0,0,0,0,0,0
5269,10005335,"Majhukhan Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.98658,90.56374,1,1,0,1,0,0,0,0,0,0,0
5270,10005336,"Mohani Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.952209,90.559571,1,1,0,1,0,0,0,0,0,0,0
5271,10005337,"Vatira Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.97707,90.56811,1,1,0,1,0,0,0,0,0,0,0
5272,10005338,"Chhailadi Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.98264,90.59134,1,1,0,1,0,0,0,0,0,0,0
5273,10005339,"Jamalpur Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.9875,90.60928,1,1,0,1,0,0,0,0,0,0,0
5274,10005340,"Kapais Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.99748,90.58472,1,1,0,1,0,0,0,0,0,0,0
5275,10005341,"Chhatiyani Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.00389,90.52605,1,1,0,1,0,0,0,0,0,0,0
5276,10005342,"Dubriya Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.03456,90.54795,1,1,0,1,0,0,0,0,0,0,0
5277,10005343,"Jangaliya Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.01276,90.54283,1,1,0,1,0,0,0,0,0,0,0
5278,10005344,"Chaiterpara Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.94569,90.60358,1,1,0,1,0,0,0,0,0,0,0
5279,10005345,"Chandaiya Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.94168,90.57078,1,1,0,1,0,0,0,0,0,0,0
5280,10005346,"Deopara Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.94387,90.60696,1,1,0,1,0,0,0,0,0,0,0
5281,10005347,"Dubbati Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.93654,90.5463,1,1,0,1,0,1,1,0,1,1,0
5282,10005348,"Kumartek Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.93749,90.58458,1,1,0,1,0,0,0,0,0,0,0
5283,10005349,"Uttargaon Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.93718,90.59435,1,1,0,1,0,0,0,0,0,0,0
5284,10005350,"Baghun Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.02497,90.59586,1,1,0,1,0,0,0,0,0,0,0
5285,10005351,"Baragaon Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.00481,90.60958,1,1,0,1,0,0,0,0,0,0,0
5286,10005352,"Dhanpur Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.01933,90.62663,1,1,0,1,0,0,0,0,0,0,0
5287,10005353,"Rathura Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.02917,90.61507,1,1,0,1,0,0,0,0,0,0,0
5288,10005354,"Shinglab Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,24.00215,90.59013,1,1,0,1,0,0,0,0,0,0,0
5289,10005355,"Boali Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.92309,90.54707,1,1,0,1,0,0,0,0,0,0,0
5290,10005356,"Dakshin ,Som Community Clinic , Kaliganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.90429,90.55698,1,1,0,1,0,0,0,0,0,0,0
5291,10005357,"Chardurlokha Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.18576,90.68292,1,1,0,1,0,0,0,0,0,0,0
5292,10005358,"Daora Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.19242,90.62371,1,1,0,1,0,0,0,0,0,0,0
5293,10005359,"Lohadi Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.21124,90.62086,1,1,0,1,0,0,0,0,0,0,0
5294,10005360,"Norottampur Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.17432,90.65712,1,1,0,1,0,0,0,0,0,0,0
5295,10005361,"Vikartek Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.19939,90.66923,1,1,0,1,0,0,0,0,0,0,0
5296,10005362,"Defuliya Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.05417,90.53091,1,1,0,1,0,0,0,0,0,0,0
5297,10005363,"Maishadamna Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.04698,90.50763,1,1,0,1,0,0,0,0,0,0,0
5298,10005364,"Nalgaon Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.06915,90.51479,1,1,0,1,0,0,0,0,0,0,0
5299,10005365,"Barachala Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.08719,90.61903,1,1,0,1,0,0,0,0,0,0,0
5300,10005366,"Ghigat Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.05213,90.63529,1,1,0,1,0,0,0,0,0,0,0
5301,10005367,"Masok Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.05217,90.59747,1,1,0,1,0,0,0,0,0,0,0
5302,10005368,"Raonat Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.09049,90.59853,1,1,0,1,0,0,0,0,0,0,0
5303,10005369,"Khirati Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.13995,90.68851,1,1,0,1,0,0,0,0,0,0,0
5304,10005370,"Saldai Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.14654,90.64223,1,1,0,1,0,0,0,0,0,0,0
5305,10005371,"Borun Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.08082,90.56791,1,1,0,1,0,0,0,0,0,0,0
5306,10005372,"Kandaniya Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.09576,90.55871,1,1,0,1,0,0,0,0,0,0,0
5307,10005373,"Kapashia Mollabari Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.12071,90.55341,1,1,0,1,0,0,0,0,0,0,0
5308,10005374,"Rautkona Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.10438,90.55001,1,1,0,1,0,0,0,0,0,0,0
5309,10005375,"Raynanda Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.10731,90.57721,1,1,0,1,0,0,0,0,0,0,0
5310,10005376,"Surjanaraynpur Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.11325,90.52608,1,1,0,1,0,0,0,0,0,0,0
5311,10005377,"Ikuria Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.10307,90.61146,1,1,0,1,0,0,0,0,0,0,0
5312,10005378,"Rampur Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.13157,90.62309,1,1,0,1,0,0,0,0,0,0,0
5313,10005379,"Torun Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.15998,90.61177,1,1,0,1,0,0,0,0,0,0,0
5314,10005380,"Barahar Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.18184,90.60128,1,1,0,1,0,0,0,0,0,0,0
5315,10005381,"Belashi Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.20956,90.59367,1,1,0,1,0,0,0,0,0,0,0
5316,10005382,"Bhuleshar Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.18789,90.56551,1,1,0,1,0,0,0,0,1,0,0
5317,10005383,"Aral Miabari Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.11739,90.64959,1,1,0,1,0,0,1,0,1,0,0
5318,10005384,"Char Alinagar Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.10653,90.69438,1,1,0,1,0,0,0,0,0,0,0
5319,10005385,"Sonmania Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.11663,90.67204,1,1,0,1,0,0,0,0,0,0,0
5320,10005386,"Barabher Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.25703,90.5512,1,1,0,1,0,0,0,0,0,0,0
5321,10005387,"Kopaleshbar Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.23077,90.59986,1,1,0,1,0,0,0,0,0,0,0
5322,10005388,"Sohagpur Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.24547,90.58794,1,1,0,1,0,0,0,0,0,0,0
5323,10005389,"Deona Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.17022,90.57581,1,1,0,1,0,0,0,0,0,0,0
5324,10005390,"Lahuri Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.13984,90.57543,1,1,0,1,0,0,0,0,0,0,0
5325,10005391,"Soroshpur Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.15626,90.5955,1,1,0,1,0,0,0,0,0,0,0
5326,10005392,"Araliya Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.24335,90.67916,1,1,0,1,0,0,0,0,0,0,0
5327,10005393,"Birujli Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.112673,90.566714,1,1,0,1,0,0,0,0,0,0,0
5328,10005394,"Dighirpar Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.23791,90.62832,1,1,0,1,0,0,0,0,0,0,0
5329,10005395,"Dumdiya Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.22571,90.6435,1,1,0,1,0,0,0,0,0,0,0
5330,10005396,"Pachua Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.22543,90.65965,1,1,0,1,0,0,0,0,0,0,0
5331,10005397,"Vengurdi Community Clinic , Kapasia",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.25576,90.62061,1,1,0,1,0,0,0,0,0,0,0
5332,10005398,"Barmi Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Not Applicable,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.2353,90.51357,1,1,0,1,0,0,0,0,1,0,0
5333,10005399,"Char Bahar Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22831,90.49647,1,1,0,1,0,0,0,0,0,0,0
5334,10005400,"Gararon Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.16666,90.50175,1,1,0,1,0,0,1,0,0,0,0
5335,10005401,"Kashijuli Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.28891,90.49409,1,1,0,1,0,0,0,0,0,0,0
5336,10005402,"Daleshar Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Not Applicable,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.24918,90.48866,1,1,0,1,0,0,0,0,0,0,0
5337,10005403,"Vitipara Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.26671,90.48263,1,1,0,1,0,0,0,0,0,0,0
5338,10005404,"Nayapara Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.29054,90.3545,1,1,0,1,0,0,0,0,0,0,0
5339,10005405,"Niz Mawna Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.26235,90.31878,1,1,0,1,0,0,0,0,0,0,0
5340,10005406,"Shailat Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.28628,90.32136,1,1,0,1,0,0,0,0,0,0,0
5341,10005407,"Dakshin ,Dhanua Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.13998,90.46655,1,1,0,1,0,0,0,0,0,0,0
5342,10005408,"Uttar Dhanua Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.27662,90.36729,1,1,0,1,0,0,0,0,0,0,0
5343,10005409,"Bauni Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Not Applicable,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.16663,90.50173,1,1,0,1,0,0,1,0,0,0,0
5344,10005410,"Lotifpur Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.15767,90.54066,1,1,0,1,0,0,0,0,0,0,0
5345,10005411,"Pelaid Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.1677,90.51185,1,1,0,1,0,0,0,0,0,0,0
5346,10005412,"Verabari Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.14138,90.51122,1,1,0,1,0,0,0,0,0,0,0
5347,10005413,"Bapta Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.2821,90.51824,1,1,0,1,0,0,0,0,0,0,0
5348,10005414,"Bartopa Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.20883,90.37971,1,1,0,1,0,0,0,0,0,0,0
5349,10005415,"Maona Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22772,90.38679,1,1,0,1,0,0,0,0,0,0,0
