iso3,gdis_id,disasterno,year,disastertype,adm1,adm2,latitude,longitude,distance_to_country_polygon_km,gross_mismatch
IND,02-297,2018-0345,2018,flood,Assam,Golaghat,26.47876346,93.83687006,0.0,False
IND,02-297,2018-0345,2018,flood,Assam,Sivasagar,27.01228832,94.81926657,0.0,False
IND,02-297,2018-0345,2018,flood,Assam,Dhemaji,27.5903576,94.78022274,0.0,False
IND,02-297,2018-0345,2018,flood,Assam,Darrang,26.44938205,92.0344264,0.0,False
IND,02-297,2018-0345,2018,flood,Assam,Barpeta,26.33773804,91.00368935,0.0,False
IND,02-298,2018-0295,2018,flood,Kerala,Thrissur,10.46560913,76.31187393,0.0,False
IND,02-298,2018-0295,2018,flood,Kerala,Alappuzha,9.285333948,76.58552026,0.0,False
AFG,3-Feb,2016-0191,2016,flood,Badakhshan,Baharak,37.02114782,71.10453659,0.0,False
LAO,02-394,2018-0222,2018,flood,Attapu,Sanamxay,14.73830315,106.4137776,0.0,False
PAK,02-490,2016-0112,2016,flood,N.W.F.P.,Malakand,34.80929165,72.72667384,0.0,False
PAK,02-490,2016-0112,2016,flood,N.W.F.P.,Hazara,35.34862128,73.18916147,0.0,False
PAK,02-491,2016-0229,2016,storm,Punjab,Rawalpindi,33.19520492,72.72306555,0.0,False
PAK,02-492,2016-0240,2016,flood,N.W.F.P.,Malakand,36.22749888,72.23660504,0.0,False
PAK,02-494,2016-0387,2016,flood,Sind,Karachi,25.07878345,67.18591129,0.0,False
PAK,02-496,2016-0554,2016,flood,Sind,Karachi,25.07878345,67.18591129,0.0,False
PAK,02-496,2016-0554,2016,flood,Sind,Mirpur Khas,25.22241419,69.82002143,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Sibi,30.42560091,67.5518359,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Faisalabad,31.20990509,72.62371843,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Dera Ghazi Khan,29.13716591,70.16249331,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Bahawalpur,29.64289122,73.06323618,0.0,False
AFG,5-Feb,2017-0038,2017,storm,Jawzjan,Darzab,36.12861569,65.34890762,0.0,False
PAK,02-500,2017-0243,2017,flood,Baluchistan,Quetta,29.03323578,63.57992115,0.0,False
PAK,02-500,2017-0243,2017,flood,Sind,Karachi,25.07878345,67.18591129,0.0,False
PAK,02-500,2017-0243,2017,flood,Baluchistan,Nasirabad,29.1856191,67.73342371,0.0,False
PAK,02-500,2017-0243,2017,flood,Punjab,Rawalpindi,33.19520492,72.72306555,0.0,False
PAK,02-500,2017-0243,2017,flood,N.W.F.P.,Malakand,36.22749888,72.23660504,0.0,False
PAK,02-500,2017-0243,2017,flood,Punjab,Faisalabad,31.31425051,72.34038772,0.0,False
AFG,6-Feb,2017-0071,2017,storm,Faryab,Andkhoy,37.03593649,64.93206137,0.0,False
AFG,6-Feb,2017-0071,2017,storm,Faryab,Bilchiragh,35.71896357,65.31863377,0.0,False
AFG,6-Feb,2017-0071,2017,storm,Faryab,Pashtun Kot,35.70998294,64.83724288,0.0,False
AFG,7-Feb,2017-0288,2017,flood,Nangarhar,Rodat,34.26790769,70.56568474,0.0,False
AFG,7-Feb,2017-0288,2017,flood,Kabul,Khaki Jabar,34.34547941,69.47099587,0.0,False
CHN,Feb-86,2016-0526,2016,earthquake,Xinjiang Uygur,Shihezi,44.30701816,86.03626513,0.0,False
CHN,Feb-93,2016-0235,2016,storm,Jiangsu,Yancheng,33.5176501,120.1734204,0.0,False
CHN,03-130,2016-0023,2016,extreme temperature,Jilin,Changchun,44.37787279,125.7689624,0.0,False
CHN,03-130,2016-0023,2016,extreme temperature,Nei Mongol,Hulunbuir,49.66187376,121.2010997,0.0,False
CHN,03-130,2016-0023,2016,extreme temperature,Hunan,Changsha,28.22839128,113.1524714,0.0,False
CHN,03-130,2016-0023,2016,extreme temperature,Heilongjiang,Harbin,45.63840109,127.9622494,0.0,False
IND,03-251,2012-0015,2012,extreme temperature,Andhra Pradesh,Guntur,16.29143861,80.08127789,0.0,False
IND,03-251,2012-0015,2012,extreme temperature,Andhra Pradesh,Visakhapatnam,17.71879739,83.22823982,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,Krishna,16.55041094,80.79289725,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Nalgonda,17.0618901,79.2814506,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Warangal,17.94997383,79.79165863,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,Guntur,16.29143861,80.08127789,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Adilabad,19.25443302,78.96672966,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Khammam,17.59004039,80.67908803,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Karimnagar,18.54622673,79.23473572,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,Prakasam,15.6113679,79.50950386,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,East Godavari,17.18385315,82.00102149,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,Visakhapatnam,17.71879739,83.22823982,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Telangana,Nizamabad,18.52396941,78.13937539,0.0,False
IND,03-253,2013-0208,2013,extreme temperature,Andhra Pradesh,West Godavari,16.8868925,81.39222801,0.0,False
IND,03-256,2014-0520,2014,extreme temperature,Uttar Pradesh,Muzaffarnagar,29.41772157,77.72783132,0.0,False
AZE,Mar-35,2012-0019,2012,extreme temperature,Absheron,Baki,40.31334964,49.76416622,0.0,False
PAK,03-377,2014-0546,2014,extreme temperature,Sind,Mirpur Khas,24.78349427,70.19373679,0.0,False
AFG,14-Apr,2012-0013,2012,landslide,Badakhshan,Shahri Buzurg,37.36909045,70.12938537,0.0,False
AFG,14-Apr,2012-0013,2012,landslide,Badakhshan,Ishkashim,36.80779342,71.42759775,0.0,False
AFG,14-Apr,2012-0013,2012,landslide,Badakhshan,Khwahan,37.90202924,70.57609371,0.0,False
CHN,04-147,2012-0455,2012,landslide,Yunnan,Kunming,25.38710811,102.8750874,0.0,False
CHN,04-150,2013-0245,2013,landslide,Sichuan,Chengdu,30.66543905,103.8454299,0.0,False
CHN,04-152,2014-0572,2014,landslide,Sichuan,Dazhou,31.36552868,107.6456098,0.0,False
CHN,04-153,2015-0510,2015,landslide,Zhejiang,Lishui,28.19819235,119.510213,0.0,False
CHN,04-154,2016-0162,2016,landslide,Fujian,Sanming,26.29994742,117.3951961,0.0,False
CHN,04-155,2016-0250,2016,landslide,Guizhou,Bijie,27.06817965,105.214396,0.0,False
CHN,04-156,2016-0255,2016,landslide,Xinjiang Uygur,Ili Kazakh,44.5313849,85.00503444,0.0,False
CHN,04-157,2017-0044,2017,landslide,Hubei,Xiangfan,31.64359303,111.7537008,0.0,False
CHN,04-159,2017-0363,2017,landslide,Guizhou,Bijie,27.06817965,105.214396,0.0,False
AFG,17-Apr,2013-0414,2013,landslide,Badakhshan,Zebak,36.3110983,71.28523376,0.0,False
AFG,21-Apr,2015-0151,2015,landslide,Badakhshan,Khwahan,37.90202924,70.57609371,0.0,False
AFG,23-Apr,2017-0027,2017,landslide,Badakhshan,Darwaz,38.21096613,70.93921779,0.0,False
IND,04-308,2014-0270,2014,landslide,Maharashtra,Pune,18.57054718,74.07657987,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Tinsukia,27.58426781,95.62551853,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Lakhimpur,27.1743511,94.13502058,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Kamrup,26.10362335,91.42709144,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Barpeta,26.33773804,91.00368935,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Bongaigaon,26.34628122,90.6135107,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Jorhat,26.79524644,94.27414916,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Nalbari,26.37544176,91.38392877,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Sonitpur,26.78257766,92.92733398,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Goalpara,26.04803491,90.60869689,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Dhemaji,27.5903576,94.78022274,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Darrang,26.44938205,92.0344264,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Nagaon,26.22552824,92.84166137,0.0,False
IND,04-309,2015-0226,2015,landslide,Assam,Dibrugarh,27.3714173,95.05490893,0.0,False
IND,04-312,2017-0046,2017,landslide,Jammu And Kashmir,Ganderbal,34.28777104,75.02968379,0.0,False
IND,04-313,2017-0483,2017,landslide,Himachal Pradesh,Mandi,31.6414522,76.97793445,0.0,False
IND,04-314,2017-0266,2017,landslide,Arunachal Pradesh,Papum Pare,27.27460429,93.58822996,0.0,False
PAK,04-508,2017-0025,2017,landslide,N.W.F.P.,Dera Ismail Khan,31.93734049,70.62908633,0.0,False
PAK,04-508,2017-0025,2017,landslide,N.W.F.P.,Malakand,36.22749888,72.23660504,0.0,False
CHN,05-190,2013-0018,2013,mass movement (dry),Yunnan,Zhaotong,27.65320964,104.0009658,0.0,False
CHN,05-191,2014-9265,2014,drought,Sichuan,Nanchong,31.19644251,106.2044781,0.0,False
PAK,05-679,2015-0454,2015,mass movement (dry),Sind,Karachi,25.07878345,67.18591129,0.0,False
PNG,05-700,2015-9410,2015,drought,Enga,Kandep,-5.742527851,143.4060499,0.0,False
PNG,05-700,2015-9410,2015,drought,Chimbu,Gumine,-6.196340982,144.8339592,0.0,False
PNG,05-700,2015-9410,2015,drought,East New Britain,Rabaul,-4.198478035,152.1575666,4.111881739045765,False
PNG,05-700,2015-9410,2015,drought,Morobe,Menyamya,-7.2632032,146.1757065,0.0,False
PNG,05-700,2015-9410,2015,drought,Eastern Highlands,Henganofi,-6.199574788,145.6543683,0.0,False
PNG,05-700,2015-9410,2015,drought,Southern Highlands,Ialibu-Pangia,-6.381959439,144.2249389,0.0,False
PNG,05-700,2015-9410,2015,drought,Eastern Highlands,Unggai-Bena,-6.109333775,145.4736397,0.0,False
PNG,05-700,2015-9410,2015,drought,Chimbu,Karimui-Nomane,-6.546562867,144.8856832,0.0,False
PNG,05-700,2015-9410,2015,drought,Chimbu,Chuave,-6.205727651,145.1535262,0.0,False
PNG,05-700,2015-9410,2015,drought,Southern Highlands,Mendi-Munihu,-6.030041899,143.6430991,0.0,False
PNG,05-700,2015-9410,2015,drought,Enga,Lagaip-Porgera,-5.3869142,143.1499319,0.0,False
PNG,05-700,2015-9410,2015,drought,Chimbu,Kerowagi,-5.925143354,144.8691568,0.0,False
PNG,05-700,2015-9410,2015,drought,Eastern Highlands,Goroka,-6.035860527,145.3821388,0.0,False
PNG,05-700,2015-9410,2015,drought,Chimbu,Sina Sina-Yonggomugl,-6.089250215,145.0210786,0.0,False
PNG,05-700,2015-9410,2015,drought,East New Britain,Kokopo,-4.359123223,152.310334,0.0,False
IND,06-122,2015-0207,2015,flood,Tamil Nadu,Virudunagar,9.480564065,77.89435616,0.0,False
IND,06-127,2015-0413,2015,flood,Assam,Sonitpur,26.78257766,92.92733398,0.0,False
IND,06-127,2015-0413,2015,flood,Assam,Dhemaji,27.5903576,94.78022274,0.0,False
IND,06-127,2015-0413,2015,flood,Assam,Lakhimpur,27.1743511,94.13502058,0.0,False
IND,06-127,2015-0413,2015,flood,Assam,Kokrajhar,26.58434301,90.19811008,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Goalpara,26.04803491,90.60869689,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Darrang,26.44938205,92.0344264,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Karbi Anglong,26.06838073,93.14761961,0.0,False
IND,06-128,2015-0317,2015,flood,Gujarat,Kachchh,23.62539958,69.96716133,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Dhemaji,27.5903576,94.78022274,0.0,False
IND,06-128,2015-0317,2015,flood,West Bengal,Maldah,25.13575204,88.08761228,0.0,False
IND,06-128,2015-0317,2015,flood,West Bengal,Jalpaiguri,26.68622685,88.76391847,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Lakhimpur,27.1743511,94.13502058,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Jorhat,26.79524644,94.27414916,0.0,False
IND,06-128,2015-0317,2015,flood,Gujarat,Banas Kantha,24.28101994,72.03944992,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Dhubri,26.10159837,90.02789028,0.0,False
IND,06-128,2015-0317,2015,flood,Assam,Morigaon,26.28572399,92.28019515,0.0,False
IND,06-128,2015-0317,2015,flood,Gujarat,Patan,23.76791761,71.80016255,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Sivasagar,27.01228832,94.81926657,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Cachar,24.81395989,92.85687296,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Jorhat,26.79524644,94.27414916,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Lakhimpur,27.1743511,94.13502058,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Goalpara,26.04803491,90.60869689,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Darrang,26.44938205,92.0344264,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Dibrugarh,27.3714173,95.05490893,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Morigaon,26.28572399,92.28019515,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Tinsukia,27.58426781,95.62551853,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Kamrup,26.10362335,91.42709144,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Bongaigaon,26.34628122,90.6135107,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Dhemaji,27.5903576,94.78022274,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Barpeta,26.33773804,91.00368935,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Nalbari,26.37544176,91.38392877,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Sonitpur,26.78257766,92.92733398,0.0,False
IND,06-130,2015-0406,2015,flood,Assam,Kokrajhar,26.58434301,90.19811008,0.0,False
IND,06-131,2015-0450,2015,storm,Odisha,Malkangiri,18.25050073,81.94802601,0.0,False
IND,06-131,2015-0450,2015,storm,Odisha,Nabarangapur,19.58251006,82.3299581,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Nagappattinam,10.86369109,79.73608696,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Cuddalore,11.52509297,79.4452285,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Viluppuram,11.9603251,79.28446742,0.0,False
IND,06-134,2015-0504,2015,flood,Andhra Pradesh,Prakasam,15.6113679,79.50950386,0.0,False
IND,06-134,2015-0504,2015,flood,Andhra Pradesh,Chittoor,13.45659736,79.00393766,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Thiruvallur,13.23533078,79.93251948,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Kancheepuram,12.68130607,79.93615675,0.0,False
IND,06-134,2015-0504,2015,flood,Andhra Pradesh,Y.S.R.,14.46974226,78.73371337,0.0,False
IND,06-134,2015-0504,2015,flood,Tamil Nadu,Chennai,13.04808637,80.23495207,0.0,False
IND,06-134,2015-0504,2015,flood,Andhra Pradesh,Nellore,14.43525601,79.719986,0.0,False
LAO,06-169,2015-0460,2015,flood,Louangphrabang,Nan,19.40005757,101.9447414,0.0,False
PAK,06-206,2015-0333,2015,flood,Punjab,Rawalpindi,33.19520492,72.72306555,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Dera Ghazi Khan,30.02572403,71.02855993,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Gujranwala,32.3331629,74.07475121,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Faisalabad,31.31425051,72.34038772,0.0,False
PAK,06-209,2015-0571,2015,earthquake,F.A.T.A.,F.A.T.A.,33.95647962,71.06082529,0.0,False
AFG,3-Jun,2015-0571,2015,earthquake,Badakhshan,Ishkashim,36.80779342,71.42759775,0.0,False
CHN,Jun-60,2015-0175,2015,earthquake,Xizang,Shigatse,29.51500936,86.42933317,0.0,False
FJI,Jul-80,2018-0194,2018,storm,Northern,Macuata,-16.46382013,179.2940788,0.0,False
FJI,Jul-80,2018-0194,2018,storm,Western,Ba,-17.63340596,177.6597502,0.0,False
FJI,Jul-80,2018-0194,2018,storm,Western,Nadroga/Navosa,-17.98527277,177.6619998,0.0,False
FJI,Jul-80,2018-0194,2018,storm,Western,Ra,-17.52325826,178.1899254,0.0,False
BGD,636,2013-0085,2013,storm,Chittagong,Brahamanbaria,23.84071256,91.20084752,0.0,False
CHN,04-160,2017-0332,2017,landslide,Sichuan,Liangshan Yi,27.54642421,102.5609937,0.0,False
AFG,79,2012-0102,2012,flood,Kunduz,NA,36.83896883,68.75096391,0.0,False
AFG,80,2012-0573,2012,flood,Balkh,NA,36.64848395,67.13487344,0.0,False
AFG,80,2012-0573,2012,flood,Ghazni,NA,33.28975482,67.82656469,0.0,False
AFG,81,2012-0183,2012,flood,Takhar,NA,36.70599574,69.77863762,0.0,False
AFG,82,2012-0143,2012,flood,Sari Pul,Kohistanat,35.41906242,65.95972461,0.0,False
AFG,83,2012-0154,2012,flood,Samangan,Khulm,36.71484722,67.74163855,0.0,False
AFG,83,2012-0154,2012,flood,Balkh,Shortepa,37.24967764,66.89353768,0.0,False
AFG,84,2012-0164,2012,earthquake,Kabul,NA,34.55788293,69.31210786,0.0,False
AFG,85,2012-0226,2012,flood,Badakhshan,NA,37.03277237,71.46118314,0.0,False
AFG,86,2013-0148,2013,flood,Badakhshan,NA,37.03277237,71.46118314,0.0,False
AFG,86,2013-0148,2013,flood,Hirat,NA,34.19079483,62.12001279,0.0,False
AFG,86,2013-0148,2013,flood,Kandahar,NA,30.97280378,65.6982083,0.0,False
AFG,86,2013-0148,2013,flood,Kunduz,NA,36.83896883,68.75096391,0.0,False
AFG,86,2013-0148,2013,flood,Parwan,NA,34.96892419,68.89018164,0.0,False
AFG,87,2013-0151,2013,earthquake,Badghis,Kohistan,35.34259305,64.93603531,0.0,False
AFG,87,2013-0151,2013,earthquake,Wardak,Markazi Bihsud,34.39936129,67.79240556,0.0,False
AFG,88,2013-0178,2013,flood,Baghlan,NA,35.70539596,68.714507,0.0,False
AFG,88,2013-0178,2013,flood,Balkh,NA,36.64848395,67.13487344,0.0,False
AFG,88,2013-0178,2013,flood,Ghor,NA,34.18301951,64.88543032,0.0,False
AFG,89,2013-0279,2013,flood,Kabul,NA,34.55788293,69.31210786,0.0,False
AFG,89,2013-0279,2013,flood,Khost,NA,33.3710935,69.87117288,0.0,False
AFG,89,2013-0279,2013,flood,Kunar,NA,34.96435131,71.11623151,0.0,False
AFG,89,2013-0279,2013,flood,Nangarhar,NA,34.27536705,70.46719776,0.0,False
AFG,89,2013-0279,2013,flood,Paktya,NA,33.68072178,69.42562437,0.0,False
AFG,90,2013-0343,2013,flood,Ghazni,Jaghatu,33.64566695,68.22150507,0.0,False
AFG,91,2014-0084,2014,storm,Faryab,NA,36.06873984,64.86403376,0.0,False
AFG,91,2014-0084,2014,storm,Jawzjan,NA,36.818929,65.86573548,0.0,False
AFG,91,2014-0084,2014,storm,Kabul,NA,34.55788293,69.31210786,0.0,False
AFG,91,2014-0084,2014,storm,Kunduz,NA,36.83896883,68.75096391,0.0,False
AFG,92,2014-0134,2014,flood,Badakhshan,NA,37.03277237,71.46118314,0.0,False
AFG,92,2014-0134,2014,flood,Badghis,NA,35.13912975,63.75297394,0.0,False
AFG,92,2014-0134,2014,flood,Baghlan,NA,35.70539596,68.714507,0.0,False
AFG,92,2014-0134,2014,flood,Balkh,NA,36.64848395,67.13487344,0.0,False
AFG,92,2014-0134,2014,flood,Bamyan,NA,34.7229133,67.18036995,0.0,False
AFG,92,2014-0134,2014,flood,Daykundi,NA,33.75477858,66.18307193,0.0,False
AFG,92,2014-0134,2014,flood,Faryab,NA,36.06873984,64.86403376,0.0,False
AFG,92,2014-0134,2014,flood,Ghor,NA,34.18301951,64.88543032,0.0,False
AFG,92,2014-0134,2014,flood,Hilmand,NA,31.14003238,64.01557862,0.0,False
AFG,92,2014-0134,2014,flood,Hirat,NA,34.19079483,62.12001279,0.0,False
AFG,92,2014-0134,2014,flood,Jawzjan,NA,36.818929,65.86573548,0.0,False
AFG,92,2014-0134,2014,flood,Kabul,NA,34.55788293,69.31210786,0.0,False
AFG,92,2014-0134,2014,flood,Kandahar,NA,30.97280378,65.6982083,0.0,False
AFG,92,2014-0134,2014,flood,Kapisa,NA,34.96197285,69.61853801,0.0,False
AFG,92,2014-0134,2014,flood,Khost,NA,33.3710935,69.87117288,0.0,False
AFG,92,2014-0134,2014,flood,Kunar,NA,34.96435131,71.11623151,0.0,False
AFG,92,2014-0134,2014,flood,Kunduz,NA,36.83896883,68.75096391,0.0,False
AFG,92,2014-0134,2014,flood,Laghman,NA,34.75643337,70.14472323,0.0,False
AFG,92,2014-0134,2014,flood,Logar,NA,33.99356076,69.07819837,0.0,False
AFG,92,2014-0134,2014,flood,Nangarhar,NA,34.27536705,70.46719776,0.0,False
AFG,92,2014-0134,2014,flood,Nimroz,NA,30.80594188,62.31539897,0.0,False
AFG,92,2014-0134,2014,flood,Nuristan,NA,35.41144261,70.80035231,0.0,False
AFG,92,2014-0134,2014,flood,Panjshir,NA,35.45479053,69.82098733,0.0,False
AFG,92,2014-0134,2014,flood,Parwan,NA,34.96892419,68.89018164,0.0,False
AFG,92,2014-0134,2014,flood,Samangan,NA,35.95045451,67.74064066,0.0,False
AFG,92,2014-0134,2014,flood,Sari Pul,NA,35.71567617,66.16912293,0.0,False
AFG,92,2014-0134,2014,flood,Takhar,NA,36.70599574,69.77863762,0.0,False
AFG,93,2014-0185,2014,flood,Baghlan,NA,35.70539596,68.714507,0.0,False
ARM,267,2013-0194,2013,storm,Armavir,NA,40.1442342,44.02964111,0.0,False
BGD,632,2012-0082,2012,storm,Barisal,Bhola,22.33486625,90.72572216,0.0,False
BGD,632,2012-0082,2012,storm,Rajshahi,NA,24.59117889,89.04558904,0.0,False
BGD,632,2012-0082,2012,storm,Sylhet,NA,24.71687954,91.66644368,0.0,False
BGD,633,2012-0175,2012,flood,Sylhet,NA,24.71687954,91.66644368,0.0,False
BGD,635,2012-0385,2012,storm,Dhaka,Gazipur,24.1114463,90.4495746,0.0,False
BGD,639,2014-0135,2014,storm,Rajshahi,Naogaon,24.89982475,88.75346184,0.0,False
BGD,639,2014-0135,2014,storm,Sylhet,Sunamganj,24.9390413,91.34711617,0.0,False
BGD,640,2014-0244,2014,storm,Dhaka,Faridpur,23.47758233,89.83922527,0.0,False
BGD,641,2014-0290,2014,flood,Sylhet,Sunamganj,24.9390413,91.34711617,0.0,False
BGD,642,2015-0118,2015,storm,Rajshahi,Bogra,24.82826485,89.38026834,0.0,False
BGD,643,2015-0213,2015,storm,Khulna,Bagerhat,22.41628526,89.72391745,0.0,False
BGD,643,2015-0213,2015,storm,Sylhet,Sunamganj,24.9390413,91.34711617,0.0,False
KHM,960,2013-0380,2013,flood,Banteay Meanchey,NA,13.7050402,103.0166465,0.0,False
KHM,960,2013-0380,2013,flood,Batdambang,NA,12.97956235,103.101227,0.0,False
KHM,960,2013-0380,2013,flood,Preah Vihear,Choam Khsant,14.16044951,104.8614597,0.0,False
KHM,960,2013-0380,2013,flood,Kampong Cham,NA,12.12703949,105.271327,0.0,False
KHM,960,2013-0380,2013,flood,Kampong Chhnang,NA,12.16634032,104.5598351,0.0,False
KHM,960,2013-0380,2013,flood,Kampong Thum,NA,12.82314606,105.0488088,0.0,False
KHM,960,2013-0380,2013,flood,Kampot,Kampot,10.74615509,104.1093275,0.0,False
KHM,960,2013-0380,2013,flood,Kandal,NA,11.43603598,105.0039921,0.0,False
KHM,960,2013-0380,2013,flood,Kracheh,Kracheh,12.62795672,106.16994,0.0,False
KHM,960,2013-0380,2013,flood,Otdar Mean Chey,NA,14.19565517,103.7017809,0.0,False
KHM,960,2013-0380,2013,flood,Krong Pailin,Pailin,12.78881298,102.6264122,0.0,False
KHM,960,2013-0380,2013,flood,Phnom Penh,NA,11.55569168,104.8679676,0.0,False
KHM,960,2013-0380,2013,flood,Prey Veng,NA,11.39794884,105.4249716,0.0,False
KHM,960,2013-0380,2013,flood,Rotanokiri,NA,13.79382421,107.0870828,0.0,False
KHM,960,2013-0380,2013,flood,Siemreab,NA,13.53225289,104.0306332,0.0,False
KHM,960,2013-0380,2013,flood,StÅ<U+0093>Ng Treng,NA,13.80263804,106.176922,0.0,False
KHM,960,2013-0380,2013,flood,Svay Rieng,NA,11.15866843,105.8605784,0.0,False
CHN,1578,2012-0570,2012,storm,Guizhou,NA,26.81558477,106.874538,0.0,False
CHN,1580,2012-0197,2012,flood,Hunan,NA,27.60708367,111.7085178,0.0,False
CHN,1580,2012-0197,2012,flood,Jiangxi,NA,27.61292064,115.720715,0.0,False
CHN,1581,2012-0136,2012,flood,Hunan,NA,27.60708367,111.7085178,0.0,False
CHN,1583,2012-0173,2012,flood,Chongqing,NA,30.05913409,107.8744248,0.0,False
CHN,1583,2012-0173,2012,flood,Guizhou,NA,26.81558477,106.874538,0.0,False
CHN,1583,2012-0173,2012,flood,Hubei,NA,30.97587808,112.2688339,0.0,False
CHN,1583,2012-0173,2012,flood,Hunan,NA,27.60708367,111.7085178,0.0,False
CHN,1583,2012-0173,2012,flood,Jiangxi,NA,27.61292064,115.720715,0.0,False
CHN,1583,2012-0173,2012,flood,Nei Mongol,NA,44.08653703,113.915341,0.0,False
CHN,1583,2012-0173,2012,flood,Shaanxi,NA,35.19562261,108.8698497,0.0,False
CHN,1586,2012-0477,2012,flood,Hubei,NA,30.97587808,112.2688339,0.0,False
CHN,1588,2012-0397,2012,earthquake,Jiangsu,NA,32.97290031,119.4547481,0.0,False
CHN,1589,2012-0292,2012,flood,Beijing,NA,40.18379278,116.4105636,0.0,False
CHN,1591,2012-0581,2012,flood,Nei Mongol,NA,44.08653703,113.915341,0.0,False
CHN,1591,2012-0581,2012,flood,Shanxi,NA,37.57642454,112.2919106,0.0,False
CHN,1592,2012-0283,2012,storm,Jiangsu,NA,32.97290031,119.4547481,0.0,False
CHN,1593,2012-0260,2012,storm,Hubei,NA,30.97587808,112.2688339,0.0,False
CHN,1594,2012-0603,2012,flood,Shaanxi,NA,35.19562261,108.8698497,0.0,False
CHN,1596,2012-0610,2012,flood,Hebei,NA,39.54672665,116.1309498,0.0,False
CHN,1596,2012-0610,2012,flood,Jilin,NA,43.66451245,126.1932778,0.0,False
CHN,1597,2012-0350,2012,earthquake,Guizhou,NA,26.81558477,106.874538,0.0,False
CHN,1600,2013-0065,2013,storm,Anhui,NA,31.82592929,117.226195,0.0,False
CHN,1600,2013-0065,2013,storm,Hubei,NA,30.97587808,112.2688339,0.0,False
CHN,1600,2013-0065,2013,storm,Jiangsu,NA,32.97290031,119.4547481,0.0,False
CHN,1601,2013-0081,2013,earthquake,Jiangsu,NA,32.97290031,119.4547481,0.0,False
CHN,1602,2013-0084,2013,storm,Guizhou,NA,26.81558477,106.874538,0.0,False
CHN,1602,2013-0084,2013,storm,Hubei,NA,30.97587808,112.2688339,0.0,False
CHN,1602,2013-0084,2013,storm,Hunan,NA,27.60708367,111.7085178,0.0,False
