generated_at,attestation_chain,status,method,one_signal_id,signal_lane,review_priority,iso3,iso2,country,source_name,source_url,source_station_id,source_station_name,source_station_type,official_latitude,official_longitude,nearest_openaq_location_id,nearest_openaq_location_name,nearest_openaq_distance_km,best_openaq_name_overlap,missing_second_signal,grade_evidence_category,grade_evidence_strength,candidate_same_station_validated,complete_monitor_grade_classification_available,station_radius_join_ready,next_public_review_step,minimum_promotion_evidence,reader_use,non_claim
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA05K,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA05K,"Kulim Hi-Tech, KEDAH",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA06P,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA06P,"Seberang Jaya, PULAU PINANG",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA07P,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA07P,"Seberang Perai, PULAU PINANG",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA08P,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA08P,"Minden, PULAU PINANG",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA09P,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA09P,"Balik Pulau, PULAU PINANG",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA10A,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA10A,"Taiping, PERAK",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA11A,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA11A,"Tasek Ipoh, PERAK",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA12A,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA12A,"Pegoh Ipoh, PERAK",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA13A,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA13A,"Seri Manjung, PERAK",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA14A,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA14A,"Tanjung Malim, PERAK",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA15W,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA15W,"Batu Muda, W.P. KUALA LUMPUR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA16W,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA16W,"Cheras, W.P. KUALA LUMPUR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA17W,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA17W,"Putrajaya, W.P. PUTRAJAYA",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA18B,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA18B,"Kuala Selangor, SELANGOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA19B,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA19B,"Petaling Jaya, SELANGOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA20B,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA20B,"Shah Alam, SELANGOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA21B,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA21B,"Klang, SELANGOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA22B,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA22B,"Banting, SELANGOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA23N,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA23N,"Nilai, NEGERI SEMBILAN",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA24N,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA24N,"Seremban, NEGERI SEMBILAN",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA25N,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA25N,"Port Dickson, NEGERI SEMBILAN",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA26M,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA26M,"Alor Gajah, MELAKA",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA27M,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA27M,"Bukit Rambai, MELAKA",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA28M,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA28M,"Bandaraya Melaka, MELAKA",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA29J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA29J,"Segamat, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA31J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA31J,"Batu Pahat, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA32J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA32J,"Kluang, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA33J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA33J,"Larkin, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA34J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA34J,"Pasir Gudang, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,MYS-monitor-grade-provenance-only-CA35J,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,MYS,MY,Malaysia,MyEQMS,https://eqms.doe.gov.my/,CA35J,"Pengerang, JOHOR",APIMS/MyEQMS current-reading station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
