sample_date,orbit_datetime_utc,radiance_url,quality_flag_url,catalog_url,bbox,matching_segment_count
2014-03-16,2014-03-16T17:41:54Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140316_t1741544_e1747330_b12348_c20140316234735209799_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140316_t1741544_e1747330_b12348.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[100.997916665, -2.997936665000001, 133.99794306500002, 22.002083335]",1
2014-03-21,2014-03-21T17:45:25Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140321_t1745253_e1751057_b12419_c20140321235106845501_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140321_t1745253_e1751057_b12419.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[101.997916665, 7.0020633350000026, 136.997944665, 32.002083335]",1
2014-03-26,2014-03-26T17:54:39Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140326_t1754396_e1800200_b12490_c20140401164405086805_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140326_t1754396_e1800200_b12490.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[97.997916665, -1.997936665000001, 131.997943865, 23.002083335]",1
2014-04-01,2014-04-01T17:40:42Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140401_t1740420_e1746224_b12575_c20140401234623641313_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140401_t1740420_e1746224_b12575.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[101.997916665, 3.002063334999999, 136.997944665, 28.002083335]",1
2014-04-06,2014-04-06T17:49:56Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140406_t1749564_e1755368_b12646_c20140406235536993412_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140406_t1749564_e1755368_b12646.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[98.997916665, -5.997936665000001, 131.99794306500002, 19.002083335]",1
2014-04-11,2014-04-11T17:53:29Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140411_t1753290_e1759094_b12717_c20140411235909702256_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140411_t1753290_e1759094_b12717.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[98.997916665, 4.002063334999999, 133.997944665, 29.002083335]",1
2014-04-16,2014-04-16T18:02:41Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140416_t1802415_e1808219_b12788_c20140417000823080472_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140416_t1802415_e1808219_b12788.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[95.997916665, -4.997936665000001, 128.99794306500002, 20.002083335]",1
2014-04-21,2014-04-21T18:06:14Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140421_t1806143_e1811546_b12859_c20140422001156004127_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140421_t1806143_e1811546_b12859.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[95.997916665, 5.002063334999999, 130.997944665, 30.002083335]",1
2014-04-26,2014-04-26T18:15:28Z,https://globalnightlight.s3.amazonaws.com/201404/SVDNB_npp_d20140426_t1815286_e1821090_b12930_c20140427002109714178_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201404/npp_d20140426_t1815286_e1821090_b12930.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201404/201404_catalog.json,"[92.997916665, -3.997936665000001, 125.997943065, 21.002083335]",1
2014-05-01,2014-05-01T18:19:01Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140501_t1819013_e1824417_b13001_c20140502002442180957_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140501_t1819013_e1824417_b13001.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[92.997916665, 6.002063334999999, 127.997944665, 31.002083335]",1
2014-05-06,2014-05-06T16:45:50Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140506_t1645500_e1651304_b13071_c20140506225130640502_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140506_t1645500_e1651304_b13071.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[115.997916665, 0.002064134999997691, 149.997943865, 24.002083335]",1
2014-05-11,2014-05-11T16:55:02Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140511_t1655026_e1700430_b13142_c20140511230044746194_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140511_t1655026_e1700430_b13142.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[111.997916665, -9.997936665, 144.99794306500002, 15.002083335]",2
2014-05-16,2014-05-16T16:58:35Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140516_t1658354_e1704158_b13213_c20140516230416936669_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140516_t1658354_e1704158_b13213.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[112.997916665, 0.0020633349999990003, 146.997943865, 25.002083335]",1
2014-05-21,2014-05-21T17:07:49Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140521_t1707498_e1713302_b13284_c20140521231330173134_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140521_t1707498_e1713302_b13284.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[108.997916665, -8.997936665000001, 141.99794306500002, 16.002083335]",1
2014-05-26,2014-05-26T17:11:22Z,https://globalnightlight.s3.amazonaws.com/201405/SVDNB_npp_d20140526_t1711226_e1717012_b13355_c20140526231702864942_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201405/npp_d20140526_t1711226_e1717012_b13355.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201405/201405_catalog.json,"[109.997916665, 1.002063334999999, 143.997943865, 26.002083335]",1
2014-06-01,2014-06-01T16:57:25Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140601_t1657251_e1703038_b13440_c20140601230305338443_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140601_t1657251_e1703038_b13440.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[113.997916665, 6.002064134999998, 148.997944665, 30.002083335]",1
2014-06-06,2014-06-06T17:06:37Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140606_t1706378_e1712182_b13511_c20140606231218971256_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140606_t1706378_e1712182_b13511.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[109.997916665, -3.997936665000001, 143.997943865, 21.002083335]",1
2014-06-11,2014-06-11T17:10:10Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140611_t1710106_e1715510_b13582_c20140611231551596857_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140611_t1710106_e1715510_b13582.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[110.997916665, 6.002063334999999, 145.997944665, 31.002083335]",1
2014-06-16,2014-06-16T17:19:25Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140616_t1719251_e1725037_b13653_c20140616232505562741_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140616_t1719251_e1725037_b13653.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[106.997916665, -3.997936665000001, 140.997943865, 21.002083335]",1
2014-06-21,2014-06-21T17:22:56Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140621_t1722561_e1728365_b13724_c20140621232837902920_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140621_t1722561_e1728365_b13724.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[107.997916665, 6.002063334999999, 142.997944665, 31.002083335]",1
2014-06-26,2014-06-26T17:32:10Z,https://globalnightlight.s3.amazonaws.com/201406/SVDNB_npp_d20140626_t1732105_e1737509_b13795_c20140626233751387377_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201406/npp_d20140626_t1732105_e1737509_b13795.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201406/201406_catalog.json,"[103.997916665, -2.997936665000001, 137.997943865, 22.002083335]",1
2014-07-01,2014-07-01T17:35:43Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140701_t1735433_e1741237_b13866_c20140701234124127877_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140701_t1735433_e1741237_b13866.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[103.997916665, 10.002066534999997, 139.99794546500002, 31.002083335]",2
2014-07-01,2014-07-01T17:41:24Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140701_t1741249_e1747053_b13866_c20140701234705197050_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140701_t1741249_e1747053_b13866.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[99.997916665, -15.997940665, 135.99794546500002, 14.002083335]",2
2014-07-06,2014-07-06T17:44:55Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140706_t1744559_e1750363_b13937_c20140706235038049338_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140706_t1744559_e1750363_b13937.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[100.997916665, -2.997936665000001, 134.997943865, 22.002083335]",1
2014-07-11,2014-07-11T17:48:28Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140711_t1748287_e1754091_b14008_c20140711235409772617_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140711_t1748287_e1754091_b14008.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[101.997916665, 7.0020633350000026, 136.997944665, 32.002083335]",1
2014-07-16,2014-07-16T17:57:43Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140716_t1757431_e1803235_b14079_c20140717000324408388_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140716_t1757431_e1803235_b14079.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[97.997916665, -1.997936665000001, 131.997943865, 23.002083335]",1
2014-07-21,2014-07-21T18:01:15Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140721_t1801159_e1806563_b14150_c20140722000655886214_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140721_t1801159_e1806563_b14150.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[98.997916665, 8.002063335000003, 133.997944665, 33.002083335]",1
2014-07-26,2014-07-26T18:10:28Z,https://globalnightlight.s3.amazonaws.com/201407/SVDNB_npp_d20140726_t1810285_e1816089_b14221_c20140727001610366664_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201407/npp_d20140726_t1810285_e1816089_b14221.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201407/201407_catalog.json,"[94.997916665, -0.997936665000001, 128.997943865, 24.002083335]",1
2014-08-01,2014-08-01T17:56:31Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140801_t1756310_e1802114_b14306_c20140802000212241618_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140801_t1756310_e1802114_b14306.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[98.99791666665, 3.0020831333499984, 132.99791693865, 28.00208333335]",1
2014-08-06,2014-08-06T18:05:45Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140806_t1805454_e1811258_b14377_c20140807001126080134_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140806_t1805454_e1811258_b14377.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[94.997916665, -6.997936665000001, 127.997943065, 18.002083335]",1
2014-08-11,2014-08-11T18:09:17Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140811_t1809178_e1814582_b14448_c20140812001458974918_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140811_t1809178_e1814582_b14448.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[95.997916665, 2.002063334999999, 129.997943865, 27.002083335]",1
2014-08-16,2014-08-16T16:36:06Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140816_t1636066_e1641470_b14518_c20140816224146859822_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140816_t1636066_e1641470_b14518.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[117.997916665, -3.997936665000001, 151.997943865, 21.002083335]",2
2014-08-16,2014-08-16T18:18:32Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140816_t1818322_e1824108_b14519_c20140817002412231235_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140816_t1818322_e1824108_b14519.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[91.997916665, -6.997936665000001, 124.997943065, 18.002083335]",2
2014-08-21,2014-08-21T18:22:03Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140821_t1822032_e1827436_b14590_c20140822002745194453_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140821_t1822032_e1827436_b14590.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[92.997916665, 3.002063334999999, 126.997943865, 28.002083335]",1
2014-08-26,2014-08-26T16:48:52Z,https://globalnightlight.s3.amazonaws.com/201408/SVDNB_npp_d20140826_t1648520_e1654324_b14660_c20140826225433825058_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201408/npp_d20140826_t1648520_e1654324_b14660.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201408/201408_catalog.json,"[114.997916665, -2.997936665000001, 148.997943865, 22.002083335]",1
2014-09-01,2014-09-01T18:17:20Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140901_t1817201_e1823005_b14746_c20140902002301472205_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140901_t1817201_e1823005_b14746.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[93.997916665, -0.997936665000001, 126.997943065, 24.002083335]",1
2014-09-06,2014-09-06T16:44:08Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140906_t1644089_e1649493_b14816_c20140906224949500945_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140906_t1644089_e1649493_b14816.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[115.997916665, -6.997936665000001, 148.99794306500002, 18.002083335]",1
2014-09-11,2014-09-11T16:47:41Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140911_t1647417_e1653221_b14887_c20140911225321900288_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140911_t1647417_e1653221_b14887.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[116.997916665, 3.002063334999999, 150.997943865, 28.002083335]",2
2014-09-11,2014-09-11T18:30:05Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140911_t1830055_e1835459_b14888_c20140912003547111637_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140911_t1830055_e1835459_b14888.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[90.997916665, 0.002064134999997691, 123.997943065, 24.002083335]",2
2014-09-16,2014-09-16T16:56:54Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140916_t1656544_e1702348_b14958_c20140916230235932639_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140916_t1656544_e1702348_b14958.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[112.997916665, -6.997936665000001, 145.99794306500002, 18.002083335]",1
2014-09-21,2014-09-21T17:00:27Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140921_t1700272_e1706076_b15029_c20140921230608747940_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140921_t1700272_e1706076_b15029.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[112.997916665, 3.002063334999999, 147.997944665, 28.002083335]",1
2014-09-26,2014-09-26T18:46:24Z,https://globalnightlight.s3.amazonaws.com/201409/SVDNB_npp_d20140926_t1846244_e1852048_b15101_c20140927005205675972_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201409/npp_d20140926_t1846244_e1852048_b15101.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201409/201409_catalog.json,"[87.997916665, 9.002063335000003, 122.997944665, 34.002083335]",1
2014-10-01,2014-10-01T17:13:13Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141001_t1713133_e1718537_b15171_c20141001231854321720_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141001_t1713133_e1718537_b15171.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[109.997916665, 3.002063334999999, 143.997943865, 28.002083335]",1
2014-10-06,2014-10-06T17:22:27Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141006_t1722278_e1728082_b15242_c20141006232808356227_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141006_t1722278_e1728082_b15242.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[106.997916665, -6.997936665000001, 139.99794306500002, 18.002083335]",1
2014-10-11,2014-10-11T17:25:59Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141011_t1725593_e1731397_b15313_c20141011233141011194_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141011_t1725593_e1731397_b15313.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[106.99791666665, 4.002083141349999, 140.99791693865, 28.00208333335]",1
2014-10-16,2014-10-16T17:35:13Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141016_t1735139_e1740542_b15384_c20141016234054373046_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141016_t1735139_e1740542_b15384.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[102.997916665, -5.997936665000001, 136.997943865, 19.002083335]",1
2014-10-21,2014-10-21T17:38:46Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141021_t1738468_e1744254_b15455_c20141021234426504375_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141021_t1738468_e1744254_b15455.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[103.997916665, 3.002063334999999, 137.997943865, 28.002083335]",1
2014-10-26,2014-10-26T17:47:59Z,https://globalnightlight.s3.amazonaws.com/201410/SVDNB_npp_d20141026_t1747595_e1753399_b15526_c20141026235340688560_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201410/npp_d20141026_t1747595_e1753399_b15526.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201410/201410_catalog.json,"[99.997916665, -7.997936665000001, 132.99794306500002, 17.002083335]",1
