generated_at,attestation_chain,status,method,station_code_status_scan_id,upstream_evidence_id,upstream_source,iso3,country,source_station_id,source_station_name,source_station_type,station_code_source_lane,source_record_keys,exact_station_code_or_id_found,station_address,latitude,longitude,station_equipment_count,pollutant_list,pm25_row_or_equipment_listed,pm25_observation_rows,pm25_latest_value,pm25_latest_timestamp,station_description_operating_context,station_description_excerpt,station_test_mode_flag,bmkg_payload_station_link_found,bmkg_payload_xml_filename_found,uzbekistan_blocker_type,uzbekistan_detail_age_days,uzbekistan_detail_pm25_value_status,uzbekistan_region_updating_data_status,source_context_terms,station_method_table_found,instrument_model_available,calibration_status_available,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,source_scan_decision,reader_use,non_claim
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_ktb2,IDN-row_level_pm25_portal_or_api-pm25_ktb2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_ktb2,Kototabang,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,8.3,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_mdn2,IDN-row_level_pm25_portal_or_api-pm25_mdn2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_mdn2,Medan,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,35.2,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_mrs,IDN-row_level_pm25_portal_or_api-pm25_mrs,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_mrs,Maros,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,23.5,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_msg,IDN-row_level_pm25_portal_or_api-pm25_msg,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_msg,Pesawaran,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,44.8,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_pbb,IDN-row_level_pm25_portal_or_api-pm25_pbb,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_pbb,Bengkulu,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,20.5,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_pk2,IDN-row_level_pm25_portal_or_api-pm25_pk2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_pk2,Pekanbaru,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,10.6,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_pl3,IDN-row_level_pm25_portal_or_api-pm25_pl3,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_pl3,Talang Betutu Palembang,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,11.1,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_plb4,IDN-row_level_pm25_portal_or_api-pm25_plb4,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_plb4,Musi 2 Palembang,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,15.3,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_pr2,IDN-row_level_pm25_portal_or_api-pm25_pr2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_pr2,Palangkaraya,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,3.2,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_ptn2,IDN-row_level_pm25_portal_or_api-pm25_ptn2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_ptn2,Mempawah,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,11.6,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_sm2,IDN-row_level_pm25_portal_or_api-pm25_sm2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_sm2,Samarinda,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,9.4,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_smg,IDN-row_level_pm25_portal_or_api-pm25_smg,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_smg,Semarang,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,42.2,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_spd,IDN-row_level_pm25_portal_or_api-pm25_spd,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_spd,Kubu Raya,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,10.0,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_srg,IDN-row_level_pm25_portal_or_api-pm25_srg,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_srg,Sorong,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,4.9,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_tj2,IDN-row_level_pm25_portal_or_api-pm25_tj2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_tj2,Tanjung Harapan,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,4.5,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_yky,IDN-row_level_pm25_portal_or_api-pm25_yky,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_yky,Sleman,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,34.8,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,UZB-station-code-status-107,UZB-blocker-followup-107,generated\air-monitoring-uzbekistan-blocker-row-followup.csv,UZB,Uzbekistan,107,Атмосфера ҳавоси мониторинги автоматлаштирилган станцияси,official Uzhydromet station-detail page,uzbekistan_blocker_followup_carried_forward,prior_uzbekistan_blocker_official_region_table_1|prior_uzbekistan_blocker_official_station_detail_107|prior_uzbekistan_blocker_official_station_detail_728|prior_uzbekistan_blocker_official_region_table_2|prior_uzbekistan_blocker_official_station_detail_737,True,"Uzgidromet, Yunusabad district (reference point: Observation site, observatory)",,,,PM2.5,True,1,13.698,01.05.2026 15:00,False,Use as a current-status blocker: the exact official detail page is older than 30 days and the regional table says Updating data.,False,False,False,stale_detail,49,positive,True,exact_station_id|detail_page|region_row,False,False,False,False,False,False,False,uzbekistan_exact_blocker_still_unresolved_keep_blocked,Use as a carried-forward blocker. The exact public row remains unresolved and must stay out of monitor-grade and station-radius assumptions.,"This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,UZB-station-code-status-728,UZB-blocker-followup-728,generated\air-monitoring-uzbekistan-blocker-row-followup.csv,UZB,Uzbekistan,728,Sergili,official Uzhydromet station-detail page,uzbekistan_blocker_followup_carried_forward,prior_uzbekistan_blocker_official_region_table_1|prior_uzbekistan_blocker_official_station_detail_107|prior_uzbekistan_blocker_official_station_detail_728|prior_uzbekistan_blocker_official_region_table_2|prior_uzbekistan_blocker_official_station_detail_737,True,Sergili,,,,PM2.5,True,1,-9999,16.06.2026 15:00,False,"Use as a QA blocker: the exact official detail page is recent but the PM2.5 value is the -9999 sentinel, so the row cannot support a station-radius or current-status claim.",False,False,False,sentinel_pm25,3,sentinel_minus_9999,False,exact_station_id|detail_page|region_row|horiba_hint,False,False,False,False,False,False,False,uzbekistan_exact_blocker_still_unresolved_keep_blocked,Use as a carried-forward blocker. The exact public row remains unresolved and must stay out of monitor-grade and station-radius assumptions.,"This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,UZB-station-code-status-737,UZB-blocker-followup-737,generated\air-monitoring-uzbekistan-blocker-row-followup.csv,UZB,Uzbekistan,737,Akhangaran,official Uzhydromet station-detail page,uzbekistan_blocker_followup_carried_forward,prior_uzbekistan_blocker_official_region_table_1|prior_uzbekistan_blocker_official_station_detail_107|prior_uzbekistan_blocker_official_station_detail_728|prior_uzbekistan_blocker_official_region_table_2|prior_uzbekistan_blocker_official_station_detail_737,True,,,,,PM2.5,True,1,14.56,10.05.2026 14:00,False,Use as a current-status blocker: the exact official detail page is older than 30 days and the regional table says Updating data.,False,False,False,stale_detail,40,positive,True,exact_station_id|detail_page|region_row,False,False,False,False,False,False,False,uzbekistan_exact_blocker_still_unresolved_keep_blocked,Use as a carried-forward blocker. The exact public row remains unresolved and must stay out of monitor-grade and station-radius assumptions.,"This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
