division_name,district_name,upazila_name,join_key,registry_records,active_facilities,active_clinical_facilities,coordinate_facilities,osm_health,osm_hospital,osm_clinic,osm_doctors,osm_to_active_clinical_ratio,registry_minus_osm_clinical,registry_gap_share,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,underobserved_buildings_3km_p85_proxy,has_open_buildings_denominator,has_osm_boundary_match
Dhaka,Gopalganj,Kotalipara,gopalganj|kotalipara,94,94,74,63,1,1,0,0,0.0135,73,0.9865,11980,33083,37786,32636,1,1
Khulna,Bagerhat,Morrelganj,bagerhat|morrelganj,95,95,80,80,8,0,8,0,0.1,72,0.9,18780,36144,36380,32530,1,1
Chattogram,Cox's Bazar,Cox's Bazar Sadar,coxs bazar|coxs bazar sadar,107,107,71,71,14,13,0,1,0.1972,57,0.8028,20283,40344,41545,32389,1,1
Dhaka,Munshiganj,Gazaria,munshiganj|gazaria,52,52,37,44,1,1,0,0,0.027,36,0.973,17944,33187,33514,32290,1,1
Chattogram,Noakhali,Noakhali Sadar,noakhali|noakhali sadar,172,172,109,151,5,5,0,0,0.0459,104,0.9541,17232,33636,36523,32093,1,1
Chattogram,Noakhali,Senbagh,noakhali|senbagh,66,66,49,51,2,1,1,0,0.0408,47,0.9592,21046,33416,33514,32052,1,1
Rajshahi,Naogaon,Porsha,naogaon|porsha,28,28,23,21,1,1,0,0,0.0435,22,0.9565,12510,33228,33779,31783,1,1
Rajshahi,Pabna,Atgharia,pabna|atgharia,34,34,29,26,0,0,0,0,0.0,29,1.0,14835,31750,32977,31750,1,1
Chattogram,Chattogram,Banshkhali,chattogram|banshkhali,77,77,63,55,0,0,0,0,0.0,63,1.0,13587,31719,36483,31719,1,1
Dhaka,Madaripur,Kalkini,madaripur|kalkini,76,76,62,57,1,1,0,0,0.0161,61,0.9839,14890,32194,32781,31675,1,1
Rajshahi,Naogaon,Dhamoirhat,naogaon|dhamoirhat,37,37,32,27,3,3,0,0,0.0938,29,0.9062,11350,34942,36080,31666,1,1
Chattogram,Chattogram,Raozan,chattogram|raozan,80,80,64,63,8,5,1,2,0.125,56,0.875,22882,36051,36058,31545,1,1
Chattogram,Chandpur,Faridganj,chandpur|faridganj,89,89,71,64,1,1,0,0,0.0141,70,0.9859,18695,31974,31974,31524,1,1
Rangpur,Rangpur,Pirgachha,rangpur|pirgachha,60,60,56,52,0,0,0,0,0.0,56,1.0,13432,30825,31365,30825,1,1
Rajshahi,Rajshahi,Durgapur,rajshahi|durgapur,38,38,30,27,0,0,0,0,0.0,30,1.0,11038,30812,31196,30812,1,1
Rangpur,Lalmonirhat,Hatibandha,lalmonirhat|hatibandha,63,63,56,50,1,1,0,0,0.0179,55,0.9821,14736,31196,31883,30639,1,1
Rajshahi,Naogaon,Raninagar,naogaon|raninagar,39,39,36,33,2,2,0,0,0.0556,34,0.9444,16558,32212,32315,30422,1,1
Dhaka,Rajbari,Rajbari Sadar,rajbari|rajbari sadar,119,119,85,79,5,1,3,1,0.0588,80,0.9412,16046,31985,32598,30104,1,1
Khulna,Jashore,Bagherpara,jashore|bagherpara,58,58,48,41,2,2,0,0,0.0417,46,0.9583,12861,31398,31721,30090,1,1
Rajshahi,Bogura,Adamdighi,bogura|adamdighi,50,50,41,39,2,2,0,0,0.0488,39,0.9512,18848,31172,31172,29651,1,1
Rajshahi,Bogura,Sonatola,bogura|sonatola,62,62,50,49,1,1,0,0,0.02,49,0.98,18008,30239,30593,29634,1,1
Khulna,Chuadanga,Jibannagar,chuadanga|jibannagar,59,59,38,48,0,0,0,0,0.0,38,1.0,17369,29516,30237,29516,1,0
Chattogram,Feni,Chhagalnaiya,feni|chhagalnaiya,50,50,43,34,1,1,0,0,0.0233,42,0.9767,18463,30213,30730,29510,1,1
Dhaka,Narayanganj,Bandar,narayanganj|bandar,47,47,37,30,1,1,0,0,0.027,36,0.973,19564,30276,30276,29458,1,1
Mymensingh,Jamalpur,Dewanganj,jamalpur|dewanganj,53,53,44,32,2,2,0,0,0.0455,42,0.9545,9443,30748,33394,29350,1,1
Dhaka,Faridpur,Nagarkanda,faridpur|nagarkanda,36,36,31,23,0,0,0,0,0.0,31,1.0,9415,29236,33207,29236,1,1
Rajshahi,Joypurhat,Kalai,joypurhat|kalai,29,29,24,26,0,0,0,0,0.0,24,1.0,11584,29122,32605,29122,1,1
Rajshahi,Joypurhat,Panchbibi,joypurhat|panchbibi,50,50,43,41,1,1,0,0,0.0233,42,0.9767,16203,29771,31633,29079,1,1
Dhaka,Rajbari,Baliakandi,rajbari|baliakandi,54,54,41,47,1,1,0,0,0.0244,40,0.9756,14257,29753,29972,29027,1,1
Chattogram,Chandpur,Matlab Dakshin,chandpur|matlab dakshin,67,67,47,47,1,1,0,0,0.0213,46,0.9787,15233,29505,29534,28877,1,1
Dhaka,Faridpur,Saltha,faridpur|saltha,32,32,28,22,0,0,0,0,0.0,28,1.0,9358,28830,29455,28830,1,1
Mymensingh,Mymensingh,Ishwarganj,mymensingh|ishwarganj,75,75,58,57,5,4,0,1,0.0862,53,0.9138,11955,31473,33376,28760,1,1
Chattogram,Chandpur,Shahrasti,chandpur|shahrasti,73,73,48,60,1,1,0,0,0.0208,47,0.9792,17103,29345,29345,28734,1,1
Khulna,Bagerhat,Rampal,bagerhat|rampal,53,53,45,41,2,1,1,0,0.0444,43,0.9556,15586,30042,30074,28707,1,1
Rajshahi,Bogura,Nandigram,bogura|nandigram,41,41,36,38,4,4,0,0,0.1111,32,0.8889,14116,32210,32560,28631,1,1
Rajshahi,Naogaon,Badalgachhi,naogaon|badalgachhi,43,43,36,36,5,5,0,0,0.1389,31,0.8611,17146,33238,33238,28622,1,1
Dhaka,Kishoreganj,Katiadi,kishoreganj|katiadi,71,71,57,52,2,2,0,0,0.0351,55,0.9649,19490,29485,29576,28450,1,1
Dhaka,Manikganj,Saturia,manikganj|saturia,57,57,49,35,3,3,0,0,0.0612,46,0.9388,13749,30216,30304,28366,1,1
Sylhet,Maulvibazar,Sreemangal,maulvibazar|sreemangal,70,70,54,55,4,4,0,0,0.0741,50,0.9259,16835,30582,32979,28317,1,1
Chattogram,Cumilla,Titas,cumilla|titas,48,48,40,33,0,0,0,0,0.0,40,1.0,17857,28304,28304,28304,1,1
Chattogram,Brahmanbaria,Sarail,brahmanbaria|sarail,46,46,39,25,1,1,0,0,0.0256,38,0.9744,18361,28962,32526,28219,1,1
Mymensingh,Mymensingh,Gafargaon,mymensingh|gafargaon,69,69,68,51,0,0,0,0,0.0,68,1.0,14401,28177,28521,28177,1,0
Chattogram,Chattogram,Anowara,chattogram|anowara,53,53,43,39,5,3,2,0,0.1163,38,0.8837,20234,31775,31775,28080,1,1
Chattogram,Chattogram,Lohagara,chattogram|lohagara,71,71,50,51,4,4,0,0,0.08,46,0.92,15287,30517,32342,28076,1,1
Chattogram,Brahmanbaria,Ashuganj,brahmanbaria|ashuganj,41,41,32,33,3,3,0,0,0.0938,29,0.9062,21014,30975,32708,28071,1,1
Dhaka,Manikganj,Manikganj Sadar,manikganj|manikganj sadar,186,186,111,144,20,20,0,0,0.1802,91,0.8198,17030,34165,34949,28009,1,1
Chattogram,Cox's Bazar,Teknaf,coxs bazar|teknaf,41,41,24,18,3,3,0,0,0.125,21,0.875,14328,31939,34974,27947,1,1
Khulna,Jhenaidah,Harinakunda,jhenaidah|harinakunda,48,48,39,35,1,1,0,0,0.0256,38,0.9744,12296,28503,28503,27772,1,1
Sylhet,Maulvibazar,Kamalganj,maulvibazar|kamalganj,58,58,44,49,1,1,0,0,0.0227,43,0.9773,12655,28334,30539,27690,1,1
Chattogram,Feni,Daganbhuiyan,feni|daganbhuiyan,64,64,51,48,2,2,0,0,0.0392,49,0.9608,18484,28695,28695,27570,1,1
Chattogram,Cumilla,Brahmanpara,cumilla|brahmanpara,55,55,43,49,1,1,0,0,0.0233,42,0.9767,17210,28080,28719,27427,1,1
Khulna,Magura,Sreepur,magura|sreepur,40,40,33,29,0,0,0,0,0.0,33,1.0,11701,27393,28325,27393,1,1
Khulna,Narail,Kalia,narail|kalia,62,62,54,42,11,1,6,4,0.2037,43,0.7963,16454,34375,34789,27373,1,1
Rangpur,Lalmonirhat,Kaliganj,lalmonirhat|kaliganj,58,58,48,41,4,0,4,0,0.0833,44,0.9167,13061,29822,30805,27337,1,1
Rangpur,Rangpur,Kaunia,rangpur|kaunia,35,35,32,18,0,0,0,0,0.0,32,1.0,11738,27224,28116,27224,1,1
Sylhet,Sylhet,Gowainghat,sylhet|gowainghat,43,43,38,34,2,1,1,0,0.0526,36,0.9474,8770,28694,36791,27184,1,1
Dhaka,Tangail,Gopalpur,tangail|gopalpur,57,57,45,34,2,2,0,0,0.0444,43,0.9556,13037,28313,28407,27055,1,1
Mymensingh,Netrakona,Kalmakanda,netrakona|kalmakanda,50,50,43,31,1,1,0,0,0.0233,42,0.9767,8313,27678,33742,27034,1,1
Khulna,Khulna,Rupsa,khulna|rupsa,37,37,35,27,3,1,2,0,0.0857,32,0.9143,19018,29510,29911,26981,1,1
Mymensingh,Mymensingh,Gouripur,mymensingh|gouripur,48,48,47,23,0,0,0,0,0.0,47,1.0,7449,26821,31644,26821,1,0
Sylhet,Sylhet,Golapganj,sylhet|golapganj,57,57,48,35,1,1,0,0,0.0208,47,0.9792,12561,27225,29343,26658,1,1
Rangpur,Panchagarh,Boda,panchagarh|boda,46,46,42,38,8,7,0,1,0.1905,34,0.8095,11764,32889,42591,26624,1,1
Chattogram,Feni,Sonagazi,feni|sonagazi,54,54,45,37,1,1,0,0,0.0222,44,0.9778,15064,27198,27421,26594,1,1
Dhaka,Faridpur,Bhanga,faridpur|bhanga,78,78,58,54,2,2,0,0,0.0345,56,0.9655,12168,27452,27740,26505,1,1
Rajshahi,Natore,Gurudaspur,natore|gurudaspur,49,49,38,40,5,3,2,0,0.1316,33,0.8684,16842,30509,30509,26495,1,1
Rangpur,Gaibandha,Fulchhari,gaibandha|fulchhari,36,36,33,24,0,0,0,0,0.0,33,1.0,10311,26472,31630,26472,1,1
Dhaka,Narsingdi,Belabo,narsingdi|belabo,53,53,46,35,2,1,1,0,0.0435,44,0.9565,14978,27606,27606,26406,1,1
Barishal,Patuakhali,Bauphal,patuakhali|bauphal,116,116,81,88,1,1,0,0,0.0123,80,0.9877,11836,26699,27677,26369,1,1
Chattogram,Chattogram,Sandwip,chattogram|sandwip,66,66,61,37,0,0,0,0,0.0,61,1.0,11538,26359,28376,26359,1,1
Chattogram,Cumilla,Lalmi,cumilla|lalmi,30,30,24,25,0,0,0,0,0.0,24,1.0,13796,26350,26350,26350,1,0
Chattogram,Brahmanbaria,Akhaura,brahmanbaria|akhaura,45,45,24,35,2,2,0,0,0.0833,22,0.9167,17761,28719,28916,26326,1,1
Barishal,Barguna,Amtali,barguna|amtali,63,63,48,50,4,1,3,0,0.0833,44,0.9167,10553,28649,29648,26262,1,1
Sylhet,Maulvibazar,Kulaura,maulvibazar|kulaura,94,94,68,58,3,3,0,0,0.0441,65,0.9559,10790,27390,30475,26182,1,1
Mymensingh,Netrakona,Durgapur,netrakona|durgapur,62,62,47,41,5,4,1,0,0.1064,42,0.8936,8784,29254,32925,26142,1,1
Chattogram,Chattogram,Chandanaish,chattogram|chandanaish,59,59,43,51,1,1,0,0,0.0233,42,0.9767,17026,26676,27362,26056,1,1
Rangpur,Dinajpur,Bochaganj,dinajpur|bochaganj,43,43,32,33,1,1,0,0,0.0312,31,0.9688,6724,26719,37501,25884,1,1
Dhaka,Kishoreganj,Bhairab,kishoreganj|bhairab,80,80,49,73,4,4,0,0,0.0816,45,0.9184,16683,28140,28795,25843,1,1
Rajshahi,Rajshahi,Bagha,rajshahi|bagha,55,55,35,48,0,0,0,0,0.0,35,1.0,13412,25570,26207,25570,1,1
Rajshahi,Sirajganj,Kazipur,sirajganj|kazipur,81,81,69,72,0,0,0,0,0.0,69,1.0,10411,25547,29412,25547,1,1
Rajshahi,Pabna,Bera,pabna|bera,78,78,55,50,7,1,5,1,0.1273,48,0.8727,16333,29163,32362,25451,1,1
Dhaka,Faridpur,Boalmari,faridpur|boalmari,67,67,52,50,1,1,0,0,0.0192,51,0.9808,10998,25904,26220,25406,1,1
Rangpur,Dinajpur,Chirirbandar,dinajpur|chirirbandar,65,65,60,46,0,0,0,0,0.0,60,1.0,6769,25391,45460,25391,1,1
Dhaka,Dhaka,Demra,dhaka|demra,45,45,20,41,2,2,0,0,0.1,18,0.9,25598,28197,28197,25377,1,1
Mymensingh,Netrakona,Atpara,netrakona|atpara,30,30,29,26,1,1,0,0,0.0345,28,0.9655,9845,26216,26732,25312,1,1
Barishal,Barishal,Gaurnadi,barishal|gaurnadi,102,102,59,86,1,1,0,0,0.0169,58,0.9831,17536,25732,25880,25296,1,1
Rangpur,Panchagarh,Panchagarh Sadar,panchagarh|panchagarh sadar,65,65,54,45,13,7,5,1,0.2407,41,0.7593,14206,33091,44986,25125,1,1
Rajshahi,Natore,Bagatipara,natore|bagatipara,34,34,27,26,0,0,0,0,0.0,27,1.0,11432,25034,25192,25034,1,0
Dhaka,Faridpur,Madhukhali,faridpur|madhukhali,69,69,50,53,1,1,0,0,0.02,49,0.98,12832,25519,25587,25009,1,1
Dhaka,Dhaka,Bhatara,dhaka|bhatara,56,56,13,49,0,0,0,0,0.0,13,1.0,21953,24944,24944,24944,1,0
Dhaka,Munshiganj,Tongibari,munshiganj|tongibari,57,57,41,33,2,1,1,0,0.0488,39,0.9512,13864,26137,26945,24862,1,1
Sylhet,Habiganj,Habiganj Sadar,habiganj|habiganj sadar,123,123,72,92,11,8,3,0,0.1528,61,0.8472,19135,29318,31318,24839,1,1
Sylhet,Sunamganj,Chhatak,sunamganj|chhatak,67,67,54,41,1,1,0,0,0.0185,53,0.9815,10767,25282,27475,24814,1,1
Rangpur,Gaibandha,Palashbari,gaibandha|palashbari,66,66,51,47,3,3,0,0,0.0588,48,0.9412,14662,26072,26339,24538,1,1
Dhaka,Madaripur,Shibchar,madaripur|shibchar,122,122,100,70,3,2,1,0,0.03,97,0.97,8736,25275,26355,24517,1,1
Barishal,Bhola,Charfession,bhola|charfession,135,135,101,96,1,1,0,0,0.0099,100,0.9901,11857,24671,24718,24427,1,1
Khulna,Satkhira,Kaliganj,satkhira|kaliganj,86,86,76,63,3,2,1,0,0.0395,73,0.9605,14089,25383,25876,24381,1,1
Rajshahi,Pabna,Faridpur,pabna|faridpur,42,42,31,35,2,2,0,0,0.0645,29,0.9355,14458,26051,26499,24370,1,1
Rangpur,Nilphamari,Dimla,nilphamari|dimla,53,53,48,36,3,3,0,0,0.0625,45,0.9375,11182,25814,30935,24201,1,1
Dhaka,Tangail,Delduar,tangail|delduar,42,42,37,16,3,3,0,0,0.0811,34,0.9189,10287,26320,26366,24186,1,1
Dhaka,Tangail,Basail,tangail|basail,45,45,34,32,3,1,2,0,0.0882,31,0.9118,13760,26470,26520,24134,1,1
Chattogram,Noakhali,Chatkhil,noakhali|chatkhil,78,78,53,76,1,1,0,0,0.0189,52,0.9811,10602,24583,24746,24119,1,1
Khulna,Magura,Shalikha,magura|shalikha,43,43,35,35,1,1,0,0,0.0286,34,0.9714,10429,24592,25151,23889,1,1
Khulna,Meherpur,Meherpur Sadar,meherpur|meherpur sadar,94,94,58,82,9,4,5,0,0.1552,49,0.8448,13303,28145,37043,23778,1,1
Sylhet,Sunamganj,Sunamganj Sadar,sunamganj|sunamganj sadar,98,98,62,49,1,1,0,0,0.0161,61,0.9839,10856,24070,27585,23682,1,1
Dhaka,Shariatpur,Shariatpur Sadar,shariatpur|shariatpur sadar,77,77,53,57,6,6,0,0,0.1132,47,0.8868,12134,26672,26938,23653,1,1
Rajshahi,Sirajganj,Kamarkhanda,sirajganj|kamarkhanda,32,32,27,25,1,1,0,0,0.037,26,0.963,6496,24445,29672,23540,1,1
Dhaka,Munshiganj,Lohajang,munshiganj|lohajang,52,52,39,37,0,0,0,0,0.0,39,1.0,14697,23486,25262,23486,1,1
Chattogram,Cumilla,Monoharganj,cumilla|monoharganj,48,48,39,36,5,3,2,0,0.1282,34,0.8718,12341,26919,26919,23468,1,1
Chattogram,Chattogram,Sitakunda,chattogram|sitakunda,66,66,45,40,15,12,2,1,0.3333,30,0.6667,19085,35067,37749,23378,1,1
Chattogram,Lakshmipur,Ramganj,lakshmipur|ramganj,84,84,55,61,2,2,0,0,0.0364,53,0.9636,13995,24143,24549,23265,1,1
Rajshahi,Sirajganj,Tarash,sirajganj|tarash,60,60,46,46,3,3,0,0,0.0652,43,0.9348,10951,24885,25709,23262,1,1
Dhaka,Madaripur,Madaripur Sadar,madaripur|madaripur sadar,107,107,80,72,9,8,1,0,0.1125,71,0.8875,16344,26164,26192,23221,1,1
Rangpur,Gaibandha,Saghata,gaibandha|saghata,70,70,58,46,1,1,0,0,0.0172,57,0.9828,15761,23624,23771,23217,1,1
Mymensingh,Mymensingh,Nandail,mymensingh|nandail,70,70,54,51,1,1,0,0,0.0185,53,0.9815,8557,23579,27763,23142,1,1
Mymensingh,Sherpur,Nakla,sherpur|nakla,53,53,43,28,4,2,1,1,0.093,39,0.907,10993,25507,25624,23134,1,1
Barishal,Patuakhali,Patuakhali Sadar,patuakhali|patuakhali sadar,168,168,104,127,10,6,4,0,0.0962,94,0.9038,14043,25577,25778,23118,1,1
Sylhet,Sylhet,Kanaighat,sylhet|kanaighat,52,52,40,38,1,1,0,0,0.025,39,0.975,8299,23658,26545,23067,1,1
Chattogram,Noakhali,Companiganj,noakhali|companiganj,74,74,51,60,0,0,0,0,0.0,51,1.0,11688,22909,23708,22909,1,1
Rajshahi,Rajshahi,Rajpara,rajshahi|rajpara,155,155,63,145,26,12,14,0,0.4127,37,0.5873,28055,38420,39767,22564,1,1
Dhaka,Kishoreganj,Karimganj,kishoreganj|karimganj,62,62,52,34,1,1,0,0,0.0192,51,0.9808,10889,22982,23412,22540,1,1
Dhaka,Shariatpur,Zanjira,shariatpur|zanjira,49,49,42,23,3,2,0,1,0.0714,39,0.9286,9830,24254,24822,22522,1,1
Dhaka,Shariatpur,Naria,shariatpur|naria,72,72,60,46,4,2,2,0,0.0667,56,0.9333,16375,24041,24208,22438,1,1
Chattogram,Cumilla,Meghna,cumilla|meghna,35,35,24,33,0,0,0,0,0.0,24,1.0,11720,22307,22307,22307,1,1
Barishal,Pirojpur,Mathbaria,pirojpur|mathbaria,118,118,76,94,1,1,0,0,0.0132,75,0.9868,10173,22599,26379,22302,1,1
Rangpur,Gaibandha,Sundarganj,gaibandha|sundarganj,98,98,83,51,1,1,0,0,0.012,82,0.988,9783,22419,22705,22149,1,1
Chattogram,Cox's Bazar,Ramu,coxs bazar|ramu,57,57,47,28,3,3,0,0,0.0638,44,0.9362,11342,23656,25633,22146,1,1
Rajshahi,Bogura,Shajahanpur,bogura|shajahanpur,53,53,46,41,25,22,2,1,0.5435,21,0.4565,27797,48465,49203,22125,1,1
Rangpur,Panchagarh,Atwari,panchagarh|atwari,24,24,23,21,1,1,0,0,0.0435,22,0.9565,7901,23128,27981,22122,1,1
Mymensingh,Sherpur,Nalitabari,sherpur|nalitabari,64,64,54,40,11,10,0,1,0.2037,43,0.7963,12257,27731,29011,22082,1,1
Chattogram,Khagrachari,Ramgarh,khagrachari|ramgarh,29,29,21,20,0,0,0,0,0.0,21,1.0,7653,21947,24266,21947,1,1
Rajshahi,Chapainawabganj,Nachole,chapainawabganj|nachole,31,31,24,27,1,1,0,0,0.0417,23,0.9583,8013,22868,25633,21915,1,1
Chattogram,Brahmanbaria,Nasirnagar,brahmanbaria|nasirnagar,46,46,38,27,1,1,0,0,0.0263,37,0.9737,13018,22255,22782,21669,1,1
Mymensingh,Sherpur,Sreebardi,sherpur|sreebardi,67,67,58,42,0,0,0,0,0.0,58,1.0,11887,21627,23134,21627,1,1
Barishal,Barishal,Wazirpur,barishal|wazirpur,72,72,50,66,3,1,2,0,0.06,47,0.94,13389,22979,23130,21600,1,1
Dhaka,Dhaka,Mirpur,dhaka|mirpur,167,167,92,135,29,21,4,4,0.3152,63,0.6848,30731,31512,31516,21579,1,1
Mymensingh,Mymensingh,Tarakanda,mymensingh|tarakanda,55,55,49,39,0,0,0,0,0.0,49,1.0,7921,21530,23437,21530,1,0
Rangpur,Kurigram,Bhurungamari,kurigram|bhurungamari,68,68,57,58,1,1,0,0,0.0175,56,0.9825,5982,21809,32359,21426,1,1
Dhaka,Rajbari,Kalukhali,rajbari|kalukhali,34,34,32,27,0,0,0,0,0.0,32,1.0,8204,21212,21521,21212,1,1
Khulna,Khulna,Koyra,khulna|koyra,55,55,50,25,11,0,11,0,0.22,39,0.78,10592,27096,29750,21135,1,1
Dhaka,Manikganj,Harirampur,manikganj|harirampur,53,53,46,30,1,1,0,0,0.0217,45,0.9783,7707,21521,23260,21053,1,1
Dhaka,Gopalganj,Kashiani,gopalganj|kashiani,89,89,66,40,2,1,1,0,0.0303,64,0.9697,7596,21614,24230,20959,1,1
Mymensingh,Sherpur,Jhenaigati,sherpur|jhenaigati,39,39,37,25,3,3,0,0,0.0811,34,0.9189,6711,22796,27916,20948,1,1
Rajshahi,Rajshahi,Mohanpur,rajshahi|mohanpur,38,38,32,28,1,1,0,0,0.0312,31,0.9688,9739,21605,23406,20930,1,1
Khulna,Bagerhat,Chitalmari,bagerhat|chitalmari,40,40,33,33,7,2,5,0,0.2121,26,0.7879,10284,26405,27686,20804,1,1
Rajshahi,Joypurhat,Khetlal,joypurhat|khetlal,31,31,23,23,0,0,0,0,0.0,23,1.0,10349,20764,20764,20764,1,1
Rangpur,Lalmonirhat,Aditmari,lalmonirhat|aditmari,50,50,47,40,0,0,0,0,0.0,47,1.0,11893,20538,20696,20538,1,1
Sylhet,Habiganj,Bahubal,habiganj|bahubal,35,35,28,23,0,0,0,0,0.0,28,1.0,6594,20478,26988,20478,1,1
Rajshahi,Joypurhat,Akkelpur,joypurhat|akkelpur,36,36,28,33,1,1,0,0,0.0357,27,0.9643,13078,21188,21188,20431,1,1
Chattogram,Lakshmipur,Ramgati,lakshmipur|ramgati,46,46,35,31,0,0,0,0,0.0,35,1.0,7439,20378,20384,20378,1,1
Sylhet,Sylhet,Bishwanath,sylhet|bishwanath,37,37,30,28,1,1,0,0,0.0333,29,0.9667,6728,21024,22804,20323,1,1
Barishal,Barishal,Bakerganj,barishal|bakerganj,102,102,83,95,1,1,0,0,0.012,82,0.988,9376,20567,21121,20319,1,1
Dhaka,Dhaka,Dakshinkhan,dhaka|dakshinkhan,30,30,11,26,2,2,0,0,0.1818,9,0.8182,22561,24759,24759,20257,1,1
Rangpur,Rangpur,Taraganj,rangpur|taraganj,27,27,22,21,4,4,0,0,0.1818,18,0.8182,7918,24722,28134,20227,1,1
Rangpur,Nilphamari,Kishoreganj,nilphamari|kishoreganj,47,47,45,35,2,2,0,0,0.0444,43,0.9556,10485,21116,23548,20178,1,1
Khulna,Magura,Mohammadpur,magura|mohammadpur,50,50,40,35,0,0,0,0,0.0,40,1.0,10872,20177,20177,20177,1,1
Dhaka,Kishoreganj,Bajitpur,kishoreganj|bajitpur,55,55,43,25,1,1,0,0,0.0233,42,0.9767,10810,20637,20756,20157,1,1
Khulna,Khulna,Terokhada,khulna|terokhada,31,31,27,24,1,1,0,0,0.037,26,0.963,9175,20928,21148,20153,1,1
Dhaka,Tangail,Dhanbari,tangail|dhanbari,51,51,37,44,9,7,1,1,0.2432,28,0.7568,14933,26443,26444,20011,1,1
Chattogram,Feni,Parshuram,feni|parshuram,26,26,20,15,1,1,0,0,0.05,19,0.95,7333,21005,22489,19955,1,1
Chattogram,Noakhali,Subarnachar,noakhali|subarnachar,41,41,33,34,0,0,0,0,0.0,33,1.0,5299,19935,22232,19935,1,1
Mymensingh,Mymensingh,Bhaluka,mymensingh|bhaluka,112,112,84,65,9,8,1,0,0.1071,75,0.8929,12780,22279,22322,19892,1,1
Chattogram,Lakshmipur,Raipur,lakshmipur|raipur,71,71,56,55,3,3,0,0,0.0536,53,0.9464,12622,21015,21367,19889,1,1
Rangpur,Dinajpur,Birampur,dinajpur|birampur,59,59,40,48,11,4,6,1,0.275,29,0.725,11889,27277,28353,19776,1,1
Khulna,Kushtia,Khoksa,kushtia|khoksa,42,42,32,30,1,1,0,0,0.0312,31,0.9688,8983,20356,20843,19720,1,1
Rajshahi,Rajshahi,Tanore,rajshahi|tanore,42,42,34,35,2,2,0,0,0.0588,32,0.9412,7528,20854,25231,19627,1,1
Sylhet,Maulvibazar,Barlekha,maulvibazar|barlekha,52,52,38,31,4,4,0,0,0.1053,34,0.8947,7079,21931,23348,19622,1,1
Chattogram,Khagrachari,Matiranga,khagrachari|matiranga,44,44,34,13,1,1,0,0,0.0294,33,0.9706,5621,20164,23757,19571,1,1
Chattogram,Lakshmipur,Kamalnagar,lakshmipur|kamalnagar,52,52,33,46,0,0,0,0,0.0,33,1.0,10447,19424,19826,19424,1,1
Mymensingh,Mymensingh,Dhobaura,mymensingh|dhobaura,38,38,33,24,2,2,0,0,0.0606,31,0.9394,6930,20565,24268,19319,1,1
Barishal,Barguna,Barguna Sadar,barguna|barguna sadar,101,101,64,89,12,1,11,0,0.1875,52,0.8125,13604,23741,23999,19290,1,1
Khulna,Bagerhat,Mongla,bagerhat|mongla,37,37,27,27,7,2,5,0,0.2593,20,0.7407,9798,25988,26317,19250,1,1
Sylhet,Sylhet,Dakshin Surma,sylhet|dakshin surma,38,38,35,20,1,1,0,0,0.0286,34,0.9714,6820,19805,23050,19239,1,1
Dhaka,Manikganj,Ghior,manikganj|ghior,42,42,37,26,4,4,0,0,0.1081,33,0.8919,8163,21537,23244,19209,1,1
Dhaka,Dhaka,Dohar,dhaka|dohar,54,54,36,39,3,3,0,0,0.0833,33,0.9167,9737,20868,21047,19129,1,1
Sylhet,Habiganj,Baniachong,habiganj|baniachong,49,49,41,29,1,1,0,0,0.0244,40,0.9756,9996,19601,22682,19123,1,1
Rangpur,Panchagarh,Tentulia,panchagarh|tentulia,28,28,25,17,0,0,0,0,0.0,25,1.0,5423,19120,23877,19120,1,1
Chattogram,Cox's Bazar,Pekua,coxs bazar|pekua,33,33,28,19,0,0,0,0,0.0,28,1.0,7512,19111,21483,19111,1,1
Sylhet,Habiganj,Nabiganj,habiganj|nabiganj,71,71,56,43,2,2,0,0,0.0357,54,0.9643,8170,19800,22265,19093,1,1
Khulna,Bagerhat,Fakirhat,bagerhat|fakirhat,43,43,37,40,4,1,3,0,0.1081,33,0.8919,11868,21122,21154,18839,1,1
Chattogram,Chattogram,Karnaphuli,chattogram|karnaphuli,19,19,18,14,0,0,0,0,0.0,18,1.0,14219,18741,18741,18741,1,0
Sylhet,Sunamganj,Jagannathpur,sunamganj|jagannathpur,49,49,34,41,1,1,0,0,0.0294,33,0.9706,7780,18980,20456,18422,1,1
Chattogram,Chattogram,Boalkhali,chattogram|boalkhali,56,56,42,49,4,3,1,0,0.0952,38,0.9048,8868,20315,20316,18380,1,1
Barishal,Barishal,Muladi,barishal|muladi,48,48,38,29,1,1,0,0,0.0263,37,0.9737,9516,18829,19700,18334,1,1
Dhaka,Kishoreganj,Kuliarchar,kishoreganj|kuliarchar,36,36,29,25,2,2,0,0,0.069,27,0.931,10386,19572,19572,18222,1,1
Sylhet,Sylhet,Beanibazar,sylhet|beanibazar,61,61,47,39,7,7,0,0,0.1489,40,0.8511,9300,21319,22389,18144,1,1
Chattogram,Noakhali,Hatiya,noakhali|hatiya,75,75,59,50,4,1,3,0,0.0678,55,0.9322,7392,19442,20479,18124,1,1
Sylhet,Maulvibazar,Rajnagar,maulvibazar|rajnagar,42,42,36,32,1,1,0,0,0.0278,35,0.9722,9032,18589,19027,18073,1,1
