iso3,year,outcome_indicator,outcome_label,outcome_value,tasmax,tr,txx,tasmax_anomaly,txx_anomaly,tr_anomaly,herfindahl_generation,herfindahl_capacity,generation_coverage,top_fuel_generation
IDN,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.4978,25.46,352.07,27.6,0.30900000000000105,0.25533333333333275,2.275666666666666,0.5465,0.4408,0.972,Coal
IDN,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.68,25.46,351.83,27.7,0.30900000000000105,0.3553333333333306,2.035666666666657,0.5465,0.4408,0.972,Coal
IDN,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.92,25.46,351.83,27.7,0.30900000000000105,0.3553333333333306,2.035666666666657,0.5465,0.4408,0.972,Coal
IDN,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.9528,25.46,351.83,27.7,0.30900000000000105,0.3553333333333306,2.035666666666657,0.5465,0.4408,0.972,Coal
IDN,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.61,25.59,352.57,27.97,0.43900000000000006,0.6253333333333302,2.775666666666666,0.5465,0.4408,0.972,Coal
IDN,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.56,25.59,352.57,27.97,0.43900000000000006,0.6253333333333302,2.775666666666666,0.5465,0.4408,0.972,Coal
IDN,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.819,25.59,352.57,27.97,0.43900000000000006,0.6253333333333302,2.775666666666666,0.5465,0.4408,0.972,Coal
IND,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,33.65,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
IND,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.31,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
IND,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,18.9202,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
IND,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.91,24.49,297.93,34.04,0.2793333333333301,0.25200000000000244,3.1416666666667084,0.5858,0.4548,0.997,Coal
IND,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.2,24.49,297.93,34.04,0.2793333333333301,0.25200000000000244,3.1416666666667084,0.5858,0.4548,0.997,Coal
IND,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.5763,24.49,297.93,34.04,0.2793333333333301,0.25200000000000244,3.1416666666667084,0.5858,0.4548,0.997,Coal
IND,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.42,24.85,304.06,34.29,0.6393333333333331,0.5020000000000024,9.271666666666704,0.5858,0.4548,0.997,Coal
IND,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,1.72,24.85,304.06,34.29,0.6393333333333331,0.5020000000000024,9.271666666666704,0.5858,0.4548,0.997,Coal
IND,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.091,24.85,304.06,34.29,0.6393333333333331,0.5020000000000024,9.271666666666704,0.5858,0.4548,0.997,Coal
IND,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,7.68,24.73,298.3,34.24,0.5193333333333321,0.4520000000000053,3.511666666666713,0.5858,0.4548,0.997,Coal
IND,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.88,24.73,298.3,34.24,0.5193333333333321,0.4520000000000053,3.511666666666713,0.5858,0.4548,0.997,Coal
IND,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.484,24.73,298.3,34.24,0.5193333333333321,0.4520000000000053,3.511666666666713,0.5858,0.4548,0.997,Coal
IND,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,6.92,24.53,297.95,33.82,0.3193333333333328,0.03200000000000358,3.16166666666669,0.5858,0.4548,0.997,Coal
IND,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.78,24.53,297.95,33.82,0.3193333333333328,0.03200000000000358,3.16166666666669,0.5858,0.4548,0.997,Coal
IND,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.0342,24.53,297.95,33.82,0.3193333333333328,0.03200000000000358,3.16166666666669,0.5858,0.4548,0.997,Coal
IND,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.59,24.5,294.16,34.59,0.28933333333333167,0.8020000000000067,-0.6283333333332735,0.5858,0.4548,0.997,Coal
IND,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.73,24.5,294.16,34.59,0.28933333333333167,0.8020000000000067,-0.6283333333332735,0.5858,0.4548,0.997,Coal
IND,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.7158,24.5,294.16,34.59,0.28933333333333167,0.8020000000000067,-0.6283333333332735,0.5858,0.4548,0.997,Coal
KAZ,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,1.3,6.32,84.6,30.48,-0.7253333333333334,0.3423333333333325,3.7449999999999903,0.8277,0.7389,1.0,Coal
KAZ,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.87,7.85,86.03,31.44,0.804666666666666,1.3023333333333333,5.174999999999997,0.8277,0.7389,1.0,Coal
KAZ,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.85,7.72,82.77,29.14,0.6746666666666661,-0.9976666666666674,1.914999999999992,0.8277,0.7389,1.0,Coal
KAZ,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.82,7.6,89.19,31.05,0.554666666666666,0.9123333333333328,8.334999999999994,0.8277,0.7389,1.0,Coal
KAZ,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.84,6.36,78.79,30.43,-0.6853333333333333,0.2923333333333318,-2.0649999999999977,0.8277,0.7389,1.0,Coal
KAZ,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.96,7.82,81.01,31.03,0.7746666666666666,0.8923333333333332,0.15500000000000114,0.8277,0.7389,1.0,Coal
KGZ,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,40.1,0.49,10.84,17.29,-0.07099999999999995,0.21599999999999753,0.37299999999999933,0.8063,0.6758,0.986,Hydro
KGZ,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,11.9,1.12,11.87,17.69,0.5590000000000002,0.6159999999999997,1.4029999999999987,0.8063,0.6758,0.986,Hydro
KHM,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,130.85,27.56,363.63,31.89,0.1386666666666656,0.11199999999999832,-0.8143333333333089,,,,
KHM,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,34.22,28.1,364.77,32.4,0.6786666666666683,0.6219999999999963,0.32566666666667743,,,,
KHM,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,24.79,28.13,365.19,33.16,0.7086666666666659,1.3819999999999943,0.7456666666666933,,,,
KHM,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,22.84,27.59,364.24,31.24,0.16866666666666674,-0.5380000000000038,-0.2043333333332953,,,,
KHM,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,27.25,27.76,364.85,31.76,0.33866666666666845,-0.018000000000000682,0.40566666666671836,,,,
KHM,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,20.78,28.09,364.59,32.49,0.6686666666666667,0.7119999999999997,0.1456666666666706,,,,
LAO,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,49.28,23.61,301.17,29.65,0.5569999999999986,1.0823333333333345,6.838999999999999,,,,
LAO,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,8.7,23.41,300.1,28.84,0.3569999999999993,0.27233333333333576,5.7690000000000055,,,,
LAO,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.83,23.27,302.14,28.35,0.21699999999999875,-0.21766666666666268,7.808999999999969,,,,
LAO,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.96,24.13,312.64,30.25,1.0769999999999982,1.682333333333336,18.30899999999997,,,,
LKA,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,12.4,26.62,363.02,29.9,0.020666666666667055,0.14633333333333098,-0.10966666666666924,0.3193,0.315,1.0,Oil
LKA,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.3,26.68,363.54,29.53,0.08066666666666578,-0.22366666666666646,0.4103333333333694,0.3193,0.315,1.0,Oil
LKA,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.8,27.23,365.19,30.6,0.6306666666666665,0.8463333333333338,2.0603333333333467,0.3193,0.315,1.0,Oil
LKA,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.8,26.77,362.97,30.03,0.17066666666666563,0.27633333333333354,-0.15966666666662377,0.3193,0.315,1.0,Oil
LKA,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.2,26.38,362.95,29.42,-0.21933333333333493,-0.3336666666666659,-0.17966666666666242,0.3193,0.315,1.0,Oil
LKA,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.0,26.92,363.64,30.22,0.32066666666666777,0.46633333333333127,0.5103333333333353,0.3193,0.315,1.0,Oil
MDV,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,353.14,27.49,365.0,29.24,0.22666666666666657,0.011666666666663161,-0.2666666666666515,,,,
MDV,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,211.84,27.34,365.0,29.13,0.07666666666666799,-0.09833333333333627,-0.2666666666666515,,,,
MDV,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,168.02,27.63,365.0,29.6,0.36666666666666714,0.37166666666666615,-0.2666666666666515,,,,
MHL,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,106.0,27.28,365.0,28.76,0.2696666666666694,0.2816666666666663,-0.2666666666666515,,,,
MHL,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,120.0,27.21,365.0,28.61,0.1996666666666691,0.13166666666666416,-0.2666666666666515,,,,
MMR,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,22.0,23.5,291.49,29.35,-0.061666666666667425,-0.5433333333333294,-1.0826666666666824,0.5314,0.538,0.959,Hydro
MMR,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,30.28,24.05,295.27,30.8,0.4883333333333333,0.9066666666666698,2.6973333333332903,0.5314,0.538,0.959,Hydro
MNG,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,75.0,1.92,37.7,25.3,0.42633333333333323,-0.565999999999999,-2.4153333333333293,0.9191,0.7971,1.0,Coal
MNG,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,93.0,2.23,42.96,26.54,0.7363333333333333,0.6739999999999995,2.8446666666666687,0.9191,0.7971,1.0,Coal
MNG,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,81.0,1.44,42.38,27.62,-0.05366666666666675,1.7540000000000013,2.2646666666666704,0.9191,0.7971,1.0,Coal
MNG,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,54.0,2.5,51.76,27.6,1.0063333333333333,1.7340000000000018,11.644666666666666,0.9191,0.7971,1.0,Coal
MNG,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,73.0,1.71,43.99,25.62,0.21633333333333327,-0.24599999999999866,3.87466666666667,0.9191,0.7971,1.0,Coal
MNG,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,62.0,2.07,43.35,24.88,0.5763333333333331,-0.9860000000000007,3.2346666666666692,0.9191,0.7971,1.0,Coal
MYS,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.6,25.61,363.75,28.31,0.08000000000000185,0.3739999999999988,-0.3100000000000023,0.4818,0.4232,1.0,Coal
MYS,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.55,25.84,364.41,28.35,0.3100000000000023,0.4140000000000015,0.35000000000002274,0.4818,0.4232,1.0,Coal
MYS,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.54,26.29,365.72,28.91,0.7600000000000016,0.9740000000000002,1.660000000000025,0.4818,0.4232,1.0,Coal
MYS,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.54,25.81,364.49,28.03,0.28000000000000114,0.0940000000000012,0.4300000000000068,0.4818,0.4232,1.0,Coal
MYS,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.68,25.86,364.44,28.3,0.33000000000000185,0.36400000000000077,0.37999999999999545,0.4818,0.4232,1.0,Coal
MYS,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.48,26.15,364.62,28.57,0.620000000000001,0.6340000000000003,0.5600000000000023,0.4818,0.4232,1.0,Coal
PAK,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,99.0,20.57,208.96,34.04,-0.04399999999999693,0.052666666666667084,-7.589333333333315,,,,
PAK,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,72.13,20.57,208.96,34.04,-0.04399999999999693,0.052666666666667084,-7.589333333333315,,,,
PAK,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,89.5955,20.57,208.96,34.04,-0.04399999999999693,0.052666666666667084,-7.589333333333315,,,,
PHL,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,6.6,25.92,358.32,28.75,0.02333333333333698,0.24466666666666725,-1.8519999999999754,0.3623,0.2528,0.999,Coal
PHL,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,5.8,26.14,359.38,28.83,0.24333333333333584,0.32466666666666555,-0.7919999999999732,0.3623,0.2528,0.999,Coal
PHL,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.23,26.5,363.07,29.17,0.6033333333333353,0.664666666666669,2.8980000000000246,0.3623,0.2528,0.999,Coal
PHL,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.59,26.12,360.52,28.61,0.22333333333333627,0.10466666666666669,0.3480000000000132,0.3623,0.2528,0.999,Coal
PHL,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.91,26.24,361.04,28.88,0.3433333333333337,0.37466666666666626,0.8680000000000518,0.3623,0.2528,0.999,Coal
PHL,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.57,26.35,361.5,29.16,0.4533333333333367,0.6546666666666674,1.3280000000000314,0.3623,0.2528,0.999,Coal
PNG,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,141.65,23.55,297.35,25.88,0.06900000000000261,0.07566666666666677,1.1930000000000405,,,,
PNG,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,172.87,23.55,295.57,26.12,0.06900000000000261,0.31566666666666876,-0.5869999999999891,,,,
PNG,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,211.33,24.0,305.69,26.25,0.5190000000000019,0.44566666666666777,9.533000000000015,,,,
PNG,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,135.95,23.74,300.92,25.94,0.25900000000000034,0.13566666666666904,4.763000000000034,,,,
PNG,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,1356.0,23.74,301.09,26.17,0.25900000000000034,0.36566666666666947,4.932999999999993,,,,
PNG,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,940.0,23.58,298.28,26.11,0.0990000000000002,0.3056666666666672,2.1229999999999905,,,,
SLB,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,8.1,26.36,365.0,27.94,0.2183333333333337,0.07099999999999795,-0.25666666666671745,,,,
SLB,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,7.0,26.3,365.0,28.07,0.158333333333335,0.20099999999999696,-0.25666666666671745,,,,
SLB,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.62,26.63,366.0,28.36,0.4883333333333333,0.4909999999999961,0.7433333333332826,,,,
SLB,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,6.62,26.51,365.0,28.1,0.36833333333333584,0.2309999999999981,-0.25666666666671745,,,,
SLB,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.6,26.45,365.0,28.24,0.30833333333333357,0.3709999999999951,-0.25666666666671745,,,,
SLB,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.1,26.49,365.0,28.1,0.3483333333333327,0.2309999999999981,-0.25666666666671745,,,,
THA,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.78,26.42,349.81,31.02,0.037333333333332774,-0.3116666666666674,-3.8783333333333303,0.5843,0.5612,0.998,Gas
THA,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.79,26.82,355.26,31.73,0.43733333333333135,0.39833333333333343,1.5716666666666583,0.5843,0.5612,0.998,Gas
THA,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.6,26.96,355.18,32.96,0.5773333333333319,1.6283333333333339,1.4916666666666742,0.5843,0.5612,0.998,Gas
THA,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.45,26.52,357.3,30.95,0.13733333333333064,-0.3816666666666677,3.611666666666679,0.5843,0.5612,0.998,Gas
THA,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.47,26.47,357.45,30.69,0.08733333333332993,-0.6416666666666657,3.761666666666656,0.5843,0.5612,0.998,Gas
THA,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.38,27.11,357.14,32.27,0.7273333333333305,0.9383333333333361,3.451666666666654,0.5843,0.5612,0.998,Gas
TJK,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,4.88,0.79,38.14,18.54,0.5783333333333334,1.0743333333333318,3.0036666666666676,1.0,0.7962,0.885,Hydro
TJK,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.17,1.01,38.33,18.49,0.7983333333333333,1.024333333333331,3.1936666666666653,1.0,0.7962,0.885,Hydro
TON,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,18.97,24.69,363.25,28.03,-0.07699999999999818,0.17833333333333456,-0.7033333333333189,,,,
TON,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,17.64,24.3,361.01,28.28,-0.46699999999999875,0.42833333333333456,-2.943333333333328,,,,
TON,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,18.75,25.09,366.0,28.62,0.3230000000000004,0.7683333333333344,2.046666666666681,,,,
TON,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,18.75,25.1,365.0,27.85,0.33300000000000196,-0.0016666666666651508,1.046666666666681,,,,
TON,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,26.0,25.0,365.0,27.72,0.23300000000000054,-0.1316666666666677,1.046666666666681,,,,
TON,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,12.31,25.0,364.99,27.97,0.23300000000000054,0.11833333333333229,1.0366666666666902,,,,
UZB,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.35,12.69,135.0,34.13,-0.7406666666666677,0.07266666666667021,3.930333333333323,0.7487,0.5091,1.0,Gas
UZB,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.34,14.08,134.76,35.76,0.6493333333333329,1.7026666666666657,3.6903333333333137,0.7487,0.5091,1.0,Gas
UZB,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.33,14.52,140.6,33.32,1.0893333333333324,-0.7373333333333321,9.530333333333317,0.7487,0.5091,1.0,Gas
UZB,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.21,13.74,138.59,35.41,0.309333333333333,1.3526666666666642,7.520333333333326,0.7487,0.5091,1.0,Gas
UZB,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.24,13.48,133.25,35.74,0.04933333333333323,1.6826666666666696,2.180333333333323,0.7487,0.5091,1.0,Gas
UZB,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,0.22,14.49,129.26,35.7,1.059333333333333,1.6426666666666705,-1.8096666666666863,0.7487,0.5091,1.0,Gas
VNM,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,32.9,24.04,299.83,30.08,0.10699999999999932,0.2623333333333342,-1.9020000000000437,0.3324,0.3178,0.999,Coal
VNM,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,21.41,24.59,310.72,30.77,0.657,0.9523333333333355,8.988,0.3324,0.3178,0.999,Coal
VNM,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,12.0,24.56,308.36,30.45,0.6269999999999989,0.6323333333333352,6.627999999999986,0.3324,0.3178,0.999,Coal
VNM,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,8.57,24.24,304.24,30.4,0.3069999999999986,0.5823333333333345,2.5079999999999814,0.3324,0.3178,0.999,Coal
VNM,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.87,24.29,309.75,30.1,0.3569999999999993,0.2823333333333373,8.017999999999972,0.3324,0.3178,0.999,Coal
VNM,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.07,24.84,314.44,30.99,0.907,1.1723333333333343,12.70799999999997,0.3324,0.3178,0.999,Coal
VUT,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.93,25.08,364.6,27.45,0.037333333333332774,-0.13700000000000045,-0.002999999999985903,,,,
VUT,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,2.32,24.98,363.86,27.87,-0.0626666666666651,0.28300000000000125,-0.742999999999995,,,,
VUT,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,3.77,25.52,365.87,28.52,0.47733333333333405,0.9329999999999998,1.266999999999996,,,,
VUT,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,6.03,25.32,365.0,27.68,0.27733333333333476,0.09299999999999997,0.39699999999999136,,,,
VUT,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,13.4,25.08,364.92,27.53,0.037333333333332774,-0.05699999999999861,0.3170000000000073,,,,
VUT,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,7.28,25.15,364.76,27.66,0.10733333333333306,0.0730000000000004,0.15699999999998226,,,,
WSM,2014,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,25.25,25.53,365.0,27.13,0.04066666666666663,0.0026666666666628203,-0.2666666666666515,,,,
WSM,2015,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,25.25,25.49,365.0,27.59,0.0006666666666639287,0.4626666666666637,-0.2666666666666515,,,,
WSM,2016,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,25.25,25.93,366.0,27.77,0.4406666666666652,0.6426666666666634,0.7333333333333485,,,,
WSM,2017,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,25.25,25.75,365.0,27.39,0.2606666666666655,0.2626666666666644,-0.2666666666666515,,,,
WSM,2018,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,16.08,25.63,365.0,27.05,0.1406666666666645,-0.07733333333333547,-0.2666666666666515,,,,
WSM,2019,IC.ELC.SAID.XD.DB1619,SAIDI under Doing Business methodology,35.88,25.95,365.0,27.64,0.4606666666666648,0.5126666666666644,-0.2666666666666515,,,,
AFG,2008,IC.FRM.INFRA.IN2,Electrical outages in a typical month,15.0,12.69,122.8,29.45,0.17433333333333145,0.7783333333333324,11.190666666666658,0.9146,0.6539,0.86,Hydro
AFG,2014,IC.FRM.INFRA.IN2,Electrical outages in a typical month,11.5,12.31,113.35,29.15,-0.20566666666666755,0.4783333333333317,1.7406666666666553,0.9146,0.6539,0.86,Hydro
ARM,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,6.44,17.34,20.61,-0.17966666666666598,-1.7289999999999992,-8.798666666666666,0.5985,0.4487,1.0,Gas
ARM,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.4,6.68,20.29,20.97,0.06033333333333335,-1.3689999999999998,-5.8486666666666665,0.5985,0.4487,1.0,Gas
ARM,2020,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.5,7.21,27.21,23.17,0.5903333333333336,0.8310000000000031,1.0713333333333352,0.5985,0.4487,1.0,Gas
AZE,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,12.37,84.59,28.63,0.11966666666666548,0.4376666666666651,-8.611999999999995,0.7201,0.3739,1.0,Gas
AZE,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.6,12.51,91.8,26.56,0.25966666666666605,-1.6323333333333352,-1.402000000000001,0.7201,0.3739,1.0,Gas
AZE,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.1,13.03,100.2,28.25,0.7796666666666656,0.05766666666666609,6.998000000000005,0.7201,0.3739,1.0,Gas
BGD,2007,IC.FRM.INFRA.IN2,Electrical outages in a typical month,100.7,25.26,307.35,32.56,-0.08800000000000097,0.8253333333333366,-2.491999999999962,0.7425,0.5959,1.0,Gas
BGD,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,64.5,25.29,311.42,31.71,-0.05800000000000338,-0.024666666666664838,1.5780000000000314,0.7425,0.5959,1.0,Gas
BTN,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.8,10.14,46.16,18.2,0.5489999999999995,0.5016666666666652,3.4496666666666655,1.0,1.0,1.0,Hydro
BTN,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.4,9.67,44.63,18.0,0.07899999999999885,0.30166666666666586,1.9196666666666715,1.0,1.0,1.0,Hydro
CHN,2012,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.1,6.63,80.37,23.91,-0.5750000000000002,-0.4269999999999996,0.8449999999999989,0.5905,0.4948,1.0,Coal
FJI,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.4,23.93,353.37,27.16,-0.4209999999999994,-0.14833333333333343,-2.6416666666666515,,,,
FSM,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,4.8,27.14,365.0,28.63,0.037333333333332774,0.019333333333335645,-0.2666666666666515,,,,
GEO,2008,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.3,8.0,40.96,23.65,-0.05966666666666676,-0.012666666666667936,-0.727333333333327,0.5074,0.5604,1.0,Hydro
GEO,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.1,8.21,35.2,21.61,0.1503333333333341,-2.052666666666667,-6.487333333333325,0.5074,0.5604,1.0,Hydro
