GID_2,GID_0GHSL,country,window_years,start_year,end_year,DEGURBA_L1_start,DEGURBA_L1_end,transition,Tot_Pop_start,Tot_Pop_end,urban_cell_pop_start,urban_cell_pop_end,embedded_start,embedded_end,embedded_change
IDN.25.5_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,406993.706948994,515472.806816334,334948.3641707152,436444.158221456,0.0,0.0,0.0
IDN.26.1_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,181577.553584044,193466.532819381,157155.5562285567,169162.0938761225,0.0,0.0,0.0
IDN.26.2_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,168166.194079942,178505.382499952,118811.048882832,128133.809295067,0.0,0.0,0.0
IDN.26.3_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,738409.061815541,785941.764946884,426521.46507362404,464532.644075085,0.0,0.0,0.0
IDN.26.4_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,412723.575331497,440670.323221171,304846.46259779297,355481.280110352,0.0,0.0,0.0
IDN.26.5_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,195781.029240735,210474.701865145,84421.3047162667,109346.268681085,84421.3047162667,0.0,-84421.3047162667
IDN.26.6_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,694264.690678512,779034.656253638,575666.2337851031,653680.869218534,0.0,0.0,0.0
IDN.26.7_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,359129.711961187,380111.309906812,319122.238252549,344624.040784162,0.0,0.0,0.0
IDN.26.8_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,118491.128189592,128729.72301928,48354.8571515819,52640.8168013175,48354.8571515819,52640.8168013175,4285.959649735603
IDN.26.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,322738.650656492,352546.767070093,234695.569462213,264387.92599404,0.0,0.0,0.0
IDN.26.9_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,250169.322431164,275285.087385813,170383.726925718,192137.539258875,0.0,0.0,0.0
IDN.26.10_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,299788.135009917,330207.099094816,179269.634291682,206938.812906537,0.0,0.0,0.0
IDN.26.12_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,1422709.10168929,1605023.52593873,1420485.0738543218,1602886.3669847564,0.0,0.0,0.0
IDN.26.13_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,240512.200895833,262096.236072626,172483.8908734057,192357.056660868,0.0,0.0,0.0
IDN.26.14_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,157779.377849264,172615.645475246,150490.69548442808,166335.1515304758,0.0,0.0,0.0
IDN.26.15_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,326213.452585038,362035.735696138,271593.9359416828,296933.4461792856,0.0,0.0,0.0
IDN.26.16_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,131034.920112494,147414.363351622,128228.4640335733,144519.9410896091,0.0,0.0,0.0
IDN.26.17_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,359100.972196609,384705.303958219,273526.4644695675,299722.37675247167,0.0,0.0,0.0
IDN.26.18_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,280504.653004675,301435.905893658,198811.459096958,215281.794352022,0.0,0.0,0.0
IDN.26.19_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,231641.005785159,247882.953786325,131657.3152795178,151102.271037025,0.0,0.0,0.0
IDN.26.20_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,232369.40847236,240696.788719746,141448.5038034487,145646.5501330085,0.0,0.0,0.0
IDN.26.21_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,262616.24486309,282785.149751696,234179.976038703,257551.5070741512,0.0,0.0,0.0
IDN.26.22_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,228024.041073737,247042.235863375,121854.594502175,144101.660312971,0.0,0.0,0.0
IDN.26.23_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,218616.31036548,229676.006638444,146122.437840486,152578.6729091536,0.0,0.0,0.0
IDN.26.24_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,400566.559524402,422908.078829034,225316.310767323,236693.851409805,0.0,0.0,0.0
IDN.27.2_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,305444.98704312,352420.121857606,181197.0367949225,222349.25707625813,0.0,0.0,0.0
IDN.27.1_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,158917.205726944,184091.067691931,46113.3449143171,68685.6872365959,46113.3449143171,68685.6872365959,22572.342322278797
IDN.27.3_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,124620.239477728,149237.722058367,58406.2864250448,85868.3957553222,58406.2864250448,0.0,-58406.2864250448
IDN.27.4_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,243768.934485993,288001.324285575,120664.797046576,153743.994795776,120664.797046576,0.0,-120664.797046576
IDN.27.5_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,204469.090918206,240984.584836601,71062.9505822295,93953.4898171918,71062.9505822295,93953.4898171918,22890.5392349623
IDN.27.6_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,329285.482867427,381753.929104827,321709.1367843758,373511.13608215377,0.0,0.0,0.0
IDN.27.7_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,408405.643454656,475792.899660411,254532.661003161,338734.314804252,0.0,0.0,0.0
IDN.27.8_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,217194.515571663,268921.18230497,104216.2222212516,138672.2509157742,104216.2222212516,0.0,-104216.2222212516
IDN.27.9_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,275963.490393072,324058.323779235,196432.1184799459,242521.4064996854,0.0,0.0,0.0
IDN.27.10_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,137472.419400314,169975.136702736,61386.5472355224,102920.1974801998,61386.5472355224,0.0,-61386.5472355224
IDN.27.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,215481.637342405,250004.341574993,123902.7695937799,162275.9945874833,0.0,0.0,0.0
IDN.28.1_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,139052.817264753,171370.050431923,120490.31988954204,149017.4090986255,0.0,0.0,0.0
IDN.28.2_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,137236.670633306,184733.023905338,31323.4648020845,74367.101307705,31323.4648020845,74367.101307705,43043.636505620496
IDN.28.4_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,253993.384144392,316025.598390276,127137.626007056,176543.411507153,0.0,0.0,0.0
IDN.28.3_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,43452.7991082333,51842.4905940974,15720.0231570657,19033.3881465308,15720.0231570657,19033.3881465308,3313.3649894651007
IDN.28.5_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,313997.558127772,404006.150654139,306581.2195373287,397719.264704567,0.0,0.0,0.0
IDN.28.7_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,332055.037534062,417649.531710667,193196.4516510233,276334.1194022999,0.0,0.0,0.0
IDN.28.6_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,124107.581447398,165783.739060431,75292.5927414326,110968.101077867,0.0,0.0,0.0
IDN.28.10_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,219517.355434348,267177.136566109,104921.799389832,139722.8736417852,104921.799389832,0.0,-104921.799389832
IDN.28.8_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,295118.576021543,363271.449538868,104645.16204988581,192977.91672797588,104645.16204988581,0.0,-104645.16204988581
IDN.28.9_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,31413.175887526,36270.4181814007,0.0,0.0,0.0,0.0,0.0
IDN.28.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,281502.521699702,334388.560795365,149807.2306091674,202453.0007857123,0.0,0.0,0.0
IDN.28.12_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,83553.5660369967,92332.4388123809,52151.0585604524,59444.8996926229,0.0,0.0,0.0
IDN.29.1_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,181247.060850853,217547.111387176,171968.03108163658,207178.8323201189,0.0,0.0,0.0
IDN.29.5_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,200714.795039479,228568.23368929,137948.58143869112,165482.24784992507,0.0,0.0,0.0
IDN.29.2_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,57607.276410237,65464.818551138,25828.0718297437,35189.3382439725,25828.0718297437,0.0,-25828.0718297437
IDN.29.3_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,61545.9015701055,69986.8237335281,45959.2203503316,51995.1369261057,0.0,0.0,0.0
IDN.29.4_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,71616.9425367843,81318.4442340084,43558.6075154617,50321.7416286208,0.0,0.0,0.0
IDN.29.6_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,83286.0724965064,90489.0373646743,45034.0337429116,48082.7072481951,0.0,0.0,0.0
IDN.29.7_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,125155.959601874,136492.390489853,57577.9136529798,61621.8435584558,57577.9136529798,61621.8435584558,4043.929905476005
IDN.29.8_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,128522.1456973,145773.87980814,127013.81149526943,144209.3234247547,0.0,0.0,0.0
IDN.29.9_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,408213.711443582,436546.154899305,402368.4908439164,428975.3491632218,0.0,0.0,0.0
IDN.29.13_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,377056.505478223,447173.084288976,318266.92812137003,394833.578518957,0.0,0.0,0.0
IDN.29.10_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,201189.633244708,240589.555778081,118020.82749126,166316.8092504656,0.0,0.0,0.0
IDN.29.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,102871.636841299,122942.824751563,83983.857793428,99889.6676197913,0.0,0.0,0.0
IDN.29.12_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,143051.666587258,177072.945445642,97313.8789836185,121810.61623645098,0.0,0.0,0.0
IDN.29.14_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,60688.1625663424,66117.0136859226,48096.2602331964,52052.6208318877,0.0,0.0,0.0
IDN.29.15_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,96915.5659660893,116036.736294445,87086.1017185282,106107.91588213391,0.0,0.0,0.0
IDN.30.1_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,377703.498575365,403515.995368781,285739.3422799741,306572.0128970761,0.0,0.0,0.0
IDN.30.2_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,201812.757332462,208154.886073928,201761.63190560078,208070.3974470089,0.0,0.0,0.0
IDN.30.3_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,1255.40571465436,1371.45493006613,719.953762606718,755.916177129373,0.0,0.0,0.0
IDN.30.4_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,199737.424152707,220680.11238768,86242.4544758727,110739.718907525,86242.4544758727,0.0,-86242.4544758727
IDN.30.5_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,75662.654103199,79155.5903001092,15775.4973172769,16806.1594500374,15775.4973172769,16806.1594500374,1030.6621327605008
IDN.30.6_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,55982.4726980105,60708.9181003678,54437.936996251316,58808.05167327634,0.0,0.0,0.0
IDN.30.7_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,367518.530677314,393853.365233205,266352.296618633,283314.0907975042,0.0,0.0,0.0
IDN.30.10_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,1039203.097167,1163397.3898324,1031591.8407582027,1155970.1778298724,0.0,0.0,0.0
IDN.30.8_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,44331.2289078552,47216.6634021029,43482.6853412772,46179.6728182156,0.0,0.0,0.0
IDN.30.9_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,207988.618191193,228252.302253203,131722.14257497125,142088.89084533046,0.0,0.0,0.0
IDN.30.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,86248.2129394333,89941.548489783,84380.327185059,89057.1131976089,0.0,0.0,0.0
IDN.30.13_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,273016.934807496,294420.411498934,203962.320872473,224184.7981643597,0.0,0.0,0.0
IDN.30.12_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,361897.545730121,392239.004309723,256569.198285861,277857.0638519707,0.0,0.0,0.0
IDN.30.14_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,124387.508003786,133551.838673586,121299.40001321021,130923.4049157892,0.0,0.0,0.0
IDN.30.15_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,442403.303440831,464496.712784499,343609.521552117,360562.189807892,0.0,0.0,0.0
IDN.30.16_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,85022.7667825809,89522.1927326377,72624.4550047312,78880.5240246877,0.0,0.0,0.0
IDN.30.17_1,IDN,Indonesia,10,2010,2020,1,2,rural_to_town_or_city,188942.446168523,209598.282799161,93629.1825040355,105491.77548722,93629.1825040355,0.0,-93629.1825040355
IDN.30.19_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,353429.659203053,374580.225666878,265794.621137194,285296.205619551,0.0,0.0,0.0
IDN.30.18_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,148133.856798876,156792.952274876,91296.7855497748,93772.6483487245,0.0,0.0,0.0
IDN.30.20_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,349188.540869368,359859.454893854,300993.8773475514,308290.8258396276,0.0,0.0,0.0
IDN.31.1_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,371081.125972963,395668.48551338,143252.1627646682,137803.1805868749,143252.1627646682,137803.1805868749,-5448.98217779331
IDN.31.2_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,215789.507461082,217742.35142451,157369.480957478,157345.144716224,0.0,0.0,0.0
IDN.31.3_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,316749.4577881,321930.706569431,205243.5519297372,205078.9840147045,0.0,0.0,0.0
IDN.31.4_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,181165.008000197,186425.830347034,171092.3415325471,175983.7216025454,0.0,0.0,0.0
IDN.31.5_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,749015.787304322,789986.784303838,456552.14873405,470731.305245578,0.0,0.0,0.0
IDN.31.6_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,562688.981557662,565877.728034165,189885.280989578,185529.114621583,189885.280989578,185529.114621583,-4356.166367995
IDN.31.7_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,562252.941137002,579042.205049677,232984.89526416,237940.9176848775,232984.89526416,237940.9176848775,4956.022420717491
IDN.31.8_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,411394.383347083,425656.378552622,303402.52248417644,305220.099638461,0.0,0.0,0.0
IDN.31.9_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,732116.986951516,756967.727906384,352865.68145845656,349356.3784298469,352865.68145845656,349356.3784298469,-3509.303028609662
IDN.31.12_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,238036.086120894,245108.127957319,141558.5206821896,137596.4838129057,0.0,0.0,0.0
IDN.31.10_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,322639.137209127,325830.324988056,108729.544982255,99647.0186658073,108729.544982255,99647.0186658073,-9082.526316447693
IDN.31.11_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,742534.51895669,750323.747701985,581613.3172975851,582381.6974313147,0.0,0.0,0.0
IDN.31.13_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,194376.714474898,195309.08119346,159926.2112816684,161804.3556869105,0.0,0.0,0.0
IDN.31.14_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,1877669.00773373,2089006.21404849,1867328.4556194874,2081352.2122379704,0.0,0.0,0.0
IDN.31.15_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,161148.37985793,170344.887593053,140148.9232097599,150661.3586667529,0.0,0.0,0.0
IDN.32.1_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,581422.139642746,615772.410709653,434880.772676283,463223.209621288,0.0,0.0,0.0
IDN.32.2_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,390265.967008279,409330.066800352,331733.194259641,347555.983628358,0.0,0.0,0.0
IDN.32.3_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,306829.132453615,315616.100684809,194258.6114634761,204542.8616927457,0.0,0.0,0.0
IDN.32.4_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,1647747.7309836,1799420.24238173,1528854.750453182,1675016.188090009,0.0,0.0,0.0
IDN.32.5_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,126743.297365387,132158.477411902,107139.42387475818,111642.41421199779,0.0,0.0,0.0
IDN.32.6_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,193067.84883881,202418.130881592,109695.268661264,117675.11361215,0.0,0.0,0.0
IDN.32.7_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,357744.40547343,388156.019175585,222144.22519396222,247208.0946032888,0.0,0.0,0.0
IDN.32.8_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,340336.452297578,380096.232222985,337628.58227096655,377129.88560411043,0.0,0.0,0.0
IDN.32.9_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,2336665.00304103,2526925.37152556,2334427.1737000677,2524441.582461766,0.0,0.0,0.0
IDN.32.10_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,245686.214917568,267388.461200432,243092.45061751976,265434.63737781014,0.0,0.0,0.0
IDN.32.13_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,347319.88927946,374048.259962821,258505.6689159573,278630.66587671277,0.0,0.0,0.0
IDN.32.11_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,225954.606407953,245405.109970663,99344.7228793204,112641.024295948,99344.7228793204,112641.024295948,13296.301416627597
IDN.32.12_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,448139.171558599,482553.740094456,279235.349198665,305788.984774828,0.0,0.0,0.0
IDN.32.14_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,18492.4408809203,17706.2360643744,15513.7567728171,15365.5666105412,0.0,0.0,0.0
IDN.32.15_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,962162.291377204,1000370.92799333,723939.677115201,753279.040390464,0.0,0.0,0.0
IDN.32.16_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,412240.512515137,434102.6448507,280461.004826425,287939.906917054,0.0,0.0,0.0
IDN.32.20_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,155117.814512345,162150.104051774,91264.8037933037,98347.5121752061,0.0,0.0,0.0
IDN.32.17_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,80689.0100868605,84605.6391030196,45350.1085409103,48502.0025605969,0.0,0.0,0.0
IDN.32.18_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,296855.235046125,310363.043431621,157972.4858877703,189851.0519097973,0.0,0.0,0.0
IDN.32.19_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,108070.190580649,113169.200359629,19391.2891254192,25739.6486600582,19391.2891254192,25739.6486600582,6348.359534638999
IDN.32.22_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,189019.671602219,203204.10541917,93228.2967932448,96637.8869693577,93228.2967932448,96637.8869693577,3409.590176112906
IDN.32.21_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,270657.762041548,294724.308421649,123512.461891852,139128.128618695,123512.461891852,139128.128618695,15615.666726842988
IDN.32.23_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,258042.813130667,277888.679142699,253969.44497192858,273747.1540092936,0.0,0.0,0.0
IDN.32.24_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,13108.7176763508,14767.7307044202,0.0,0.0,0.0,0.0,0.0
IDN.32.25_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,321674.368815505,340405.994192952,318442.61098157795,336865.92714184395,0.0,0.0,0.0
IDN.32.26_1,IDN,Indonesia,10,2010,2020,1,1,remained_rural,113120.825648808,113612.25160524,52140.1469066525,50220.3162678163,52140.1469066525,50220.3162678163,-1919.8306388362034
IDN.32.27_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,480775.180880933,517735.714376335,326836.4371082497,365767.5462146808,0.0,0.0,0.0
IDN.32.28_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,61098.0250551607,61732.3880968131,60983.507979514994,61595.07673944164,0.0,0.0,0.0
IDN.32.29_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,733567.097462741,734874.048650695,444119.408725862,441057.402443122,0.0,0.0,0.0
IDN.32.30_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,217478.54109479,236633.60840408,115515.7471977961,128664.7431714831,0.0,0.0,0.0
IDN.32.31_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,332832.692909563,363422.674211246,255913.94044077542,285620.5626469366,0.0,0.0,0.0
IDN.32.32_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,276889.644473115,288769.400268712,145286.1345081572,161506.30534834552,0.0,0.0,0.0
IDN.32.33_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,231474.099745866,257589.428303681,230635.2292894235,256886.73906497887,0.0,0.0,0.0
IDN.32.34_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,175761.872701677,175894.087305745,110852.779045563,110801.92930476,0.0,0.0,0.0
IDN.33.1_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,958743.092788467,1010103.88703504,932950.414807617,987594.395689087,0.0,0.0,0.0
IDN.33.2_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,689280.480032459,691962.019061664,577509.0941598669,585256.3315285338,0.0,0.0,0.0
IDN.33.3_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,414346.853419475,450538.699891142,414346.853419475,450538.699891142,0.0,0.0,0.0
IDN.33.4_1,IDN,Indonesia,10,2010,2020,2,2,remained_town_or_city,354070.708884933,366391.291328532,320270.07902003697,318235.908820362,0.0,0.0,0.0
IDN.33.5_1,IDN,Indonesia,10,2010,2020,3,3,remained_town_or_city,1134977.49729186,1205579.09393955,1122991.379396091,1195508.410003909,0.0,0.0,0.0
IND.1.1_1,IND,India,10,2010,2020,2,1,town_or_city_to_rural,38843.6333162654,36049.3913867748,21792.1654511355,14398.0821458045,0.0,14398.0821458045,14398.0821458045
IND.1.2_1,IND,India,10,2010,2020,1,2,rural_to_town_or_city,110294.975639071,109117.725605795,52703.3856518567,61259.8388506994,52703.3856518567,0.0,-52703.3856518567
IND.1.3_1,IND,India,10,2010,2020,3,3,remained_town_or_city,244033.397339994,252931.095775255,220232.6685397176,227829.7141907718,0.0,0.0,0.0
IND.2.1_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4244095.51274783,4475879.74095494,2478985.08404715,2644586.49305212,0.0,0.0,0.0
IND.2.2_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4328657.97384931,4545308.58242668,3110078.3939707903,3437972.04622227,0.0,0.0,0.0
IND.2.3_1,IND,India,10,2010,2020,2,2,remained_town_or_city,5417921.09978565,5559390.8966259,4847505.18270306,5028689.3279536795,0.0,0.0,0.0
IND.2.4_1,IND,India,10,2010,2020,2,2,remained_town_or_city,5084636.89687355,5303781.27797311,4116914.74395074,4316029.8706355,0.0,0.0,0.0
IND.2.5_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4570542.68387699,4670226.81402652,3815144.04899693,3971949.85116908,0.0,0.0,0.0
IND.2.6_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4196668.72890133,4474968.51981346,2860848.19440108,3082811.61172991,0.0,0.0,0.0
IND.2.7_1,IND,India,10,2010,2020,2,2,remained_town_or_city,3052037.409664,3199032.8376511,1943734.1778726769,2096463.573561539,0.0,0.0,0.0
IND.2.8_1,IND,India,10,2010,2020,2,2,remained_town_or_city,3501954.68542553,3654796.05338992,2160238.76908652,2267118.336468265,0.0,0.0,0.0
IND.2.9_1,IND,India,10,2010,2020,2,2,remained_town_or_city,2887954.56888727,2965836.47057403,2344749.141762848,2501370.693388502,0.0,0.0,0.0
IND.2.10_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4463595.60711192,4757975.55707286,3608993.5873924997,3935531.62374714,0.0,0.0,0.0
IND.2.11_1,IND,India,10,2010,2020,2,2,remained_town_or_city,2235749.33150374,2285888.0415757,1669484.482885855,1799244.663608892,0.0,0.0,0.0
IND.2.12_1,IND,India,10,2010,2020,2,2,remained_town_or_city,4107583.1074566,4183084.627262,3409656.94756614,3593674.5217118096,0.0,0.0,0.0
IND.2.13_1,IND,India,10,2010,2020,2,2,remained_town_or_city,2967521.98438398,3120514.36275311,2082525.056540403,2253319.427922518,0.0,0.0,0.0
IND.3.1_1,IND,India,10,2010,2020,1,1,remained_rural,10722.5323080942,12692.0955166034,0.0,0.0,0.0,0.0,0.0
Z07.3.1_1,IND,India,10,2010,2020,1,1,remained_rural,11185.5373960249,12153.6443443894,0.0,0.0,0.0,0.0,0.0
IND.3.2_1,IND,India,10,2010,2020,1,1,remained_rural,158993.097314459,183610.825794824,64230.8088321723,78674.0968971048,64230.8088321723,78674.0968971048,14443.288064932502
Z07.3.3_1,IND,India,10,2010,2020,1,1,remained_rural,6038.96945012826,6779.81066898722,0.0,0.0,0.0,0.0,0.0
Z07.3.4_1,IND,India,10,2010,2020,1,1,remained_rural,68246.7885628245,83588.2373647586,23808.5555234477,28422.3158486933,23808.5555234477,28422.3158486933,4613.760325245599
IND.3.5_1,IND,India,10,2010,2020,1,2,rural_to_town_or_city,66523.4528601575,75408.6181804636,31298.804498522586,42112.1000319235,31298.804498522586,0.0,-31298.804498522586
Z07.3.5_1,IND,India,10,2010,2020,1,1,remained_rural,37317.9837160395,42630.0939620771,3563.1699539749,9933.69337704219,3563.1699539749,9933.69337704219,6370.523423067289
Z07.3.6_1,IND,India,10,2010,2020,1,1,remained_rural,60985.51981543,88196.8115544766,5651.81052206829,19083.4071685225,5651.81052206829,19083.4071685225,13431.596646454209
IND.3.7_1,IND,India,10,2010,2020,1,1,remained_rural,74340.1521598203,85173.6954815127,36983.3517439384,40998.7416162901,36983.3517439384,40998.7416162901,4015.3898723516977
Z07.3.7_1,IND,India,10,2010,2020,1,1,remained_rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND.3.8_1,IND,India,10,2010,2020,1,1,remained_rural,53210.1346653495,61741.3053571433,11019.4038281888,14245.7165205413,11019.4038281888,14245.7165205413,3226.3126923524997
IND.3.9_1,IND,India,10,2010,2020,2,2,remained_town_or_city,48389.335660073,53319.7143728244,27533.519791428,30346.4820298702,0.0,0.0,0.0
