id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance,buildings_nearest_1km_all,buildings_nearest_3km_all,buildings_nearest_5km_all,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,buildings_nearest_1km_p90,buildings_nearest_3km_p90,buildings_nearest_5km_p90
7376,10007442.0,"Balijuri Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.1568,89.596,1,1,0,1,0.0,0,0,0,0,0,0,21,612,612,7,284,284,2,132,132
7377,10007443.0,"Bhadayadanga Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.1174,89.577,1,1,0,1,0.0,0,0,0,0,0,0,489,489,489,252,252,252,114,114,114
7378,10007444.0,"Ranishimul Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.1121,89.5859,1,1,0,1,0.0,0,0,0,0,0,0,581,784,1312,276,411,664,117,196,314
7379,10007445.0,"Baraikuchi Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.1541,89.5937,1,1,0,1,0.0,0,0,0,0,0,0,52,365,365,15,147,147,5,65,65
7380,10007446.0,"Daherpar Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.0911,89.5581,1,1,0,1,0.0,1,1,0,1,1,0,933,1041,1041,448,507,507,204,235,235
7381,10007447.0,"Mamdamari Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.0729,89.5689,1,1,0,1,0.0,0,0,0,0,0,0,758,762,762,334,334,334,149,149,149
7382,10007448.0,"Bakchar Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.106,89.5701,1,1,0,1,0.0,0,0,0,0,0,0,905,983,983,406,438,438,173,189,189
7383,10007449.0,"Chhanankanda Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.0782,89.5397,1,1,0,1,0.0,0,0,0,0,0,0,695,829,829,311,365,365,127,146,146
7384,10007450.0,"Jalkata Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.0937,89.5689,1,1,0,1,0.0,0,0,0,0,0,0,818,846,846,374,385,385,166,171,171
7385,10007451.0,"Shaitkakra Community Clinic , Sreebardi",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Sherpur,Upazilas of Sherpur,Sreebardi,45,89.0,0.0,90.0,25.1059,89.5762,1,1,0,1,0.0,0,0,0,0,0,0,955,1002,1002,407,437,437,162,172,172
7386,10007452.0,"Balina Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.21359,90.03624,1,1,0,1,0.0,0,0,0,0,0,0,315,587,587,156,307,307,84,153,153
7387,10007453.0,"Brahmmon Paril Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.21980295,90.06944837,1,1,0,1,0.0,0,0,0,0,0,0,1056,1562,1562,551,811,811,283,423,423
7388,10007454.0,"Naikani Bari Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.24858,90.08784,1,1,0,1,0.0,0,0,0,0,0,0,1146,2357,2392,592,1227,1246,313,661,674
7389,10007455.0,"Rasora Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.21711,90.09129,1,1,0,1,0.0,0,0,0,0,0,0,630,1488,1488,352,773,773,210,435,435
7390,10007456.0,"Aisora Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.28815,89.97904,1,1,0,1,0.0,0,1,0,1,0,0,2807,3708,3708,1554,2059,2059,891,1172,1172
7391,10007457.0,"Jashihati Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.2631,89.98705,1,1,0,1,0.0,0,0,0,0,0,0,1658,3474,3474,912,1825,1825,507,1012,1012
7392,10007458.0,"Phulki Jhanjhaniya Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.2825,90.01505,1,1,0,1,0.0,0,0,0,0,0,0,445,2614,2614,221,1333,1333,105,664,664
7393,10007459.0,"Phulki Dakshin ,Para Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.27978,90.03207,1,1,0,1,0.0,0,0,0,0,0,0,279,639,639,134,338,338,75,191,191
7394,10007460.0,"Habla Uttar ,Para Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.19193,90.02963,1,1,0,1,0.0,0,1,0,1,0,0,867,3832,3832,386,1830,1830,172,904,904
7396,10007462.0,"Karatipara Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.20856,89.98355,1,1,0,1,0.0,0,1,0,1,0,0,1800,2242,2242,985,1222,1222,576,713,713
7397,10007463.0,"Motora Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.19376,89.98557,1,1,0,1,0.0,0,0,0,0,0,0,974,3354,3354,579,1832,1832,356,1026,1026
7398,10007464.0,"Paschim ,Pauli Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.2194,89.99563,1,1,0,1,0.0,0,0,0,0,0,0,1080,2086,2086,622,1163,1163,352,632,632
7399,10007465.0,"Kanchanpur Purba ,Pauli Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.18807,90.10551,1,1,0,1,0.0,0,0,0,0,0,0,796,2117,2117,413,1075,1075,214,535,535
7400,10007466.0,"Kanchanpur Kajira Para Community Clinic , Basail",Community Clinic,Outpatient Clinic,Union,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.19044,90.08859,1,1,0,1,0.0,0,1,0,1,0,0,594,1641,1641,303,805,805,159,431,431
7401,10007467.0,"Kanchanpur Karmakarpara Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.20737,90.05844,1,1,0,1,0.0,0,0,0,0,0,0,714,1843,1843,381,961,961,199,518,518
7402,10007468.0,"Kaliya Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Not Applicable,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.25007,90.06139,1,1,0,1,0.0,0,0,0,0,0,0,1257,1510,1510,640,761,761,309,377,377
7403,10007469.0,"Kauljani Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.28737455,90.04533437,1,1,0,1,0.0,0,0,0,0,0,0,611,678,678,266,299,299,133,150,150
7404,10007470.0,"Sunya Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.26126,90.06947,1,1,0,1,0.0,0,0,0,0,0,0,865,2427,2470,461,1349,1380,249,749,765
7405,10007471.0,"Baghil Fulbari Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.25134,90.04274,1,1,0,1,0.0,0,0,0,0,0,0,1030,2254,2254,541,1142,1142,282,604,604
7406,10007472.0,"Dapnajor Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.24191,89.98864,1,1,0,1,0.0,0,0,0,0,0,0,969,1646,1646,493,874,874,244,454,454
7407,10007473.0,"Kashil Community Clinic , Basail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Basail,30,93.0,0.0,9.0,24.22764,90.01614,1,1,0,1,0.0,0,0,0,0,0,0,1171,3382,3382,604,1649,1649,291,798,798
7408,10007474.0,"Akalu Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.41507,89.85645,1,1,0,1,0.0,0,1,0,0,0,0,1107,1510,1510,562,769,769,318,427,427
7409,10007475.0,"Charnikla Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,10007476.0,"Kharak Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.42255,89.86227,1,1,0,1,0.0,0,1,0,0,0,0,627,1174,1174,301,565,565,177,329,329
7411,10007477.0,"Nikla Daripara Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.42593,89.87937,1,1,0,1,0.0,0,1,0,0,0,0,1257,2061,2061,655,1042,1042,340,548,548
7412,10007478.0,"Nikla Gopal Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.41604,89.87616,1,1,0,1,0.0,0,1,0,0,0,0,902,1038,1038,457,541,541,249,294,294
7413,10007479.0,"Balrampur Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46276,89.87435,1,1,0,1,0.0,0,1,0,0,0,0,16,16,16,11,11,11,9,9,9
7415,10007481.0,"Gobindapur Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,10007482.0,"Shushuya Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46035,89.872726,1,1,0,1,0.0,0,0,0,0,0,0,608,773,773,337,426,426,210,256,256
7418,10007484.0,"Maijbari Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,10007485.0,"Pachh Terilya Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,10007486.0,"Phalda Dighuliya Para Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.50766,89.87353,1,1,0,1,0.0,0,0,0,0,0,0,1296,2306,2306,692,1226,1226,398,689,689
7421,10007487.0,"Bhadrasimul Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.463051,89.874702,1,1,0,1,0.0,0,1,0,0,0,0,733,1060,1060,392,551,551,240,328,328
7422,10007488.0,"Megharpatol Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7423,10007489.0,"Nikali Para Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46209,89.87365,1,1,0,1,0.0,0,1,0,0,0,0,43,43,43,27,27,27,17,17,17
7424,10007490.0,"Baghbari Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.46012,89.84714,1,1,0,1,0.0,0,0,0,0,0,0,822,1824,1824,420,918,918,233,508,508
7425,10007491.0,"Bakshir Char Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.44885,89.84691,1,1,0,1,0.0,0,0,0,0,0,0,833,1950,1950,414,982,982,215,527,527
7426,10007492.0,"Kayera Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.41844,89.83656,1,1,0,1,0.0,0,0,0,0,0,0,1280,2982,2982,627,1412,1412,332,757,757
7427,10007493.0,"Saldair Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.45114,89.85172,1,1,0,1,0.0,0,0,0,0,0,0,458,996,996,242,498,498,121,254,254
7430,10007496.0,"Siraj Kandi Community Clinic , Bhuapur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Bhuapur,30,93.0,0.0,19.0,24.40711,89.82045,1,1,0,1,0.0,0,1,0,0,0,0,2334,6200,6635,1207,3464,3725,672,2143,2313
7431,10007497.0,"Alalpur Community Clinic , Delduar",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Delduar,30,93.0,0.0,23.0,24.15377,89.875904,1,1,0,1,0.0,0,1,0,1,0,0,1805,6421,6421,998,3457,3457,595,2010,2010
7432,10007498.0,"Aar Maishta Community Clinic , Delduar",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Delduar,30,93.0,0.0,23.0,24.136294,89.991399,1,1,0,1,0.0,0,1,0,1,0,0,944,1452,1452,573,834,834,351,492,492
7433,10007499.0,"Dariyapur Community Clinic , Delduar",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Delduar,30,93.0,0.0,23.0,24.08333,89.97187,1,1,0,1,0.0,0,0,0,0,0,0,499,637,637,336,423,423,205,257,257
7434,10007500.0,"Lauhati Community Clinic , Delduar",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Delduar,30,93.0,0.0,23.0,24.088578,89.952709,1,1,0,1,0.0,0,0,0,1,0,0,802,3893,3893,479,2369,2369,271,1376,1376
7435,10007501.0,"Baaijan Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.21313,89.92863,1,1,0,1,0.0,0,0,0,0,0,0,1039,4256,4256,528,2172,2172,281,1141,1141
7436,10007502.0,"Bajitpur Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.73639,89.9044,1,1,0,1,0.0,0,0,0,0,0,0,241,252,252,118,123,123,50,51,51
7437,10007503.0,"Balasuti Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.73637,89.88764,1,1,0,1,0.0,0,0,0,0,0,0,516,811,811,248,392,392,119,180,180
7438,10007504.0,"Baldiata Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.74525,89.93482,1,1,0,1,0.0,0,0,0,0,0,0,1022,1314,1314,504,664,664,248,331,331
7439,10007505.0,"Baniyajan Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.73406,89.92894,1,1,0,1,0.0,0,0,0,0,0,0,1093,1593,1593,569,814,814,274,413,413
7440,10007506.0,"Kadamtali (birtara) Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.72052,89.89574,1,1,0,1,0.0,0,0,0,0,0,0,358,710,710,169,343,343,75,161,161
7441,10007507.0,"Chaurat Adarsha Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.67943,89.98759,1,1,0,1,0.0,0,0,0,0,0,0,1582,3281,3281,849,1777,1777,485,981,981
7442,10007508.0,"Jadunathpur Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.69701,89.98593,1,1,0,1,0.0,0,0,0,0,0,0,1501,3211,3216,826,1746,1747,459,975,975
7443,10007509.0,"Jamtali Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.72807,89.94112,1,1,0,1,0.0,0,0,0,0,0,0,854,1262,1262,441,646,646,219,315,315
7444,10007510.0,"Netamashra Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.71795,89.96027,1,1,0,1,0.0,0,0,0,0,0,0,1412,2936,2936,735,1518,1518,381,806,806
7445,10007511.0,"Kadamtali (dhopakhali) Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.66409,89.97676,1,1,0,1,0.0,0,1,0,0,0,0,1504,2324,2324,784,1210,1210,386,607,607
7447,10007513.0,"Samatkur Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.64334,89.95811,1,1,0,1,0.0,0,0,0,0,0,0,1547,2891,2891,809,1486,1486,429,781,781
7448,10007514.0,"Pankata Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.6336,89.89804,1,1,0,1,0.0,0,0,0,0,0,0,376,839,839,184,428,428,80,190,190
7450,10007516.0,"Mushuddi Dakshin ,Para Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.65679,89.89693,1,1,0,1,0.0,0,0,0,0,0,0,265,969,969,136,471,471,64,230,230
7451,10007517.0,"Soya Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.66958,89.87178,1,1,0,1,0.0,0,0,0,0,0,0,234,596,596,117,297,297,49,127,127
7452,10007518.0,"Jhikutiya Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.65561,89.94358,1,1,0,1,0.0,0,0,0,0,0,0,1360,2270,2270,709,1180,1180,350,588,588
7453,10007519.0,"Kayra Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.66786,89.93047,1,1,0,1,0.0,0,0,0,0,0,0,1297,2754,2754,653,1359,1359,319,668,668
7454,10007520.0,"Saidarpara Community Clinic , Dhanbari",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Dhanbari,30,93.0,0.0,25.0,24.6976,89.91498,1,1,0,1,0.0,0,0,0,0,0,0,490,1270,1270,254,637,637,118,307,307
7455,10007521.0,"Jogihati Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.44719,89.90019,1,1,0,1,0.0,0,0,0,0,0,0,648,2098,2098,318,1069,1069,156,568,568
7456,10007522.0,"Singuriya Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,26.635695,92.675171,1,1,0,1,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7457,10007523.0,"Baraipara Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.42194,90.03329,1,1,0,1,0.0,0,0,0,0,0,0,385,1146,1181,182,611,637,103,359,373
7459,10007525.0,"Kaliyan Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.45442,90.07205,1,1,0,1,0.0,0,0,0,0,0,0,244,859,859,137,459,459,82,266,266
7460,10007526.0,"Bahadipur/ainpur Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.53699,89.96552,1,1,0,1,0.0,0,0,0,1,0,0,1330,4740,4740,707,2530,2530,390,1358,1358
7461,10007527.0,"Chaithatra Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.51483,89.99986,1,1,0,1,0.0,0,0,0,0,0,0,1169,2723,2729,552,1368,1373,291,765,767
7462,10007528.0,"Deulabari Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.55628,89.99424,1,1,0,1,0.0,0,1,0,0,0,0,1654,2553,2553,878,1413,1413,472,781,781
7463,10007529.0,"Nachiya Mamudpur Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.54166,90.00825,1,1,0,1,0.0,0,0,0,0,0,0,1286,3053,3053,643,1618,1618,337,857,857
7464,10007530.0,"Nagarbari Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.51842,89.97083,1,1,0,1,0.0,0,0,1,0,0,0,1107,1751,1751,558,874,874,295,464,464
7465,10007531.0,"Fulmalirchala Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.44495,90.20083,1,1,0,1,0.0,0,1,0,0,0,0,1102,2397,2397,631,1353,1353,329,730,730
7466,10007532.0,"Gangair Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.44173,90.0881,1,1,0,1,0.0,0,0,0,1,0,0,581,1247,1264,324,700,711,172,372,380
7467,10007533.0,"Malirchala Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.4458,90.16939,1,1,0,1,0.0,0,0,0,0,0,0,473,1079,1079,293,625,625,162,346,346
7468,10007534.0,"Ramdebpur Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.43074,90.12334,1,1,0,1,0.0,0,0,0,0,0,0,705,744,744,473,503,503,292,304,304
7469,10007535.0,"Sagardighi Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.46803,90.20078,1,1,0,1,0.0,0,0,0,0,0,0,366,566,566,225,349,349,150,229,229
7470,10007536.0,"Shasahar Gopinpur Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.44625,90.12207,1,1,0,1,0.0,0,0,0,0,0,0,825,825,825,532,532,532,331,331,331
7472,10007538.0,"Biara Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.42378,89.9493,1,1,0,1,0.0,0,0,1,0,0,0,599,1429,1429,300,707,707,146,346,346
7473,10007539.0,"Birchari Community Clinic , Ghatail",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93.0,0.0,28.0,24.44173,89.97014,1,1,0,1,0.0,0,0,0,0,0,0,324,744,744,151,363,363,69,174,174
