division_name,district_name,upazila_name,shape_id,join_key,road_segments,road_segments_with_length,road_segments_with_surface,total_road_km,classified_surface_km,paved_km,unpaved_km,unknown_surface_km,osm_surface_km,ml_surface_km,classified_surface_share,classified_paved_share,classified_unpaved_share
Dhaka,Dhaka,Dohar,5055444B89474781080787,dhaka|dohar,900,896,28,509.827,48.088,38.758,9.33,461.739,48.088,0.0,0.0943,0.806,0.194
Rangpur,Nilphamari,Domar,5055444B45421324298866,nilphamari|domar,2650,2650,74,999.347,43.579,10.73,32.849,955.768,43.579,0.0,0.0436,0.2462,0.7538
Chittagong,Chittagong,Double Mooring,5055444B66556337069640,chattogram|double mooring,1669,1666,54,270.88,27.284,27.284,0.0,243.596,26.47,0.814,0.1007,1.0,0.0
Sylhet,Sunamganj,Dowarabazar,5055444B64610175900905,sunamganj|dowarabazar,2566,2551,133,1011.0,133.109,11.236,121.873,877.891,133.109,0.0,0.1317,0.0844,0.9156
Barisal,Patuakhali,Dumki,5055444B35753624845680,patuakhali|dumki,139,139,31,85.994,24.647,14.881,9.766,61.347,24.647,5.863,0.2866,0.6038,0.3962
Khulna,Khulna,Dumuria,5055444B11044248230769,khulna|dumuria,881,878,106,621.579,116.747,110.181,6.566,504.832,66.89,69.515,0.1878,0.9438,0.0562
Mymensingh,Netrakona,Durgapur,5055444B76788625169588,netrakona|durgapur,2009,2009,262,791.179,138.841,58.072,80.769,652.338,75.157,69.411,0.1755,0.4183,0.5817
Rajshani,Rajshahi,Durgapur,5055444B93638080796536,rajshahi|durgapur,175,173,0,203.254,0.0,0.0,0.0,203.254,0.0,0.0,0.0,,
Khulna,Bagerhat,Fakirhat,5055444B5933683148381,bagerhat|fakirhat,581,581,34,361.36,38.274,36.608,1.666,323.086,35.87,17.524,0.1059,0.9565,0.0435
Chittagong,Chandpur,Faridganj,5055444B71558155368166,chandpur|faridganj,936,936,164,753.05,290.926,282.157,8.769,462.124,290.926,0.0,0.3863,0.9699,0.0301
Rajshani,Pabna,Faridpur,5055444B5426320976059,pabna|faridpur,136,136,6,279.395,6.048,6.048,0.0,273.347,6.048,0.0,0.0216,1.0,0.0
Dhaka,Faridpur,Faridpur Sadar,5055444B21946407329202,faridpur|faridpur sadar,781,749,112,608.962,136.7,136.7,0.0,472.262,124.976,75.319,0.2245,1.0,0.0
Chittagong,Chittagong,Fatikchhari,5055444B95801532899797,chattogram|fatikchari,2590,2588,169,1713.592,160.763,156.346,4.417,1552.829,160.763,0.0,0.0938,0.9725,0.0275
Sylhet,Sylhet,Fenchuganj,5055444B87277518835017,sylhet|fenchuganj,639,639,368,309.702,214.396,20.211,194.185,95.306,214.396,5.006,0.6923,0.0943,0.9057
Chittagong,Feni,Feni Sadar,5055444B40138424940148,feni|feni sadar,3080,2822,121,933.904,111.622,106.795,4.827,822.282,107.935,41.175,0.1195,0.9568,0.0432
Rangpur,Dinajpur,Fulbari,5055444B44901139304438,dinajpur|fulbari,2814,2814,48,1008.435,81.66,73.26,8.4,926.775,72.69,55.292,0.081,0.8971,0.1029
Mymensingh,Mymensingh,Fulbaria,5055444B78175035306518,mymensingh|fulbaria,521,517,3,723.197,7.75,0.0,7.75,715.447,0.732,7.018,0.0107,0.0,1.0
Rangpur,Gaibandha,Fulchhari,5055444B23049188583489,gaibandha|fulchhari,384,384,0,237.285,0.0,0.0,0.0,237.285,0.0,0.0,0.0,,
Chittagong,Feni,Fulgazi,5055444B33879349571627,feni|fulgazi,590,235,0,140.951,0.0,0.0,0.0,140.951,0.0,0.0,0.0,,
Rajshani,Bogra,Gabtali,5055444B85005696436554,bogura|gabtali,146,146,0,283.193,0.0,0.0,0.0,283.193,0.0,0.0,0.0,,
Mymensingh,Mymensingh,Gaffargaon,5055444B28348959120095,mymensingh|gaffargaon,481,481,25,647.764,98.887,73.813,25.074,548.877,77.55,21.337,0.1527,0.7464,0.2536
Rangpur,Gaibandha,Gaibandha Sadar,5055444B3189341921764,gaibandha|gaibandha sadar,1380,1368,4,776.006,4.357,1.918,2.439,771.649,1.918,2.439,0.0056,0.4402,0.5598
Barisal,Patuakhali,Galachipa,5055444B92476324318819,patuakhali|galachipa,1096,1090,3,986.426,9.94,0.0,9.94,976.486,0.509,9.431,0.0101,0.0,1.0
Rangpur,Rangpur,Gangachara,5055444B51911213656614,rangpur|gangachara,1645,1642,76,1065.214,161.892,80.33,81.562,903.322,16.039,152.005,0.152,0.4962,0.5038
Khulna,Meherpur,Gangni,5055444B93126942536388,meherpur|gangni,715,713,10,588.576,57.468,57.468,0.0,531.108,57.468,0.0,0.0976,1.0,0.0
Mymensingh,Mymensingh,Gauripur,5055444B70908799520391,mymensingh|gauripur,649,649,21,629.524,111.458,92.671,18.787,518.066,77.385,50.157,0.1771,0.8314,0.1686
Barisal,Barisal,Gaurnadi,5055444B66414754271755,barishal|gaurnadi,105,105,33,121.642,64.21,64.21,0.0,57.432,63.31,51.072,0.5279,1.0,0.0
Dhaka,Munshiganj,Gazaria,5055444B82094787312382,munshiganj|gazaria,1024,1020,92,534.743,104.164,103.747,0.417,430.579,96.32,90.341,0.1948,0.996,0.004
Dhaka,Gazipur,Gazipur Sadar,5055444B30367199884921,gazipur|gazipur sadar,8128,8088,454,3175.84,522.227,410.041,112.186,2653.613,408.927,359.792,0.1644,0.7852,0.2148
Dhaka,Dhaka,Gendaria,5055444B38357461991586,dhaka|gendaria,556,556,104,67.932,26.12,24.162,1.958,41.812,15.656,21.858,0.3845,0.925,0.075
Dhaka,Tangail,Ghatail,5055444B57482053594042,tangail|ghatail,332,319,25,339.511,46.621,46.621,0.0,292.89,46.621,0.0,0.1373,1.0,0.0
Dhaka,Manikganj,Ghior,5055444B67168337318866,manikganj|ghior,101,101,13,147.703,48.98,48.98,0.0,98.723,48.98,2.052,0.3316,1.0,0.0
Rangpur,Dinajpur,Ghoraghat,5055444B96277257106353,dinajpur|ghoraghat,1850,1850,10,599.01,20.083,19.697,0.386,578.927,20.083,0.0,0.0335,0.9808,0.0192
Dhaka,Rajbari,Goalandaghat,5055444B47253162871751,rajbari|goalanda,114,108,8,67.905,6.873,6.7,0.173,61.032,6.7,6.677,0.1012,0.9748,0.0252
Rangpur,Gaibandha,Gobindaganj,5055444B10956713741536,gaibandha|gobindaganj,469,447,14,517.29,47.28,47.28,0.0,470.01,47.28,0.0,0.0914,1.0,0.0
Rajshani,Rajshahi,Godagari,5055444B45852065441553,rajshahi|godagari,179,179,25,520.458,121.723,121.723,0.0,398.735,121.723,0.0,0.2339,1.0,0.0
Sylhet,Sylhet,Golabganj,5055444B69213858716566,sylhet|golapganj,2976,2972,1576,1516.145,992.298,39.401,952.897,523.847,992.298,0.0,0.6545,0.0397,0.9603
Rajshani,Nawabganj,Gomastapur,5055444B89693136712968,chapainawabganj|gomastapur,273,271,4,407.302,20.407,18.596,1.811,386.895,20.407,0.0,0.0501,0.9113,0.0887
Dhaka,Gopalganj,Gopalganj Sadar,5055444B13443177435533,gopalganj|gopalganj sadar,559,522,110,430.5,118.198,95.205,22.993,312.302,92.351,30.477,0.2746,0.8055,0.1945
Dhaka,Tangail,Gopalpur,5055444B71793030218448,tangail|gopalpur,111,111,10,242.022,30.302,30.302,0.0,211.72,30.302,0.0,0.1252,1.0,0.0
Dhaka,Shariatpur,Gosairhat,5055444B74969054630595,shariatpur|gosairhat,102,102,0,96.504,0.0,0.0,0.0,96.504,0.0,0.0,0.0,,
Sylhet,Sylhet,Gowainghat,5055444B62684954860182,sylhet|gowainghat,3117,3106,817,1485.717,550.835,19.281,531.554,934.882,543.458,8.79,0.3708,0.035,0.965
Dhaka,Dhaka,Gulshan,5055444B56461784969328,dhaka|gulshan,2160,2158,796,361.724,207.524,197.958,9.566,154.2,140.878,142.218,0.5737,0.9539,0.0461
Rajshani,Natore,Gurudaspur,5055444B53518678954927,natore|gurudaspur,170,170,54,253.735,25.166,22.866,2.3,228.569,25.166,0.0,0.0992,0.9086,0.0914
Sylhet,Habiganj,Habiganj Sadar,5055444B24382626124582,habiganj|habiganj sadar,647,637,119,487.898,125.32,109.842,15.478,362.578,99.814,54.868,0.2569,0.8765,0.1235
Chittagong,Chandpur,Haim Char,5055444B97119696275156,chandpur|haimchar,334,334,71,152.761,69.625,67.383,2.242,83.136,69.625,0.0,0.4558,0.9678,0.0322
Chittagong,Chandpur,Hajiganj,5055444B37219354955474,chandpur|hajiganj,2882,2881,93,1168.31,80.133,80.133,0.0,1088.177,80.133,0.0,0.0686,1.0,0.0
Rangpur,Dinajpur,Hakimpur,5055444B56333063181641,dinajpur|hakimpur,1709,1709,90,473.015,54.463,39.999,14.464,418.552,54.463,0.0,0.1151,0.7344,0.2656
Chittagong,Chittagong,Halishahar,5055444B67671348239307,chattogram|halishahar,1721,1718,59,307.935,29.148,29.148,0.0,278.787,29.148,0.76,0.0947,1.0,0.0
Mymensingh,Mymensingh,Haluaghat,5055444B66377868060311,mymensingh|haluaghat,280,279,21,486.19,94.492,94.492,0.0,391.698,94.492,0.0,0.1944,1.0,0.0
Khulna,Jhenaidah,Harinakunda,5055444B20021225888412,jhenaidah|harinakunda,202,202,0,258.683,0.0,0.0,0.0,258.683,0.0,0.0,0.0,,
Rangpur,Thakurgaon,Haripur,5055444B33565614058430,thakurgaon|haripur,182,182,4,140.579,5.29,4.43,0.86,135.289,5.29,0.0,0.0376,0.8374,0.1626
Dhaka,Manikganj,Harirampur,5055444B53451019672150,manikganj|harirampur,314,314,7,239.379,9.101,9.101,0.0,230.278,9.101,0.0,0.038,1.0,0.0
Chittagong,Chittagong,Hathazari,5055444B98016911778597,chattogram|hathazari,3154,3148,162,1053.241,89.052,66.31,22.742,964.189,83.517,19.849,0.0846,0.7446,0.2554
Rangpur,Lalmonirhat,Hatibandha,5055444B78670664180744,lalmonirhat|hatibandha,407,397,10,342.34,30.786,30.786,0.0,311.554,30.786,0.0,0.0899,1.0,0.0
Chittagong,Noakhali,Hatiya,5055444B26590135153615,noakhali|hatiya,5460,5460,74,1866.557,39.697,20.883,18.814,1826.86,37.047,19.603,0.0213,0.5261,0.4739
Dhaka,Dhaka,Hazaribagh,5055444B79082430711641,dhaka|hazaribagh,1544,1544,380,211.124,103.588,36.004,67.584,107.536,10.318,102.442,0.4907,0.3476,0.6524
Barisal,Barisal,Hizla,5055444B36389182328145,barishal|hizla,45,45,18,56.37,21.728,21.728,0.0,34.642,21.728,0.0,0.3855,1.0,0.0
Chittagong,Comilla,Homna,5055444B68305043582994,cumilla|homna,359,269,8,184.844,16.26,16.26,0.0,168.584,16.26,0.0,0.088,1.0,0.0
Dhaka,Kishoreganj,Hossainpur,5055444B58039681953949,kishoreganj|hossainpur,364,364,63,327.633,82.123,82.123,0.0,245.51,82.123,0.0,0.2507,1.0,0.0
Rajshani,Pabna,Ishwardi,5055444B93250488853616,pabna|ishwardi,831,813,142,552.205,174.454,163.412,11.042,377.751,174.454,0.0,0.3159,0.9367,0.0633
Mymensingh,Mymensingh,Ishwarganj,5055444B3881119476901,mymensingh|ishwarganj,744,744,23,846.721,101.243,101.111,0.132,745.478,101.243,0.0,0.1196,0.9987,0.0013
Mymensingh,Jamalpur,Islampur,5055444B8648993873034,jamalpur|islampur,3585,3585,299,1158.938,147.008,41.574,105.434,1011.93,144.758,3.74,0.1268,0.2828,0.7172
Dhaka,Kishoreganj,Itna,5055444B52552217694509,kishoreganj|itna,186,186,18,186.01,8.02,0.0,8.02,177.99,8.02,0.0,0.0431,0.0,1.0
Sylhet,Sunamganj,Jagannathpur,5055444B57165749218775,sunamganj|jagannathpur,1301,1301,85,784.376,98.431,21.737,76.694,685.945,88.976,17.406,0.1255,0.2208,0.7792
Sylhet,Sylhet,Jaintiapur,5055444B19736672664555,sylhet|jaintiapur,1995,1993,1164,1189.151,786.772,48.52,738.252,402.379,786.772,0.0,0.6616,0.0617,0.9383
Rangpur,Nilphamari,Jaldhaka,5055444B28351243268521,nilphamari|jaldhaka,660,657,18,574.994,30.486,29.457,1.029,544.508,28.801,1.685,0.053,0.9662,0.0338
Sylhet,Sunamganj,Jamalganj,5055444B62205139742422,sunamganj|jamalganj,1279,1279,163,953.6,122.474,1.288,121.186,831.126,122.474,0.0,0.1284,0.0105,0.9895
Mymensingh,Jamalpur,Jamalpur Sadar,5055444B56108573685352,jamalpur|jamalpur sadar,1283,1282,64,1019.179,179.873,152.862,27.011,839.306,161.977,23.47,0.1765,0.8498,0.1502
Dhaka,Dhaka,Jatrabari,5055444B25595964672870,dhaka|jatrabari,1942,1934,262,354.42,116.152,88.518,27.634,238.268,65.656,95.932,0.3277,0.7621,0.2379
Barisal,Jhalokati,Jhalokati Sadar,5055444B65755720973040,jhalokathi|jhalokathi sadar,341,341,52,219.053,63.188,62.82,0.368,155.865,63.188,0.0,0.2885,0.9942,0.0058
Khulna,Jhenaidah,Jhenaidah Sadar,5055444B48976868209107,jhenaidah|jhenaidah sadar,854,854,136,1044.756,412.031,407.13,4.901,632.725,388.895,364.156,0.3944,0.9881,0.0119
Mymensingh,Sherpur,Jhenaigati,5055444B69691307586178,sherpur|jhenaigati,90,90,6,139.287,15.468,15.468,0.0,123.819,15.468,0.0,0.1111,1.0,0.0
Khulna,Jessore,Jhikargachha,5055444B85710752222432,jashore|jhikargacha,1352,1352,8,1106.192,24.832,24.832,0.0,1081.36,24.832,0.0,0.0224,1.0,0.0
Khulna,Chuadanga,Jiban Nagar,5055444B6466456665233,chuadanga|jiban nagar,503,416,7,355.189,13.331,11.344,1.987,341.858,0.453,12.878,0.0375,0.8509,0.1491
Rajshani,Joypurhat,Joypurhat Sadar,5055444B93992233540184,joypurhat|joypurhat sadar,402,398,19,358.278,61.146,60.328,0.818,297.132,61.146,0.0,0.1707,0.9866,0.0134
Chittagong,Rangamati,Jurai Chhari,5055444B74589798981468,rangamati|jurai chhari,19,19,0,26.919,0.0,0.0,0.0,26.919,0.0,0.0,0.0,,
,Maulvibazar,Juri,5055444B59468636811398,maulvibazar|juri,66,66,2,76.049,1.556,1.556,0.0,74.493,1.556,0.0,0.0205,1.0,0.0
,Noakhali,Kabirhat,5055444B43660249750517,noakhali|kabirhat,888,888,17,392.834,39.638,36.935,2.703,353.196,39.638,0.0,0.1009,0.9318,0.0682
Chittagong,Chandpur,Kachua,5055444B26000063371605,chandpur|kachua,1813,1813,14,1017.729,6.433,5.694,0.739,1011.296,6.433,0.0,0.0063,0.8851,0.1149
Khulna,Bagerhat,Kachua,5055444B45763883342001,bagerhat|kachua,89,85,2,97.777,0.649,0.051,0.598,97.128,0.649,0.0,0.0066,0.0786,0.9214
Dhaka,Dhaka,Kadamtali,5055444B98895982185439,dhaka|kadamtali,2150,2150,106,293.366,47.276,43.358,3.918,246.09,22.558,34.806,0.1612,0.9171,0.0829
Dhaka,Dhaka,Kafrul,5055444B63983691041165,dhaka|kafrul,1708,1706,648,283.65,156.05,113.692,42.358,127.6,87.52,135.94,0.5501,0.7286,0.2714
Rajshani,Bogra,Kahaloo,5055444B94680478371785,bogura|kahaloo,154,154,21,267.522,108.122,108.122,0.0,159.4,108.122,0.0,0.4042,1.0,0.0
Rangpur,Dinajpur,Kaharole,5055444B76754438754784,dinajpur|kaharole,2744,2744,681,948.377,274.699,17.687,257.012,673.678,271.075,3.624,0.2897,0.0644,0.9356
Barisal,Patuakhali,Kala Para,5055444B33791215686777,patuakhali|kalapara,1504,1504,59,1239.253,90.298,79.623,10.675,1148.955,79.981,10.317,0.0729,0.8818,0.1182
Dhaka,Dhaka,Kalabagan,5055444B44586905762707,dhaka|kalabagan,286,286,150,55.98,41.864,40.292,1.572,14.116,25.056,40.14,0.7478,0.9624,0.0376
Rajshani,Joypurhat,Kalai,5055444B30865127714111,joypurhat|kalai,53,53,1,106.551,10.913,10.913,0.0,95.638,10.913,0.0,0.1024,1.0,0.0
Khulna,Satkhira,Kalaroa,5055444B76251255413943,satkhira|kalaroa,552,532,24,575.182,108.177,108.177,0.0,467.005,108.177,92.235,0.1881,1.0,0.0
Khulna,Narail,Kalia,5055444B27555215453497,narail|kalia,1153,1153,127,648.513,71.786,54.558,17.228,576.727,27.37,52.253,0.1107,0.76,0.24
Dhaka,Gazipur,Kaliakair,5055444B52699552656375,gazipur|kaliakair,1135,1135,85,786.642,127.786,124.258,3.528,658.856,125.952,21.832,0.1624,0.9724,0.0276
Dhaka,Gazipur,Kaliganj,5055444B61428192086039,gazipur|kaliganj,1759,1669,49,757.878,69.968,69.968,0.0,687.91,62.076,7.892,0.0923,1.0,0.0
Khulna,Jhenaidah,Kaliganj,5055444B90064357882675,jhenaidah|kaliganj,589,589,6,572.888,43.388,43.388,0.0,529.5,43.388,0.0,0.0757,1.0,0.0
Khulna,Satkhira,Kaliganj,5055444B41249726663470,satkhira|kaliganj,387,387,19,516.222,121.595,119.568,2.027,394.627,107.418,119.324,0.2355,0.9833,0.0167
Rangpur,Lalmonirhat,Kaliganj,5055444B80538323098735,lalmonirhat|kaliganj,188,158,11,222.747,38.623,31.805,6.818,184.124,28.437,10.186,0.1734,0.8235,0.1765
Dhaka,Tangail,Kalihati,5055444B56749671391085,tangail|kalihati,281,268,119,402.227,167.494,165.974,1.52,234.733,153.84,98.878,0.4164,0.9909,0.0091
Dhaka,Madaripur,Kalkini,5055444B57411868126880,madaripur|kalkini,237,237,14,187.207,30.195,29.706,0.489,157.012,26.553,29.637,0.1613,0.9838,0.0162
Mymensingh,Netrakona,Kalmakanda,5055444B66227675822918,netrakona|kalmakanda,864,864,29,616.969,125.985,70.307,55.678,490.984,8.837,117.148,0.2042,0.5581,0.4419
Dhaka,Rajbari,Kalukhali,5055444B5247362700203,rajbari|kalukhali,103,103,3,89.866,1.681,1.681,0.0,88.185,0.129,1.552,0.0187,1.0,0.0
Sylhet,Maulvibazar,Kamalganj,5055444B17952966104219,maulvibazar|kamalganj,205,200,28,321.142,129.132,111.116,18.016,192.01,128.165,105.334,0.4021,0.8605,0.1395
Chittagong,Lakshmipur,Kamalnagar,5055444B78094476092411,lakshmipur|kamalnagar,37,37,0,89.26,0.0,0.0,0.0,89.26,0.0,0.0,0.0,,
Rajshani,Sirajganj,Kamarkhanda,5055444B74368179000930,sirajganj|kamarkhanda,444,439,40,329.181,61.23,61.23,0.0,267.951,27.081,61.183,0.186,1.0,0.0
Dhaka,Dhaka,Kamrangir Char,5055444B25875561692739,dhaka|kamrangir char,580,580,60,79.0,21.416,18.854,2.562,57.584,7.09,21.416,0.2711,0.8804,0.1196
Sylhet,Sylhet,Kanaighat,5055444B41434433148091,sylhet|kanaighat,3556,3554,1589,1915.188,1050.426,0.0,1050.426,864.762,1049.805,0.621,0.5485,0.0,1.0
Barisal,Jhalokati,Kanthalia,5055444B40108237642327,jhalokathi|kanthalia,114,114,1,133.422,0.221,0.221,0.0,133.201,0.221,0.0,0.0017,1.0,0.0
Dhaka,Gazipur,Kapasia,5055444B15486218196636,gazipur|kapasia,904,904,44,834.075,99.357,93.541,5.816,734.718,76.477,22.88,0.1191,0.9415,0.0585
Chittagong,Rangamati,Kaptai,5055444B98244501145639,rangamati|kaptai,131,131,32,167.46,9.957,9.957,0.0,157.503,9.957,0.0,0.0595,1.0,0.0
Dhaka,Kishoreganj,Karimganj,5055444B80392478978834,kishoreganj|karimganj,233,232,0,153.903,0.0,0.0,0.0,153.903,0.0,0.0,0.0,,
Chittagong,Brahamanbaria,Kasba,5055444B61264629124243,brahmanbaria|kasba,604,589,17,431.042,38.962,38.805,0.157,392.08,38.962,0.0,0.0904,0.996,0.004
Dhaka,Gopalganj,Kashiani,5055444B44426403332782,gopalganj|kashiani,306,300,65,307.239,110.709,107.447,3.262,196.53,78.665,77.32,0.3603,0.9705,0.0295
Dhaka,Kishoreganj,Katiadi,5055444B24455875774794,kishoreganj|katiadi,711,711,39,673.711,197.186,195.8,1.386,476.525,103.178,194.985,0.2927,0.993,0.007
Rangpur,Rangpur,Kaunia,5055444B28911251557363,rangpur|kaunia,615,613,4,324.003,1.563,1.079,0.484,322.44,1.563,0.0,0.0048,0.6903,0.3097
Barisal,Pirojpur,Kawkhali,5055444B7582936934927,pirojpur|kawkhali,491,490,155,248.675,69.109,64.915,4.194,179.566,68.79,0.319,0.2779,0.9393,0.0607
Chittagong,Rangamati,Kawkhali (Betbunia),5055444B19367082920466,rangamati|kawkhali,284,284,1,130.299,15.872,15.872,0.0,114.427,15.872,15.872,0.1218,1.0,0.0
Rajshani,Sirajganj,Kazipur,5055444B60898734615082,sirajganj|kazipur,35,35,0,88.282,0.0,0.0,0.0,88.282,0.0,0.0,0.0,,
Mymensingh,Netrakona,Kendua,5055444B31571719417761,netrakona|kendua,2392,2387,108,940.748,59.533,42.966,16.567,881.215,59.533,0.0,0.0633,0.7217,0.2783
Dhaka,Dhaka,Keraniganj,5055444B13645595955380,dhaka|keraniganj,7373,7357,640,2238.16,484.836,357.022,127.814,1753.324,141.374,449.07,0.2166,0.7364,0.2636
Khulna,Jessore,Keshabpur,5055444B35284050445786,jashore|keshabpur,1104,1104,14,859.682,24.799,24.799,0.0,834.883,24.799,0.0,0.0288,1.0,0.0
Chittagong,Khagrachhari,Khagrachhari Sadar,5055444B92688731308594,khagrachari|khagrachari sadar,323,319,14,239.235,91.148,91.148,0.0,148.087,46.144,89.218,0.381,1.0,0.0
Mymensingh,Netrakona,Khaliajuri,5055444B19619959781410,netrakona|khaliajuri,772,772,28,428.168,26.97,11.844,15.126,401.198,26.97,0.0,0.063,0.4392,0.5608
Khulna,Khulna,Khalishpur,5055444B34358039659895,khulna|khalishpur,1160,1158,84,295.584,57.692,51.186,6.506,237.892,56.278,27.878,0.1952,0.8872,0.1128
Khulna,Khulna,Khan Jahan Ali,5055444B24865476374111,khulna|khan jahan ali,680,680,26,235.129,28.66,18.394,10.266,206.469,28.178,10.664,0.1219,0.6418,0.3582
Rangpur,Dinajpur,Khansama,5055444B43604682805019,dinajpur|khansama,3171,3171,73,1013.779,35.367,3.567,31.8,978.412,35.367,0.0,0.0349,0.1009,0.8991
Rajshani,Joypurhat,Khetlal,5055444B82593576675649,joypurhat|khetlal,170,170,4,128.048,8.96,8.96,0.0,119.088,8.96,0.0,0.07,1.0,0.0
Dhaka,Dhaka,Khilgaon,5055444B61701169401467,dhaka|khilgaon,1589,1580,376,279.016,108.794,65.57,43.224,170.222,35.92,94.968,0.3899,0.6027,0.3973
Dhaka,Dhaka,Khilkhet,5055444B65231246155988,dhaka|khilkhet,1208,1096,244,259.516,91.372,83.53,7.842,168.144,58.154,68.922,0.3521,0.9142,0.0858
Khulna,Kushtia,Khoksa,5055444B67450707106328,kushtia|khoksa,129,129,4,103.894,9.77,9.77,0.0,94.124,9.168,0.602,0.094,1.0,0.0
Khulna,Khulna,Khulna Sadar,5055444B15799752378337,khulna|khulna sadar,1510,1508,166,329.996,74.258,72.9,1.358,255.738,45.982,53.248,0.225,0.9817,0.0183
Chittagong,Chittagong,Khulshi,5055444B97703922589889,chattogram|khulshi,1966,1966,62,362.972,48.008,48.008,0.0,314.964,40.878,11.386,0.1323,1.0,0.0
Rangpur,Nilphamari,Kishoreganj,5055444B13115177631970,nilphamari|kishoreganj,773,769,3,429.475,17.022,15.951,1.071,412.453,17.022,0.0,0.0396,0.9371,0.0629
Dhaka,Kishoreganj,Kishoreganj Sadar,5055444B23116047472537,kishoreganj|kishoreganj sadar,1598,1598,36,837.877,78.83,77.048,1.782,759.047,74.97,3.86,0.0941,0.9774,0.0226
Dhaka,Gopalganj,Kotali Para,5055444B41131729628640,gopalganj|kotalipara,285,279,2,414.368,32.492,32.492,0.0,381.876,32.492,0.0,0.0784,1.0,0.0
Khulna,Jhenaidah,Kotchandpur,5055444B95278477608214,jhenaidah|kotchandpur,473,298,6,398.348,129.018,64.509,64.509,269.33,0.0,129.018,0.3239,0.5,0.5
Chittagong,Chittagong,Kotwali,5055444B43057747226647,chattogram|kotwali,1994,1992,158,350.4,50.702,49.306,1.396,299.698,50.12,8.768,0.1447,0.9725,0.0275
Dhaka,Dhaka,Kotwali,5055444B96747808832933,dhaka|kotwali,334,334,214,34.594,22.952,19.5,3.452,11.642,19.576,11.768,0.6635,0.8496,0.1504
Khulna,Jessore,Kotwali,5055444B46202498291187,jashore|jashore sadar,6379,6374,118,2478.059,220.982,220.982,0.0,2257.077,217.19,21.404,0.0892,1.0,0.0
Khulna,Khulna,Koyra,5055444B74268178694093,khulna|koyra,256,254,0,264.439,0.0,0.0,0.0,264.439,0.0,0.0,0.0,,
Sylhet,Maulvibazar,Kulaura,5055444B34645993170454,maulvibazar|kulaura,442,440,49,529.02,158.88,152.955,5.925,370.14,157.036,3.82,0.3003,0.9627,0.0373
Dhaka,Kishoreganj,Kuliar Char,5055444B4949777620192,kishoreganj|kuliarchar,156,156,17,316.969,163.705,162.409,1.296,153.264,155.521,152.178,0.5165,0.9921,0.0079
Khulna,Kushtia,Kumarkhali,5055444B47909201503305,kushtia|kumarkhali,262,262,14,742.667,537.224,479.951,57.273,205.443,116.936,534.834,0.7234,0.8934,0.1066
Rangpur,Kurigram,Kurigram Sadar,5055444B50958574054556,kurigram|kurigram sadar,3393,3393,38,1003.189,49.829,48.742,1.087,953.36,40.127,17.354,0.0497,0.9782,0.0218
Khulna,Kushtia,Kushtia Sadar,5055444B28612098242790,kushtia|kushtia sadar,2042,2027,138,970.551,182.926,158.987,23.939,787.625,181.318,42.189,0.1885,0.8691,0.1309
Chittagong,Cox's Bazar,Kutubdia,5055444B6774293613253,coxs bazar|kutubdia,246,243,0,201.676,0.0,0.0,0.0,201.676,0.0,0.0,0.0,,
Sylhet,Habiganj,Lakhai,5055444B57247897751497,habiganj|lakhai,109,109,3,145.235,14.514,14.514,0.0,130.721,14.514,0.0,0.0999,1.0,0.0
Chittagong,Comilla,Laksam,5055444B78219247274360,cumilla|laksam,730,664,56,493.817,92.984,92.984,0.0,400.833,92.432,0.552,0.1883,1.0,0.0
Chittagong,Khagrachhari,Lakshmichhari,5055444B76771399523865,khagrachari|lakshmichhari,33,33,0,46.326,0.0,0.0,0.0,46.326,0.0,0.0,0.0,,
Chittagong,Lakshmipur,Lakshmipur Sadar,5055444B13201052505859,lakshmipur|lakshmipur sadar,706,694,90,652.139,167.79,167.344,0.446,484.349,76.427,154.468,0.2573,0.9973,0.0027
Dhaka,Dhaka,Lalbagh,5055444B37083431015696,dhaka|lalbagh,1318,1318,272,192.344,70.536,56.806,13.73,121.808,14.876,68.206,0.3667,0.8053,0.1947
Barisal,Bhola,Lalmohan,5055444B5187624990089,bhola|lalmohan,165,136,15,186.159,92.382,92.382,0.0,93.777,92.382,0.0,0.4963,1.0,0.0
Rangpur,Lalmonirhat,Lalmonirhat Sadar,5055444B31815132153948,lalmonirhat|lalmonirhat sadar,2012,1960,45,739.496,24.722,21.287,3.435,714.774,24.722,0.0,0.0334,0.8611,0.1389
Rajshani,Natore,Lalpur,5055444B7503946702912,natore|lalpur,224,224,9,297.856,68.834,68.834,0.0,229.022,68.834,0.0,0.2311,1.0,0.0
Chittagong,Bandarban,Lama,5055444B8807227421792,bandarban|lama,221,207,1,268.007,10.251,10.251,0.0,257.756,0.0,10.251,0.0382,1.0,0.0
Chittagong,Rangamati,Langadu,5055444B82968761851300,rangamati|langadu,36,20,0,41.69,0.0,0.0,0.0,41.69,0.0,0.0,0.0,,
Chittagong,Chittagong,Lohagara,5055444B32629504836566,chattogram|lohagara,1001,997,10,686.276,28.39,27.846,0.544,657.886,28.39,0.0,0.0414,0.9808,0.0192
Khulna,Narail,Lohagara,5055444B42901183691580,narail|lohagara,888,888,11,640.89,29.151,26.25,2.901,611.739,5.009,28.194,0.0455,0.9005,0.0995
