division_name,district_name,upazila_name,join_key,registry_records,active_facilities,active_clinical_facilities,coordinate_facilities,osm_health,osm_hospital,osm_clinic,osm_doctors,osm_to_active_clinical_ratio,registry_minus_osm_clinical,registry_gap_share,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,underobserved_buildings_3km_p85_proxy,has_open_buildings_denominator,has_osm_boundary_match,total_road_km,classified_surface_km,paved_km,unpaved_km,unknown_surface_km,classified_surface_share,classified_paved_share,classified_unpaved_share,has_road_context,has_surface_context,road_context_score
Rangpur,Gaibandha,Gaibandha Sadar,gaibandha|gaibandha sadar,156,156,92,135,2,2,0,0,0.0217,90,0.9783,28752,43651,46455,42702,1,1,776.006,4.357,1.918,2.439,771.649,0.0056,0.4402,0.5598,1,0,
Dhaka,Dhaka,Nawabganj,dhaka|nawabganj,94,94,78,74,0,0,0,0,0.0,78,1.0,21434,42682,43268,42682,1,1,530.79,69.082,55.73,13.352,461.708,0.1301,0.8067,0.1933,1,1,50932
Mymensingh,Mymensingh,Trishal,mymensingh|trishal,75,75,64,65,6,6,0,0,0.0938,58,0.9062,23599,46629,47104,42258,1,1,743.041,281.985,78.379,203.606,461.056,0.3795,0.278,0.722,1,1,72768
Khulna,Jhenaidah,Kaliganj,jhenaidah|kaliganj,85,85,64,74,1,1,0,0,0.0156,63,0.9844,21769,42917,42935,42246,1,1,572.888,43.388,43.388,0.0,529.5,0.0757,1.0,0.0,1,0,
Rajshahi,Rajshahi,Baghmara,rajshahi|baghmara,109,109,81,74,0,0,0,0,0.0,81,1.0,16392,41761,45876,41761,1,1,97.337,0.0,0.0,0.0,97.337,0.0,,,1,0,
Khulna,Jashore,Abhaynagar,jashore|abhaynagar,68,68,57,44,1,1,0,0,0.0175,56,0.9825,19528,41994,41995,41257,1,1,936.731,40.598,37.934,2.664,896.133,0.0433,0.9344,0.0656,1,0,
Khulna,Satkhira,Shyamnagar,satkhira|shyamnagar,94,94,76,73,3,2,1,0,0.0395,73,0.9605,19697,42697,45007,41012,1,1,1250.403,140.349,52.07,88.279,1110.054,0.1122,0.371,0.629,1,1,66809
Rangpur,Rangpur,Pirganj,rangpur|pirganj,93,93,85,64,6,5,0,1,0.0706,79,0.9294,15529,43881,52249,40784,1,1,563.09,101.143,86.341,14.802,461.947,0.1796,0.8537,0.1463,1,1,46751
Chattogram,Chandpur,Kachua,chandpur|kachua,93,93,67,62,2,2,0,0,0.0299,65,0.9701,17157,41896,43412,40645,1,1,1017.729,6.433,5.694,0.739,1011.296,0.0063,0.8851,0.1149,1,0,
Khulna,Khulna,Batiaghata,khulna|batiaghata,45,45,39,43,5,2,3,0,0.1282,34,0.8718,19573,46355,46715,40412,1,1,672.375,123.635,116.576,7.059,548.74,0.1839,0.9429,0.0571,1,1,42720
Mymensingh,Jamalpur,Madarganj,jamalpur|madarganj,65,65,54,52,1,1,0,0,0.0185,53,0.9815,22539,40549,41604,39798,1,1,1170.836,66.171,0.0,66.171,1104.665,0.0565,0.0,1.0,1,0,
Chattogram,Chandpur,Hajiganj,chandpur|hajiganj,91,91,58,83,1,1,0,0,0.0172,57,0.9828,20961,40487,41648,39789,1,1,1168.31,80.133,80.133,0.0,1088.177,0.0686,1.0,0.0,1,0,
Chattogram,Chattogram,Satkania,chattogram|satkania,94,94,72,86,3,3,0,0,0.0417,69,0.9583,27646,41278,42269,39558,1,1,572.214,79.594,74.752,4.842,492.62,0.1391,0.9392,0.0608,1,1,41963
Rajshahi,Bogura,Kahaloo,bogura|kahaloo,45,45,41,32,1,1,0,0,0.0244,40,0.9756,18348,40474,40822,39487,1,1,267.522,108.122,108.122,0.0,159.4,0.4042,1.0,0.0,1,1,39487
Rangpur,Kurigram,Ulipur,kurigram|ulipur,104,104,87,78,1,1,0,0,0.0115,86,0.9885,12157,39855,46128,39397,1,1,1254.193,62.699,51.624,11.075,1191.494,0.05,0.8234,0.1766,1,0,
Mymensingh,Jamalpur,Bakshiganj,jamalpur|bakshiganj,60,60,48,46,3,2,1,0,0.0625,45,0.9375,15476,41979,44915,39355,1,1,225.019,56.848,0.0,56.848,168.171,0.2526,0.0,1.0,1,1,78710
Khulna,Satkhira,Kalaroa,satkhira|kalaroa,66,66,59,51,7,2,5,0,0.1186,52,0.8814,19703,44589,44743,39299,1,1,575.182,108.177,108.177,0.0,467.005,0.1881,1.0,0.0,1,1,39299
Rajshahi,Naogaon,Mahadebpur,naogaon|mahadebpur,80,80,63,75,11,7,1,3,0.1746,52,0.8254,21015,47495,47511,39202,1,1,229.513,35.724,35.724,0.0,193.789,0.1557,1.0,0.0,1,0,
Khulna,Narail,Narail Sadar,narail|narail sadar,101,101,67,72,5,5,0,0,0.0746,62,0.9254,20191,42156,44078,39010,1,1,540.64,112.68,98.83,13.85,427.96,0.2084,0.8771,0.1229,1,1,43804
Rajshahi,Chapainawabganj,Gomastapur,chapainawabganj|gomastapur,74,74,54,68,3,3,0,0,0.0556,51,0.9444,24215,41125,41402,38840,1,1,407.302,20.407,18.596,1.811,386.895,0.0501,0.9113,0.0887,1,0,
Rajshahi,Naogaon,Atrai,naogaon|atrai,45,45,43,42,0,0,0,0,0.0,43,1.0,19641,38748,39309,38748,1,1,103.337,0.0,0.0,0.0,103.337,0.0,,,1,0,
Rajshahi,Rajshahi,Godagari,rajshahi|godagari,68,68,56,48,1,1,0,0,0.0179,55,0.9821,14858,39065,43620,38367,1,1,520.458,121.723,121.723,0.0,398.735,0.2339,1.0,0.0,1,1,38367
Rajshahi,Natore,Natore Sadar,natore|natore sadar,160,160,96,125,21,8,11,2,0.2188,75,0.7812,27847,48712,49153,38056,1,1,425.455,88.996,88.814,0.182,336.459,0.2092,0.998,0.002,1,1,38132
Dhaka,Rajbari,Pangsha,rajbari|pangsha,85,85,71,73,3,1,2,0,0.0423,68,0.9577,21522,39538,40060,37867,1,1,221.208,39.226,39.226,0.0,181.982,0.1773,1.0,0.0,1,0,
Mymensingh,Jamalpur,Islampur,jamalpur|islampur,89,89,80,38,1,1,0,0,0.0125,79,0.9875,15509,38319,41762,37840,1,1,1158.938,147.008,41.574,105.434,1011.93,0.1268,0.2828,0.7172,1,1,64979
Rajshahi,Natore,Lalpur,natore|lalpur,76,76,57,62,6,4,2,0,0.1053,51,0.8947,20595,42161,42285,37723,1,1,297.856,68.834,68.834,0.0,229.022,0.2311,1.0,0.0,1,1,37723
Chattogram,Brahmanbaria,Bijoynagar,brahmanbaria|bijoynagar,49,49,40,39,0,0,0,0,0.0,40,1.0,18735,37708,38563,37708,1,1,271.693,28.605,28.605,0.0,243.088,0.1053,1.0,0.0,1,0,
Khulna,Satkhira,Tala,satkhira|tala,72,72,66,51,3,2,1,0,0.0455,63,0.9545,13133,39282,43195,37496,1,1,408.192,91.659,90.31,1.349,316.533,0.2245,0.9853,0.0147,1,1,38047
Chattogram,Cumilla,Cumilla Sadar Dakshin,cumilla|cumilla sadar dakshin,75,75,52,55,4,4,0,0,0.0769,48,0.9231,27215,40465,40465,37352,1,1,2601.765,348.249,256.545,91.704,2253.516,0.1339,0.7367,0.2633,1,1,47187
Chattogram,Chattogram,Mirsharai,chattogram|mirsharai,102,102,67,86,12,10,2,0,0.1791,55,0.8209,25284,45321,46616,37204,1,1,1275.44,162.726,149.857,12.869,1112.714,0.1276,0.9209,0.0791,1,1,40147
Mymensingh,Mymensingh,Phulpur,mymensingh|phulpur,77,77,57,57,8,8,0,0,0.1404,49,0.8596,18928,43277,47020,37203,1,1,854.205,92.811,92.811,0.0,761.394,0.1087,1.0,0.0,1,1,37203
Dhaka,Munshiganj,Sreenagar,munshiganj|sreenagar,93,93,61,78,3,2,0,1,0.0492,58,0.9508,23154,38934,39238,37019,1,1,394.788,162.737,160.29,2.447,232.051,0.4122,0.985,0.015,1,1,37574
Khulna,Kushtia,Kumarkhali,kushtia|kumarkhali,75,75,64,52,1,1,0,0,0.0156,63,0.9844,18403,37526,41103,36940,1,1,742.667,537.224,479.951,57.273,205.443,0.7234,0.8934,0.1066,1,1,40878
Chattogram,Cumilla,Homna,cumilla|homna,62,62,47,51,1,1,0,0,0.0213,46,0.9787,15938,37554,38317,36755,1,1,184.844,16.26,16.26,0.0,168.584,0.088,1.0,0.0,1,0,
Rangpur,Rangpur,Mithapukur,rangpur|mithapukur,98,98,89,69,4,3,0,1,0.0449,85,0.9551,16931,38352,39138,36628,1,1,293.015,75.593,28.548,47.045,217.422,0.258,0.3777,0.6223,1,1,59422
Sylhet,Habiganj,Madhabpur,habiganj|madhabpur,77,77,57,60,1,1,0,0,0.0175,56,0.9825,20058,36926,39190,36278,1,1,1339.306,1061.113,658.687,402.426,278.193,0.7923,0.6208,0.3792,1,1,50035
Rangpur,Thakurgaon,Haripur,thakurgaon|haripur,28,28,27,16,0,0,0,0,0.0,27,1.0,11116,36097,42484,36097,1,1,140.579,5.29,4.43,0.86,135.289,0.0376,0.8374,0.1626,1,0,
Rangpur,Rangpur,Gangachara,rangpur|gangachara,49,49,48,38,2,2,0,0,0.0417,46,0.9583,16576,37620,40778,36052,1,1,1065.214,161.892,80.33,81.562,903.322,0.152,0.4962,0.5038,1,1,54215
Rangpur,Kurigram,Kurigram Sadar,kurigram|kurigram sadar,101,101,72,71,1,1,0,0,0.0139,71,0.9861,15482,36560,40176,36052,1,1,1003.189,49.829,48.742,1.087,953.36,0.0497,0.9782,0.0218,1,0,
Rangpur,Lalmonirhat,Patgram,lalmonirhat|patgram,58,58,48,34,2,2,0,0,0.0417,46,0.9583,13776,37505,39548,35942,1,1,507.892,73.443,69.453,3.99,434.449,0.1446,0.9457,0.0543,1,1,37894
Rajshahi,Pabna,Chatmohar,pabna|chatmohar,75,75,54,69,1,1,0,0,0.0185,53,0.9815,20123,36577,36588,35900,1,1,130.767,0.0,0.0,0.0,130.767,0.0,,,1,0,
Dhaka,Kishoreganj,Pakundia,kishoreganj|pakundia,58,58,49,41,2,1,0,1,0.0408,47,0.9592,20822,37369,37387,35844,1,1,739.086,21.302,21.302,0.0,717.784,0.0288,1.0,0.0,1,0,
Rajshahi,Pabna,Sujanagar,pabna|sujanagar,61,61,48,36,1,1,0,0,0.0208,47,0.9792,17064,36553,38220,35791,1,1,235.31,44.876,44.876,0.0,190.434,0.1907,1.0,0.0,1,0,
Rajshahi,Naogaon,Patnitala,naogaon|patnitala,87,87,68,76,13,7,5,1,0.1912,55,0.8088,19147,44195,45325,35746,1,1,308.331,96.519,92.925,3.594,211.812,0.313,0.9628,0.0372,1,1,37076
Rajshahi,Naogaon,Sapahar,naogaon|sapahar,47,47,38,39,1,1,0,0,0.0263,37,0.9737,14551,36599,38147,35636,1,1,221.792,8.063,7.081,0.982,213.729,0.0364,0.8782,0.1218,1,0,
Sylhet,Maulvibazar,Maulvibazar Sadar,maulvibazar|maulvibazar sadar,127,127,79,114,11,5,5,1,0.1392,68,0.8608,22913,41309,47473,35557,1,1,1040.857,509.072,503.938,5.134,531.785,0.4891,0.9899,0.0101,1,1,35916
Rajshahi,Bogura,Sherpur,bogura|sherpur,92,92,69,82,16,14,1,1,0.2319,53,0.7681,29721,46190,46519,35479,1,1,263.176,121.214,53.26,67.954,141.962,0.4606,0.4394,0.5606,1,1,55369
Dhaka,Manikganj,Singair,manikganj|singair,82,82,63,59,4,4,0,0,0.0635,59,0.9365,17695,37725,38944,35330,1,1,915.815,135.333,128.12,7.213,780.482,0.1478,0.9467,0.0533,1,1,37213
Rajshahi,Rajshahi,Charghat,rajshahi|charghat,47,47,36,34,3,3,0,0,0.0833,33,0.9167,17502,38282,38296,35092,1,1,192.675,25.15,25.15,0.0,167.525,0.1305,1.0,0.0,1,0,
Rajshahi,Sirajganj,Belkuchi,sirajganj|belkuchi,77,77,60,73,4,3,1,0,0.0667,56,0.9333,15315,37348,41735,34858,1,1,556.277,85.906,60.16,25.746,470.371,0.1544,0.7003,0.2997,1,1,45305
Chattogram,Noakhali,Sonaimuri,noakhali|sonaimuri,104,104,75,101,2,2,0,0,0.0267,73,0.9733,25442,35641,35777,34691,1,1,341.363,50.709,50.709,0.0,290.654,0.1485,1.0,0.0,1,1,34691
Dhaka,Munshiganj,Munshiganj Sadar,munshiganj|munshiganj sadar,93,93,52,62,17,3,14,0,0.3269,35,0.6731,33592,51500,53275,34663,1,1,526.546,63.062,59.672,3.39,463.484,0.1198,0.9462,0.0538,1,1,36528
Rajshahi,Natore,Baraigram,natore|baraigram,93,93,64,88,9,7,2,0,0.1406,55,0.8594,21000,40274,40276,34610,1,1,203.262,54.318,54.318,0.0,148.944,0.2672,1.0,0.0,1,1,34610
Rajshahi,Bogura,Dhupchanchia,bogura|dhupchanchia,78,78,55,68,1,1,0,0,0.0182,54,0.9818,22206,34703,34703,34072,1,1,78.285,10.865,10.865,0.0,67.42,0.1388,1.0,0.0,1,0,
Khulna,Satkhira,Satkhira Sadar,satkhira|satkhira sadar,170,170,106,130,60,18,40,2,0.566,46,0.434,37027,78031,78228,33863,1,1,1562.015,180.305,176.229,4.076,1381.71,0.1154,0.9774,0.0226,1,1,34628
Rangpur,Rangpur,Badarganj,rangpur|badarganj,52,52,48,31,1,1,0,0,0.0208,47,0.9792,12285,34397,39443,33680,1,1,576.675,73.724,24.849,48.875,502.951,0.1278,0.3371,0.6629,1,1,56006
Dhaka,Shariatpur,Bhedarganj,shariatpur|bhedarganj,70,70,60,47,2,2,0,0,0.0333,58,0.9667,16631,34699,35509,33542,1,1,225.431,84.585,74.711,9.874,140.846,0.3752,0.8833,0.1167,1,1,37456
Khulna,Satkhira,Assasuni,satkhira|assasuni,72,72,67,49,1,0,1,0,0.0149,66,0.9851,17196,34034,34890,33526,1,1,381.36,58.659,14.638,44.021,322.701,0.1538,0.2495,0.7505,1,1,58687
Rangpur,Thakurgaon,Baliadangi,thakurgaon|baliadangi,40,40,38,23,1,1,0,0,0.0263,37,0.9737,12117,34406,35570,33501,1,1,446.346,0.68,0.68,0.0,445.666,0.0015,1.0,0.0,1,0,
Dhaka,Gopalganj,Muksudpur,gopalganj|muksudpur,97,97,82,40,5,4,1,0,0.061,77,0.939,10916,35456,39540,33294,1,1,458.442,237.109,231.491,5.618,221.333,0.5172,0.9763,0.0237,1,1,34083
Dhaka,Kishoreganj,Hossainpur,kishoreganj|hossainpur,37,37,30,33,1,1,0,0,0.0333,29,0.9667,15136,34400,35178,33253,1,1,327.633,82.123,82.123,0.0,245.51,0.2507,1.0,0.0,1,1,33253
Rangpur,Dinajpur,Fulbari,dinajpur|fulbari,50,50,38,45,3,2,0,1,0.0789,35,0.9211,13124,35810,38102,32983,1,1,1008.435,81.66,73.26,8.4,926.775,0.081,0.8971,0.1029,1,0,
Rajshahi,Bogura,Sariakandi,bogura|sariakandi,56,56,49,51,1,1,0,0,0.0204,48,0.9796,21687,33570,34157,32885,1,1,445.641,6.805,0.0,6.805,438.836,0.0153,0.0,1.0,1,0,
Khulna,Narail,Lohagara,narail|lohagara,89,89,69,59,2,1,0,1,0.029,67,0.971,14819,33850,37192,32869,1,1,640.89,29.151,26.25,2.901,611.739,0.0455,0.9005,0.0995,1,0,
Dhaka,Narsingdi,Palash,narsingdi|palash,46,46,28,38,1,1,0,0,0.0357,27,0.9643,23406,34074,34074,32857,1,1,327.377,18.258,18.258,0.0,309.119,0.0558,1.0,0.0,1,0,
Dhaka,Tangail,Sakhipur,tangail|sakhipur,98,98,57,77,3,1,2,0,0.0526,54,0.9474,18428,34665,35053,32841,1,1,435.86,20.914,7.312,13.602,414.946,0.048,0.3496,0.6504,1,0,
Dhaka,Gopalganj,Kotalipara,gopalganj|kotalipara,94,94,74,63,1,1,0,0,0.0135,73,0.9865,11980,33083,37786,32636,1,1,414.368,32.492,32.492,0.0,381.876,0.0784,1.0,0.0,1,0,
Khulna,Bagerhat,Morrelganj,bagerhat|morrelganj,95,95,80,80,8,0,8,0,0.1,72,0.9,18780,36144,36380,32530,1,1,546.287,16.687,16.687,0.0,529.6,0.0305,1.0,0.0,1,0,
Chattogram,Cox's Bazar,Cox's Bazar Sadar,coxs bazar|coxs bazar sadar,107,107,71,71,14,13,0,1,0.1972,57,0.8028,20283,40344,41545,32389,1,1,1011.807,94.056,72.038,22.018,917.751,0.093,0.7659,0.2341,1,0,
Dhaka,Munshiganj,Gazaria,munshiganj|gazaria,52,52,37,44,1,1,0,0,0.027,36,0.973,17944,33187,33514,32290,1,1,534.743,104.164,103.747,0.417,430.579,0.1948,0.996,0.004,1,1,32419
Chattogram,Noakhali,Noakhali Sadar,noakhali|noakhali sadar,172,172,109,151,5,5,0,0,0.0459,104,0.9541,17232,33636,36523,32093,1,1,699.601,34.368,34.368,0.0,665.233,0.0491,1.0,0.0,1,0,
Chattogram,Noakhali,Senbagh,noakhali|senbagh,66,66,49,51,2,1,1,0,0.0408,47,0.9592,21046,33416,33514,32052,1,1,270.143,53.955,49.676,4.279,216.188,0.1997,0.9207,0.0793,1,1,34594
Rajshahi,Naogaon,Porsha,naogaon|porsha,28,28,23,21,1,1,0,0,0.0435,22,0.9565,12510,33228,33779,31783,1,1,63.718,22.574,22.058,0.516,41.144,0.3543,0.9771,0.0229,1,0,
Rajshahi,Pabna,Atgharia,pabna|atgharia,34,34,29,26,0,0,0,0,0.0,29,1.0,14835,31750,32977,31750,1,1,93.931,23.79,23.79,0.0,70.141,0.2533,1.0,0.0,1,0,
Chattogram,Chattogram,Banshkhali,chattogram|banshkhali,77,77,63,55,0,0,0,0,0.0,63,1.0,13587,31719,36483,31719,1,1,843.228,3.329,3.329,0.0,839.899,0.0039,1.0,0.0,1,0,
Dhaka,Madaripur,Kalkini,madaripur|kalkini,76,76,62,57,1,1,0,0,0.0161,61,0.9839,14890,32194,32781,31675,1,1,187.207,30.195,29.706,0.489,157.012,0.1613,0.9838,0.0162,1,0,
Rajshahi,Naogaon,Dhamoirhat,naogaon|dhamoirhat,37,37,32,27,3,3,0,0,0.0938,29,0.9062,11350,34942,36080,31666,1,1,239.98,7.989,7.093,0.896,231.991,0.0333,0.8878,0.1122,1,0,
Chattogram,Chattogram,Raozan,chattogram|raozan,80,80,64,63,8,5,1,2,0.125,56,0.875,22882,36051,36058,31545,1,1,947.245,71.059,70.627,0.432,876.186,0.075,0.9939,0.0061,1,0,
Chattogram,Chandpur,Faridganj,chandpur|faridganj,89,89,71,64,1,1,0,0,0.0141,70,0.9859,18695,31974,31974,31524,1,1,753.05,290.926,282.157,8.769,462.124,0.3863,0.9699,0.0301,1,1,32473
Rangpur,Rangpur,Pirgachha,rangpur|pirgachha,60,60,56,52,0,0,0,0,0.0,56,1.0,13432,30825,31365,30825,1,1,377.129,5.925,0.072,5.853,371.204,0.0157,0.0122,0.9878,1,0,
Rajshahi,Rajshahi,Durgapur,rajshahi|durgapur,38,38,30,27,0,0,0,0,0.0,30,1.0,11038,30812,31196,30812,1,1,203.254,0.0,0.0,0.0,203.254,0.0,,,1,0,
Rangpur,Lalmonirhat,Hatibandha,lalmonirhat|hatibandha,63,63,56,50,1,1,0,0,0.0179,55,0.9821,14736,31196,31883,30639,1,1,342.34,30.786,30.786,0.0,311.554,0.0899,1.0,0.0,1,0,
Rajshahi,Naogaon,Raninagar,naogaon|raninagar,39,39,36,33,2,2,0,0,0.0556,34,0.9444,16558,32212,32315,30422,1,1,157.248,0.65,0.65,0.0,156.598,0.0041,1.0,0.0,1,0,
Dhaka,Rajbari,Rajbari Sadar,rajbari|rajbari sadar,119,119,85,79,5,1,3,1,0.0588,80,0.9412,16046,31985,32598,30104,1,1,370.519,47.488,47.488,0.0,323.031,0.1282,1.0,0.0,1,0,
Khulna,Jashore,Bagherpara,jashore|bagherpara,58,58,48,41,2,2,0,0,0.0417,46,0.9583,12861,31398,31721,30090,1,1,881.125,20.612,20.612,0.0,860.513,0.0234,1.0,0.0,1,0,
Rajshahi,Bogura,Adamdighi,bogura|adamdighi,50,50,41,39,2,2,0,0,0.0488,39,0.9512,18848,31172,31172,29651,1,1,163.553,37.98,37.98,0.0,125.573,0.2322,1.0,0.0,1,0,
Rajshahi,Bogura,Sonatola,bogura|sonatola,62,62,50,49,1,1,0,0,0.02,49,0.98,18008,30239,30593,29634,1,1,66.083,2.934,2.223,0.711,63.149,0.0444,0.7577,0.2423,1,0,
Khulna,Chuadanga,Jibannagar,chuadanga|jibannagar,59,59,38,48,0,0,0,0,0.0,38,1.0,17369,29516,30237,29516,1,0,,,,,,,,,0,0,
Chattogram,Feni,Chhagalnaiya,feni|chhagalnaiya,50,50,43,34,1,1,0,0,0.0233,42,0.9767,18463,30213,30730,29510,1,1,115.82,29.246,29.246,0.0,86.574,0.2525,1.0,0.0,1,0,
Dhaka,Narayanganj,Bandar,narayanganj|bandar,47,47,37,30,1,1,0,0,0.027,36,0.973,19564,30276,30276,29458,1,1,577.132,90.378,89.138,1.24,486.754,0.1566,0.9863,0.0137,1,1,29862
Mymensingh,Jamalpur,Dewanganj,jamalpur|dewanganj,53,53,44,32,2,2,0,0,0.0455,42,0.9545,9443,30748,33394,29350,1,1,494.397,54.218,25.566,28.652,440.179,0.1097,0.4715,0.5285,1,1,44861
Dhaka,Faridpur,Nagarkanda,faridpur|nagarkanda,36,36,31,23,0,0,0,0,0.0,31,1.0,9415,29236,33207,29236,1,1,91.545,39.725,39.725,0.0,51.82,0.4339,1.0,0.0,1,0,
Rajshahi,Joypurhat,Kalai,joypurhat|kalai,29,29,24,26,0,0,0,0,0.0,24,1.0,11584,29122,32605,29122,1,1,106.551,10.913,10.913,0.0,95.638,0.1024,1.0,0.0,1,0,
Rajshahi,Joypurhat,Panchbibi,joypurhat|panchbibi,50,50,43,41,1,1,0,0,0.0233,42,0.9767,16203,29771,31633,29079,1,1,402.548,91.41,72.472,18.938,311.138,0.2271,0.7928,0.2072,1,1,35104
Dhaka,Rajbari,Baliakandi,rajbari|baliakandi,54,54,41,47,1,1,0,0,0.0244,40,0.9756,14257,29753,29972,29027,1,1,188.563,18.65,18.328,0.322,169.913,0.0989,0.9827,0.0173,1,0,
Chattogram,Chandpur,Matlab Dakshin,chandpur|matlab dakshin,67,67,47,47,1,1,0,0,0.0213,46,0.9787,15233,29505,29534,28877,1,1,449.32,4.957,2.273,2.684,444.363,0.011,0.4585,0.5415,1,0,
Dhaka,Faridpur,Saltha,faridpur|saltha,32,32,28,22,0,0,0,0,0.0,28,1.0,9358,28830,29455,28830,1,1,122.096,2.134,2.134,0.0,119.962,0.0175,1.0,0.0,1,0,
Mymensingh,Mymensingh,Ishwarganj,mymensingh|ishwarganj,75,75,58,57,5,4,0,1,0.0862,53,0.9138,11955,31473,33376,28760,1,1,846.721,101.243,101.111,0.132,745.478,0.1196,0.9987,0.0013,1,1,28797
Chattogram,Chandpur,Shahrasti,chandpur|shahrasti,73,73,48,60,1,1,0,0,0.0208,47,0.9792,17103,29345,29345,28734,1,1,361.386,55.665,55.665,0.0,305.721,0.154,1.0,0.0,1,1,28734
Khulna,Bagerhat,Rampal,bagerhat|rampal,53,53,45,41,2,1,1,0,0.0444,43,0.9556,15586,30042,30074,28707,1,1,450.355,19.193,19.019,0.174,431.162,0.0426,0.9909,0.0091,1,0,
Rajshahi,Bogura,Nandigram,bogura|nandigram,41,41,36,38,4,4,0,0,0.1111,32,0.8889,14116,32210,32560,28631,1,1,197.555,35.72,35.72,0.0,161.835,0.1808,1.0,0.0,1,0,
Rajshahi,Naogaon,Badalgachhi,naogaon|badalgachhi,43,43,36,36,5,5,0,0,0.1389,31,0.8611,17146,33238,33238,28622,1,1,263.774,19.73,19.73,0.0,244.044,0.0748,1.0,0.0,1,0,
Dhaka,Kishoreganj,Katiadi,kishoreganj|katiadi,71,71,57,52,2,2,0,0,0.0351,55,0.9649,19490,29485,29576,28450,1,1,673.711,197.186,195.8,1.386,476.525,0.2927,0.993,0.007,1,1,28649
Dhaka,Manikganj,Saturia,manikganj|saturia,57,57,49,35,3,3,0,0,0.0612,46,0.9388,13749,30216,30304,28366,1,1,302.406,81.584,70.068,11.516,220.822,0.2698,0.8588,0.1412,1,1,32371
Sylhet,Maulvibazar,Sreemangal,maulvibazar|sreemangal,70,70,54,55,4,4,0,0,0.0741,50,0.9259,16835,30582,32979,28317,1,1,530.877,204.675,157.569,47.106,326.202,0.3855,0.7698,0.2302,1,1,34836
Chattogram,Cumilla,Titas,cumilla|titas,48,48,40,33,0,0,0,0,0.0,40,1.0,17857,28304,28304,28304,1,1,812.652,0.0,0.0,0.0,812.652,0.0,,,1,0,
Chattogram,Brahmanbaria,Sarail,brahmanbaria|sarail,46,46,39,25,1,1,0,0,0.0256,38,0.9744,18361,28962,32526,28219,1,1,246.628,75.801,74.434,1.367,170.827,0.3073,0.982,0.018,1,1,28727
Mymensingh,Mymensingh,Gafargaon,mymensingh|gafargaon,69,69,68,51,0,0,0,0,0.0,68,1.0,14401,28177,28521,28177,1,0,,,,,,,,,0,0,
Chattogram,Chattogram,Anowara,chattogram|anowara,53,53,43,39,5,3,2,0,0.1163,38,0.8837,20234,31775,31775,28080,1,1,893.481,35.907,35.789,0.118,857.574,0.0402,0.9967,0.0033,1,0,
Chattogram,Chattogram,Lohagara,chattogram|lohagara,71,71,50,51,4,4,0,0,0.08,46,0.92,15287,30517,32342,28076,1,1,686.276,28.39,27.846,0.544,657.886,0.0414,0.9808,0.0192,1,0,
Chattogram,Brahmanbaria,Ashuganj,brahmanbaria|ashuganj,41,41,32,33,3,3,0,0,0.0938,29,0.9062,21014,30975,32708,28071,1,1,287.31,13.72,13.72,0.0,273.59,0.0478,1.0,0.0,1,0,
Dhaka,Manikganj,Manikganj Sadar,manikganj|manikganj sadar,186,186,111,144,20,20,0,0,0.1802,91,0.8198,17030,34165,34949,28009,1,1,578.812,87.378,73.724,13.654,491.434,0.151,0.8437,0.1563,1,1,32387
Chattogram,Cox's Bazar,Teknaf,coxs bazar|teknaf,41,41,24,18,3,3,0,0,0.125,21,0.875,14328,31939,34974,27947,1,1,1227.291,81.345,72.049,9.296,1145.946,0.0663,0.8857,0.1143,1,0,
Khulna,Jhenaidah,Harinakunda,jhenaidah|harinakunda,48,48,39,35,1,1,0,0,0.0256,38,0.9744,12296,28503,28503,27772,1,1,258.683,0.0,0.0,0.0,258.683,0.0,,,1,0,
Sylhet,Maulvibazar,Kamalganj,maulvibazar|kamalganj,58,58,44,49,1,1,0,0,0.0227,43,0.9773,12655,28334,30539,27690,1,1,321.142,129.132,111.116,18.016,192.01,0.4021,0.8605,0.1395,1,1,31553
Chattogram,Feni,Daganbhuiyan,feni|daganbhuiyan,64,64,51,48,2,2,0,0,0.0392,49,0.9608,18484,28695,28695,27570,1,1,477.651,91.482,48.443,43.039,386.169,0.1915,0.5295,0.4705,1,1,40542
Chattogram,Cumilla,Brahmanpara,cumilla|brahmanpara,55,55,43,49,1,1,0,0,0.0233,42,0.9767,17210,28080,28719,27427,1,1,250.412,21.235,17.943,3.292,229.177,0.0848,0.845,0.155,1,0,
Khulna,Magura,Sreepur,magura|sreepur,40,40,33,29,0,0,0,0,0.0,33,1.0,11701,27393,28325,27393,1,1,76.471,0.613,0.613,0.0,75.858,0.008,1.0,0.0,1,0,
Khulna,Narail,Kalia,narail|kalia,62,62,54,42,11,1,6,4,0.2037,43,0.7963,16454,34375,34789,27373,1,1,648.513,71.786,54.558,17.228,576.727,0.1107,0.76,0.24,1,1,33943
Rangpur,Lalmonirhat,Kaliganj,lalmonirhat|kaliganj,58,58,48,41,4,0,4,0,0.0833,44,0.9167,13061,29822,30805,27337,1,1,222.747,38.623,31.805,6.818,184.124,0.1734,0.8235,0.1765,1,0,
Rangpur,Rangpur,Kaunia,rangpur|kaunia,35,35,32,18,0,0,0,0,0.0,32,1.0,11738,27224,28116,27224,1,1,324.003,1.563,1.079,0.484,322.44,0.0048,0.6903,0.3097,1,0,
