division_name,district_name,upazila_name,facilities,active_facilities,coordinate_facilities,catchment_facilities,principal_tier_facilities,clinical_tier_facilities,emergency_facilities,opd_facilities,ipd_facilities,approved_beds,coordinate_coverage_pct,catchment_coverage_pct
Chattogram,Chandpur,Faridganj,89,89,64,89,15,71,5,10,1,170,71.91,100.0
Dhaka,Manikganj,Singair,82,82,59,82,13,63,5,12,2,120,71.95,100.0
Barishal,Barguna,Betagi,43,43,31,43,5,32,3,9,1,80,72.09,100.0
Barishal,Pirojpur,Nazirpur,54,54,39,54,5,47,1,5,0,90,72.22,100.0
Dhaka,Dhaka,Dohar,54,54,39,54,13,36,1,1,1,202,72.22,100.0
Barishal,Jhalokathi,Kanthalia,36,36,26,36,6,30,11,10,1,80,72.22,100.0
Dhaka,Gazipur,Kaliganj,94,94,68,94,22,70,3,6,2,320,72.34,100.0
Rajshahi,Rajshahi,Charghat,47,47,34,47,7,36,2,13,2,100,72.34,100.0
Sylhet,Sunamganj,Derai,47,47,34,47,3,40,1,22,1,70,72.34,100.0
Rajshahi,Natore,Naldanga,29,29,21,29,4,21,2,1,1,80,72.41,100.0
Sylhet,Habiganj,Ajmiriganj,29,29,21,29,3,25,2,3,1,41,72.41,100.0
Khulna,Magura,Sreepur,40,40,29,40,6,33,2,6,1,71,72.5,100.0
Chattogram,Lakshmipur,Ramganj,84,84,61,84,13,55,3,5,1,190,72.62,100.0
Dhaka,Kishoreganj,Kishoreganj Sadar,143,143,104,143,37,82,4,11,2,737,72.73,100.0
Rajshahi,Chapainawabganj,Bholahat,22,22,16,22,3,18,4,1,1,70,72.73,100.0
Mymensingh,Mymensingh,Nandail,70,70,51,70,2,54,2,48,38,50,72.86,100.0
Khulna,Jhenaidah,Harinakunda,48,48,35,48,7,39,11,7,5,100,72.92,100.0
Chattogram,Chandpur,Chandpur Sadar,181,181,132,181,40,101,3,4,1,1199,72.93,100.0
Dhaka,Dhaka,Badda,74,74,54,74,27,30,0,0,0,965,72.97,100.0
Khulna,Bagerhat,Mongla,37,37,27,37,7,27,1,4,1,90,72.97,100.0
Khulna,Khulna,Rupsa,37,37,27,37,10,35,2,3,1,180,72.97,100.0
Rajshahi,Naogaon,Dhamoirhat,37,37,27,37,3,32,2,24,2,50,72.97,100.0
Sylhet,Sylhet,Kanaighat,52,52,38,52,4,40,1,1,1,61,73.08,100.0
Rangpur,Kurigram,Raumari,56,56,41,56,8,44,3,1,1,80,73.21,100.0
Dhaka,Kishoreganj,Katiadi,71,71,52,71,6,57,2,5,1,80,73.24,100.0
Chattogram,Chattogram,Hathazari,86,86,63,86,15,64,2,5,2,382,73.26,100.0
Khulna,Satkhira,Kaliganj,86,86,63,86,16,76,2,16,3,200,73.26,100.0
Rangpur,Thakurgaon,Thakurgaon Sadar,191,191,140,191,52,149,2,13,3,878,73.3,100.0
Chattogram,Cumilla,Cumilla Sadar Dakshin,75,75,55,75,17,52,2,15,4,740,73.33,100.0
Rajshahi,Bogura,Gabtali,64,64,47,64,7,60,13,12,2,54,73.44,100.0
Chattogram,Chattogram,Anowara,53,53,39,53,3,43,1,25,1,70,73.58,100.0
Rajshahi,Rajshahi,Mohanpur,38,38,28,38,6,32,1,6,1,80,73.68,100.0
Chattogram,Chattogram,Karnaphuli,19,19,14,19,1,18,0,3,0,60,73.68,100.0
Khulna,Bagerhat,Sarankhola,42,42,31,42,8,31,1,1,1,110,73.81,100.0
Mymensingh,Mymensingh,Gafargaon,69,69,51,69,1,68,2,50,1,50,73.91,100.0
Dhaka,Dhaka,Turag,23,23,17,23,13,14,0,0,0,1050,73.91,100.0
Khulna,Jashore,Chaugacha,73,73,54,73,10,62,2,31,3,150,73.97,100.0
Dhaka,Shariatpur,Shariatpur Sadar,77,77,57,77,23,53,1,2,1,290,74.03,100.0
Mymensingh,Mymensingh,Phulpur,77,77,57,77,10,57,5,6,1,101,74.03,100.0
Barishal,Bhola,Borhanuddin,54,54,40,54,4,42,2,2,1,60,74.07,100.0
Rajshahi,Joypurhat,Khetlal,31,31,23,31,2,23,1,1,1,50,74.19,100.0
Dhaka,Dhaka,Gulshan,78,78,58,78,32,32,1,0,1,1432,74.36,100.0
Rangpur,Kurigram,Chilmari,39,39,29,39,7,31,5,4,2,80,74.36,100.0
Barishal,Barishal,Barishal Sadar,266,266,198,266,77,127,6,24,2,2485,74.44,100.0
Rangpur,Nilphamari,Kishoreganj,47,47,35,47,1,45,3,1,1,50,74.47,100.0
Barishal,Pirojpur,Bhandaria,51,51,38,51,6,43,2,14,2,90,74.51,100.0
Chattogram,Cox's Bazar,Maheshkhali,51,51,38,51,3,41,15,21,4,61,74.51,100.0
Dhaka,Faridpur,Boalmari,67,67,50,67,17,52,10,12,1,180,74.63,100.0
Khulna,Kushtia,Mirpur,71,71,53,71,11,61,1,33,1,130,74.65,100.0
Sylhet,Habiganj,Habiganj Sadar,123,123,92,123,43,72,2,2,1,1124,74.8,100.0
Chattogram,Cumilla,Chandina,108,108,81,108,24,71,2,6,1,260,75.0,100.0
Rangpur,Kurigram,Ulipur,104,104,78,104,11,87,1,1,1,130,75.0,100.0
Dhaka,Madaripur,Kalkini,76,76,57,76,10,62,5,5,1,152,75.0,100.0
Chattogram,Feni,Daganbhuiyan,64,64,48,64,14,51,3,5,2,184,75.0,100.0
Rangpur,Nilphamari,Saidpur,60,60,45,60,19,40,1,13,1,290,75.0,100.0
Chattogram,Cumilla,Monoharganj,48,48,36,48,4,39,2,21,2,71,75.0,100.0
Rangpur,Dinajpur,Biral,48,48,36,48,3,47,1,2,1,61,75.0,100.0
Khulna,Bagerhat,Mollahat,40,40,30,40,7,34,1,1,1,110,75.0,100.0
Rangpur,Dinajpur,Kaharole,32,32,24,32,5,30,1,1,1,58,75.0,100.0
Dhaka,Kishoreganj,Mithamain,28,28,21,28,2,26,9,17,2,50,75.0,100.0
Rajshahi,Naogaon,Porsha,28,28,21,28,5,23,3,11,0,84,75.0,100.0
Dhaka,Dhaka,Chak Bazar,20,20,15,20,9,9,0,0,0,110,75.0,100.0
Dhaka,Dhaka,Tejgaon Ind. Area,12,12,9,12,4,4,0,0,0,580,75.0,100.0
Sylhet,Habiganj,Shayestaganj,12,12,9,12,0,8,0,4,0,0,75.0,100.0
Khulna,Jashore,Jashore Sadar,222,222,167,222,68,158,7,5,2,2344,75.23,100.0
Khulna,Chuadanga,Alamdanga,101,101,76,101,23,81,3,14,1,271,75.25,100.0
Barishal,Jhalokathi,Jhalokathi Sadar,77,77,58,77,15,54,1,2,1,410,75.32,100.0
Rangpur,Nilphamari,Domar,61,61,46,61,11,49,1,32,1,170,75.41,100.0
Rangpur,Panchagarh,Debiganj,53,53,40,53,6,49,1,24,1,90,75.47,100.0
Chattogram,Cumilla,Barura,90,90,68,90,16,70,4,7,1,201,75.56,100.0
Barishal,Patuakhali,Patuakhali Sadar,168,168,127,168,44,104,2,2,1,1148,75.6,100.0
Barishal,Patuakhali,Dashmina,37,37,28,37,6,31,2,5,1,70,75.68,100.0
Sylhet,Sylhet,Bishwanath,37,37,28,37,3,30,1,3,1,55,75.68,100.0
Barishal,Patuakhali,Bauphal,116,116,88,116,19,81,8,19,8,204,75.86,100.0
Khulna,Meherpur,Mujibnagar,29,29,22,29,6,23,1,1,1,106,75.86,100.0
Mymensingh,Mymensingh,Ishwarganj,75,75,57,75,3,58,4,26,1,70,76.0,100.0
Sylhet,Maulvibazar,Rajnagar,42,42,32,42,1,36,1,11,1,31,76.19,100.0
Khulna,Satkhira,Satkhira Sadar,170,170,130,170,38,106,2,2,2,720,76.47,100.0
Rajshahi,Natore,Bagatipara,34,34,26,34,5,27,1,2,1,51,76.47,100.0
Rajshahi,Pabna,Atgharia,34,34,26,34,2,29,1,24,2,31,76.47,100.0
Mymensingh,Jamalpur,Bakshiganj,60,60,46,60,5,48,3,16,1,80,76.67,100.0
Rajshahi,Sirajganj,Tarash,60,60,46,60,5,46,1,4,1,82,76.67,100.0
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,146,146,112,146,43,97,1,1,1,531,76.71,100.0
Rangpur,Dinajpur,Bochaganj,43,43,33,43,3,32,9,4,1,70,76.74,100.0
Dhaka,Faridpur,Madhukhali,69,69,53,69,14,50,1,27,1,151,76.81,100.0
Khulna,Jhenaidah,Shailkupa,82,82,63,82,12,70,4,5,3,150,76.83,100.0
Mymensingh,Jamalpur,Melandaha,78,78,60,78,8,67,4,9,1,100,76.92,100.0
Dhaka,Narayanganj,Araihazar,92,92,71,92,16,74,1,19,5,206,77.17,100.0
Chattogram,Noakhali,Senbagh,66,66,51,66,10,49,2,2,1,120,77.27,100.0
Khulna,Satkhira,Kalaroa,66,66,51,66,13,59,1,1,1,140,77.27,100.0
Rangpur,Dinajpur,Birganj,66,66,51,66,12,57,18,17,1,140,77.27,100.0
Rajshahi,Bogura,Dhunat,75,75,58,75,11,58,3,7,1,130,77.33,100.0
Khulna,Bagerhat,Rampal,53,53,41,53,10,45,7,6,1,140,77.36,100.0
Rajshahi,Bogura,Shajahanpur,53,53,41,53,11,46,2,7,1,110,77.36,100.0
Khulna,Meherpur,Gangni,84,84,65,84,14,62,1,39,1,156,77.38,100.0
Dhaka,Manikganj,Manikganj Sadar,186,186,144,186,64,111,7,22,4,1945,77.42,100.0
Khulna,Bagerhat,Kachua,31,31,24,31,6,25,2,2,1,90,77.42,100.0
Khulna,Khulna,Phultala,31,31,24,31,9,23,1,3,0,132,77.42,100.0
Khulna,Khulna,Terokhada,31,31,24,31,7,27,2,3,1,100,77.42,100.0
Chattogram,Lakshmipur,Raipur,71,71,55,71,12,56,1,5,1,150,77.46,100.0
Rangpur,Nilphamari,Jaldhaka,80,80,62,80,13,68,2,4,2,120,77.5,100.0
Rangpur,Rangpur,Gangachara,49,49,38,49,2,48,3,3,1,50,77.55,100.0
Khulna,Satkhira,Shyamnagar,94,94,73,94,16,76,6,4,1,180,77.66,100.0
Chattogram,Brahmanbaria,Akhaura,45,45,35,45,3,24,6,3,0,60,77.78,100.0
Rangpur,Rangpur,Taraganj,27,27,21,27,2,22,2,8,1,31,77.78,100.0
Dhaka,Madaripur,Rajoir,86,86,67,86,24,54,2,3,1,295,77.91,100.0
Sylhet,Habiganj,Madhabpur,77,77,60,77,10,57,20,12,3,135,77.92,100.0
Rajshahi,Bogura,Adamdighi,50,50,39,50,12,41,1,27,2,140,78.0,100.0
Khulna,Bagerhat,Bagerhat Sadar,91,91,71,91,23,67,3,1,1,455,78.02,100.0
Mymensingh,Mymensingh,Fulbaria,91,91,71,91,4,69,10,35,1,70,78.02,100.0
Rajshahi,Natore,Natore Sadar,160,160,125,160,53,96,1,2,0,650,78.12,100.0
Rajshahi,Sirajganj,Kamarkhanda,32,32,25,32,6,27,6,1,1,140,78.12,100.0
Chattogram,Cumilla,Laksam,92,92,72,92,31,54,1,6,1,532,78.26,100.0
Dhaka,Narayanganj,Narayanganj Sadar,236,236,185,236,103,141,3,12,2,2066,78.39,100.0
Chattogram,Chattogram,Fatikchari,116,116,91,116,14,90,1,3,1,220,78.45,100.0
Khulna,Chuadanga,Damurhuda,79,79,62,79,22,57,2,10,3,250,78.48,100.0
Dhaka,Tangail,Sakhipur,98,98,77,98,14,57,6,19,1,155,78.57,100.0
Sylhet,Maulvibazar,Sreemangal,70,70,55,70,13,54,1,34,2,175,78.57,100.0
Barishal,Barguna,Taltali,28,28,22,28,5,22,4,4,4,102,78.57,100.0
Chattogram,Chattogram,Bayejid Bostami,14,14,11,14,7,7,0,0,0,490,78.57,100.0
Mymensingh,Netrakona,Kendua,61,61,48,61,6,55,1,3,1,70,78.69,100.0
Dhaka,Dhaka,Nawabganj,94,94,74,94,24,78,1,3,1,310,78.72,100.0
Chattogram,Chattogram,Raozan,80,80,63,80,5,64,2,15,2,171,78.75,100.0
Dhaka,Dhaka,Keraniganj,137,137,108,137,54,88,1,10,1,971,78.83,100.0
Dhaka,Dhaka,Savar,260,260,205,260,108,156,5,26,1,2870,78.85,100.0
Khulna,Magura,Magura Sadar,156,156,123,156,59,110,1,7,2,1320,78.85,100.0
Rangpur,Lalmonirhat,Lalmonirhat Sadar,90,90,71,90,21,70,1,30,1,421,78.89,100.0
Khulna,Jashore,Sharsha,95,95,75,95,20,80,4,32,1,210,78.95,100.0
Rajshahi,Sirajganj,Shahjadpur,119,119,94,119,27,94,3,8,1,266,78.99,100.0
Rajshahi,Bogura,Sonatola,62,62,49,62,15,50,26,30,25,160,79.03,100.0
Sylhet,Sylhet,Gowainghat,43,43,34,43,4,38,2,27,1,80,79.07,100.0
Rangpur,Dinajpur,Parbatipur,77,77,61,77,10,63,1,31,3,180,79.22,100.0
Rangpur,Rangpur,Rangpur Sadar,334,334,265,334,140,202,9,15,1,5306,79.34,100.0
Barishal,Barguna,Amtali,63,63,50,63,11,48,4,6,1,121,79.37,100.0
Dhaka,Tangail,Nagarpur,63,63,50,63,3,53,2,17,1,50,79.37,100.0
Rangpur,Lalmonirhat,Hatibandha,63,63,50,63,9,56,1,8,1,80,79.37,100.0
Chattogram,Noakhali,Begumganj,136,136,108,136,33,100,5,29,5,540,79.41,100.0
Dhaka,Rajbari,Kalukhali,34,34,27,34,1,32,16,20,2,52,79.41,100.0
Mymensingh,Netrakona,Netrokona Sadar,127,127,101,127,36,81,1,1,1,1053,79.53,100.0
Rangpur,Kurigram,Nageshwari,98,98,78,98,19,76,10,9,2,202,79.59,100.0
Chattogram,Brahmanbaria,Bijoynagar,49,49,39,49,2,40,1,2,1,61,79.59,100.0
Chattogram,Brahmanbaria,Kasba,108,108,86,108,17,61,3,4,1,210,79.63,100.0
Barishal,Pirojpur,Mathbaria,118,118,94,118,20,76,3,1,1,300,79.66,100.0
Dhaka,Gazipur,Kaliakair,99,99,79,99,18,80,20,24,8,305,79.8,100.0
Sylhet,Sylhet,Sylhet Sadar,228,228,182,228,109,137,0,6,2,4551,79.82,100.0
Dhaka,Narayanganj,Sonargaon,110,110,88,110,28,79,2,9,1,320,80.0,100.0
Barishal,Pirojpur,Nesarabad,70,70,56,70,10,50,7,8,1,160,80.0,100.0
Dhaka,Narsingdi,Shibpur,70,70,56,70,9,57,3,2,1,120,80.0,100.0
Mymensingh,Jamalpur,Madarganj,65,65,52,65,5,54,2,5,1,130,80.0,100.0
Rangpur,Lalmonirhat,Aditmari,50,50,40,50,5,47,2,35,1,70,80.0,100.0
Dhaka,Dhaka,Cantonment,30,30,24,30,8,8,1,1,1,1240,80.0,100.0
Chattogram,Feni,Fulgazi,25,25,20,25,3,23,2,1,1,31,80.0,100.0
Rangpur,Dinajpur,Dinajpur Sadar,163,163,131,163,57,108,16,15,7,1440,80.37,100.0
Dhaka,Dhaka,Banani,92,92,74,92,20,21,4,4,4,1918,80.43,100.0
Chattogram,Brahmanbaria,Ashuganj,41,41,33,41,10,32,1,1,1,110,80.49,100.0
Dhaka,Dhaka,Shahbag,41,41,33,41,18,18,2,2,2,4945,80.49,100.0
Rangpur,Dinajpur,Nawabganj,41,41,33,41,2,36,2,7,1,51,80.49,100.0
Barishal,Pirojpur,Kawkhali,31,31,25,31,3,29,1,4,1,41,80.65,100.0
Khulna,Jhenaidah,Jhenaidah Sadar,145,145,117,145,35,94,3,4,1,611,80.69,100.0
Dhaka,Dhaka,Dhamrai,130,130,105,130,33,99,1,34,1,385,80.77,100.0
Chattogram,Chattogram,Double Mooring,26,26,21,26,10,10,0,0,0,800,80.77,100.0
Dhaka,Dhaka,Mirpur,167,167,135,167,87,92,1,2,2,3620,80.84,100.0
Khulna,Khulna,Sonadanga,94,94,76,94,48,49,1,2,1,1692,80.85,100.0
Rajshahi,Rajshahi,Paba,63,63,51,63,8,53,1,5,1,81,80.95,100.0
Chattogram,Noakhali,Companiganj,74,74,60,74,20,51,1,1,1,220,81.08,100.0
Rajshahi,Pabna,Bhangura,37,37,30,37,8,29,2,3,1,130,81.08,100.0
Dhaka,Tangail,Tangail Sadar,233,233,189,233,91,146,4,5,2,1322,81.12,100.0
Dhaka,Dhaka,Wari,16,16,13,16,5,6,0,0,0,265,81.25,100.0
Rajshahi,Pabna,Pabna Sadar,214,214,174,214,86,144,1,2,2,2500,81.31,100.0
Barishal,Bhola,Lalmohan,59,59,48,59,5,49,1,37,1,70,81.36,100.0
Khulna,Chuadanga,Jibannagar,59,59,48,59,13,38,2,3,1,171,81.36,100.0
Rangpur,Dinajpur,Birampur,59,59,48,59,11,40,3,6,1,140,81.36,100.0
Khulna,Magura,Shalikha,43,43,35,43,9,35,1,10,12,120,81.4,100.0
Rajshahi,Natore,Lalpur,76,76,62,76,12,57,1,1,1,150,81.58,100.0
Sylhet,Sunamganj,Shantiganj,38,38,31,38,2,36,3,28,1,60,81.58,100.0
Rajshahi,Natore,Gurudaspur,49,49,40,49,12,38,1,11,2,150,81.63,100.0
Rajshahi,Bogura,Shibganj,99,99,81,99,18,79,1,22,1,190,81.82,100.0
Chattogram,Noakhali,Kabirhat,44,44,36,44,7,35,2,3,2,120,81.82,100.0
Rajshahi,Joypurhat,Panchbibi,50,50,41,50,5,43,3,28,1,70,82.0,100.0
Dhaka,Tangail,Ghatail,112,112,92,112,19,86,9,15,4,200,82.14,100.0
Chattogram,Chandpur,Shahrasti,73,73,60,73,14,48,1,24,1,170,82.19,100.0
Dhaka,Tangail,Kalihati,107,107,88,107,16,82,9,7,2,144,82.24,100.0
Chattogram,Cumilla,Homna,62,62,51,62,11,47,3,6,1,170,82.26,100.0
Barishal,Patuakhali,Kalapara,85,85,70,85,11,58,24,30,15,150,82.35,100.0
Dhaka,Kishoreganj,Tarail,40,40,33,40,4,33,1,2,1,60,82.5,100.0
Khulna,Bagerhat,Chitalmari,40,40,33,40,9,33,1,20,1,100,82.5,100.0
Dhaka,Narsingdi,Palash,46,46,38,46,8,28,2,2,1,111,82.61,100.0
Rangpur,Panchagarh,Boda,46,46,38,46,6,42,6,8,1,83,82.61,100.0
Dhaka,Faridpur,Faridpur Sadar,231,231,191,231,66,126,2,8,3,3892,82.68,100.0
Chattogram,Feni,Feni Sadar,162,162,134,162,44,100,3,3,1,995,82.72,100.0
Chattogram,Chandpur,Matlab Uttar,81,81,67,81,9,69,3,24,2,91,82.72,100.0
Chattogram,Noakhali,Subarnachar,41,41,34,41,3,33,1,1,1,60,82.93,100.0
Rajshahi,Naogaon,Sapahar,47,47,39,47,15,38,1,3,1,180,82.98,100.0
Chattogram,Chattogram,Patiya,100,100,83,100,14,82,1,37,1,240,83.0,100.0
Khulna,Chuadanga,Chuadanga Sadar,101,101,84,101,27,64,1,2,1,390,83.17,100.0
Mymensingh,Jamalpur,Jamalpur Sadar,234,234,195,234,64,159,2,78,3,1755,83.33,100.0
Barishal,Barguna,Patharghata,66,66,55,66,12,42,5,3,1,150,83.33,100.0
Rajshahi,Pabna,Faridpur,42,42,35,42,7,31,1,4,1,100,83.33,100.0
Rajshahi,Rajshahi,Tanore,42,42,35,42,6,34,7,11,2,91,83.33,100.0
Chattogram,Cumilla,Lalmi,30,30,25,30,1,24,2,2,0,70,83.33,100.0
Chattogram,Chattogram,Pahartali,18,18,15,18,7,7,0,0,0,40,83.33,100.0
Chattogram,Rangamati,Naniarchar,18,18,15,18,3,17,1,11,1,10,83.33,100.0
Mymensingh,Mymensingh,Gauripur,12,12,10,12,4,4,0,0,0,20,83.33,100.0
Khulna,Khulna,Paikgacha,97,97,81,97,24,72,1,37,5,270,83.51,100.0
Sylhet,Sunamganj,Jagannathpur,49,49,41,49,2,34,1,1,1,50,83.67,100.0
Rajshahi,Naogaon,Badalgachhi,43,43,36,43,2,36,2,29,1,50,83.72,100.0
Rajshahi,Naogaon,Naogaon Sadar,154,154,129,154,59,105,4,30,4,727,83.77,100.0
Dhaka,Munshiganj,Sreenagar,93,93,78,93,22,61,4,27,1,491,83.87,100.0
Khulna,Khulna,Dumuria,93,93,78,93,22,76,2,2,1,230,83.87,100.0
Chattogram,Cumilla,Nangalkot,81,81,68,81,12,72,2,47,2,170,83.95,100.0
Dhaka,Dhaka,Khilkhet,25,25,21,25,13,13,0,0,0,615,84.0,100.0
Rajshahi,Naogaon,Niamatpur,63,63,53,63,14,52,6,12,2,152,84.13,100.0
Khulna,Bagerhat,Morrelganj,95,95,80,95,9,80,7,6,2,120,84.21,100.0
Barishal,Barishal,Gaurnadi,102,102,86,102,24,59,2,11,1,310,84.31,100.0
Chattogram,Chattogram,Mirsharai,102,102,86,102,11,67,5,15,1,230,84.31,100.0
Dhaka,Dhaka,Adabor,32,32,27,32,19,19,0,0,0,1156,84.38,100.0
Sylhet,Maulvibazar,Kamalganj,58,58,49,58,6,44,1,28,3,115,84.48,100.0
Rajshahi,Natore,Singra,84,84,71,84,7,72,8,5,2,100,84.52,100.0
Chattogram,Brahmanbaria,Brahmanbaria Sadar,233,233,197,233,90,137,2,2,1,1985,84.55,100.0
Dhaka,Dhaka,Jatrabari,91,91,77,91,50,50,0,0,0,621,84.62,100.0
Dhaka,Munshiganj,Gazaria,52,52,44,52,11,37,4,7,1,163,84.62,100.0
Rajshahi,Naogaon,Raninagar,39,39,33,39,2,36,2,13,1,60,84.62,100.0
Chattogram,Cumilla,Debidwar,124,124,105,124,25,92,2,65,2,290,84.68,100.0
Dhaka,Gazipur,Sreepur,166,166,141,166,44,111,1,19,1,500,84.94,100.0
Dhaka,Gazipur,Kapasia,114,114,97,114,21,86,1,4,1,250,85.09,100.0
Khulna,Kushtia,Kushtia Sadar,169,169,144,169,55,108,2,7,1,995,85.21,100.0
Rajshahi,Pabna,Santhia,88,88,75,88,15,65,3,36,1,230,85.23,100.0
Dhaka,Dhaka,Paltan,102,102,87,102,22,23,1,1,0,746,85.29,100.0
Rangpur,Kurigram,Bhurungamari,68,68,58,68,8,57,2,3,1,93,85.29,100.0
Khulna,Jashore,Keshabpur,75,75,64,75,12,57,1,2,2,170,85.33,100.0
Mymensingh,Mymensingh,Muktagacha,76,76,65,76,9,61,4,18,1,100,85.53,100.0
Rajshahi,Joypurhat,Joypurhat Sadar,105,105,90,105,31,71,1,1,1,455,85.71,100.0
Dhaka,Shariatpur,Gosairhat,42,42,36,42,7,35,4,20,1,90,85.71,100.0
Rangpur,Dinajpur,Ghoraghat,28,28,24,28,3,19,2,14,1,60,85.71,100.0
Sylhet,Sunamganj,Jamalganj,28,28,24,28,2,22,1,2,1,31,85.71,100.0
Chattogram,Rangamati,Kowkhali,21,21,18,21,2,18,1,14,1,31,85.71,100.0
Dhaka,Rajbari,Pangsha,85,85,73,85,18,71,2,2,1,180,85.88,100.0
Sylhet,Sunamganj,Dowarabazar,43,43,37,43,2,35,1,18,1,50,86.05,100.0
Rangpur,Gaibandha,Gobindaganj,144,144,124,144,20,106,7,25,1,210,86.11,100.0
Dhaka,Tangail,Dhanbari,51,51,44,51,9,37,2,4,1,125,86.27,100.0
Chattogram,Chattogram,Chandanaish,59,59,51,59,8,43,2,8,2,621,86.44,100.0
Mymensingh,Mymensingh,Mymensingh Sadar,303,303,262,303,118,188,2,4,1,3371,86.47,100.0
Rangpur,Gaibandha,Gaibandha Sadar,156,156,135,156,22,92,2,7,1,560,86.54,100.0
Rajshahi,Bogura,Bogura Sadar,298,298,258,298,143,192,3,40,7,3640,86.58,100.0
Mymensingh,Mymensingh,Trishal,75,75,65,75,4,64,1,4,1,70,86.67,100.0
Rangpur,Rangpur,Pirgachha,60,60,52,60,3,56,1,49,1,50,86.67,100.0
Dhaka,Dhaka,Dakshinkhan,30,30,26,30,10,11,0,0,0,215,86.67,100.0
Khulna,Satkhira,Debhata,30,30,26,30,5,29,1,18,1,80,86.67,100.0
Mymensingh,Netrakona,Atpara,30,30,26,30,3,29,7,11,1,50,86.67,100.0
Chattogram,Lakshmipur,Lakshmipur Sadar,215,215,187,215,35,132,2,58,1,670,86.98,100.0
Rajshahi,Pabna,Ishwardi,100,100,87,100,26,61,2,1,1,300,87.0,100.0
Dhaka,Rajbari,Baliakandi,54,54,47,54,7,41,2,5,1,100,87.04,100.0
Khulna,Jhenaidah,Kaliganj,85,85,74,85,24,64,2,23,1,291,87.06,100.0
Rajshahi,Chapainawabganj,Nachole,31,31,27,31,6,24,2,2,2,90,87.1,100.0
Rajshahi,Bogura,Dhupchanchia,78,78,68,78,23,55,1,9,1,256,87.18,100.0
Khulna,Meherpur,Meherpur Sadar,94,94,82,94,23,58,2,2,2,460,87.23,100.0
Rajshahi,Rajshahi,Bagha,55,55,48,55,10,35,1,2,1,150,87.27,100.0
Dhaka,Gazipur,Gazipur Sadar,363,363,317,363,119,197,47,57,3,4029,87.33,100.0
Rajshahi,Naogaon,Patnitala,87,87,76,87,25,68,7,7,1,282,87.36,100.0
Chattogram,Chattogram,Boalkhali,56,56,49,56,3,42,2,36,1,55,87.5,100.0
Dhaka,Dhaka,Bhatara,56,56,49,56,12,13,0,0,0,555,87.5,100.0
Chattogram,Cox's Bazar,Ukhia,40,40,35,40,6,29,4,13,2,144,87.5,100.0
Dhaka,Dhaka,Kafrul,40,40,35,40,18,18,0,0,0,533,87.5,100.0
Dhaka,Dhaka,Mugda Para,24,24,21,24,9,9,1,1,0,650,87.5,100.0
Mymensingh,Mymensingh,Gaffargaon,24,24,21,24,7,8,0,0,0,50,87.5,100.0
Rangpur,Panchagarh,Atwari,24,24,21,24,4,23,7,17,1,70,87.5,100.0
Dhaka,Dhaka,Gendaria,8,8,7,8,2,3,0,0,0,350,87.5,100.0
Chattogram,Cumilla,Daudkandi,153,153,134,153,34,91,2,12,2,400,87.58,100.0
Chattogram,Noakhali,Noakhali Sadar,172,172,151,172,52,109,1,7,1,1296,87.79,100.0
Chattogram,Cumilla,Chauddagram,100,100,88,100,16,83,9,43,1,240,88.0,100.0
Barishal,Barguna,Barguna Sadar,101,101,89,101,17,64,28,16,1,400,88.12,100.0
Dhaka,Narsingdi,Narsingdi Sadar,228,228,201,228,75,123,2,2,2,940,88.16,100.0
Rajshahi,Sirajganj,Ullahpara,136,136,120,136,29,110,2,8,2,389,88.24,100.0
Rajshahi,Rajshahi,Puthia,77,77,68,77,18,53,12,13,5,187,88.31,100.0
Chattogram,Lakshmipur,Kamalnagar,52,52,46,52,3,33,6,10,2,70,88.46,100.0
Rangpur,Gaibandha,Sadullapur,61,61,54,61,3,53,2,3,1,50,88.52,100.0
Chattogram,Chattogram,Panchlaish,116,116,103,116,61,61,2,2,2,6225,88.79,100.0
Rajshahi,Sirajganj,Kazipur,81,81,72,81,4,69,13,8,7,72,88.89,100.0
Rajshahi,Sirajganj,Royganj,81,81,72,81,11,67,5,5,2,137,88.89,100.0
Chattogram,Cumilla,Brahmanpara,55,55,49,55,10,43,2,3,2,140,89.09,100.0
Rajshahi,Bogura,Sherpur,92,92,82,92,29,69,2,26,1,300,89.13,100.0
Chattogram,Cumilla,Burichang,74,74,66,74,10,57,1,13,1,680,89.19,100.0
Dhaka,Kishoreganj,Hossainpur,37,37,33,37,3,30,22,22,1,50,89.19,100.0
Dhaka,Dhaka,Bangshal,28,28,25,28,13,14,0,0,0,271,89.29,100.0
Barishal,Barishal,Banaripara,58,58,52,58,10,40,1,18,1,130,89.66,100.0
Rajshahi,Joypurhat,Kalai,29,29,26,29,2,24,1,5,1,50,89.66,100.0
Rajshahi,Chapainawabganj,Shibganj,117,117,105,117,19,91,10,22,3,230,89.74,100.0
Sylhet,Maulvibazar,Maulvibazar Sadar,127,127,114,127,35,79,4,21,2,1015,89.76,100.0
Barishal,Barishal,Agailjhara,49,49,44,49,9,36,2,27,1,110,89.8,100.0
Rangpur,Dinajpur,Fulbari,50,50,45,50,6,38,1,2,1,80,90.0,100.0
Dhaka,Dhaka,Sher-e-bangla Nagar,51,51,46,51,30,31,4,5,4,4594,90.2,100.0
Dhaka,Dhaka,Uttara  Purba,32,32,29,32,11,11,0,0,0,340,90.62,100.0
